	ENSRBIT00000033008	ENSTGET00000020090	ENSCATT00000021136	ENSMNET00000070005	ENSRBIT00000045583	ENSPANT00000055485	ENSRROT00000034756	ENSRROT00000034757	ENSMFAT00000022165	ENSPTET00000027929	ENSPANT00000038461	ENSMLET00000027679
ENSRBIT00000033008	1.0	0.37915407854984895	0.7424471299093656	0.729607250755287	0.7280966767371602	0.7416918429003021	0.967522658610272	0.8678247734138973	0.33836858006042303	0.4509063444108761	0.8240181268882175	0.7424471299093656
ENSTGET00000020090	0.37915407854984895	1.0	0.35876132930513593	0.3700906344410877	0.39274924471299105	0.38293051359516617	0.399546827794562	0.5045317220543807	0.9290030211480362	0.8731117824773413	0.26586102719033233	0.35876132930513593
ENSCATT00000021136	0.7424471299093656	0.35876132930513593	1.0	0.9826283987915408	0.7945619335347432	0.9501510574018128	0.7356495468277946	0.6895770392749244	0.3179758308157099	0.4312688821752266	0.7046827794561934	0.9969788519637462
ENSMNET00000070005	0.729607250755287	0.3700906344410877	0.9826283987915408	1.0	0.7817220543806647	0.937311178247734	0.7220543806646526	0.6774924471299094	0.3293051359516617	0.44259818731117817	0.6925981873111783	0.9826283987915408
ENSRBIT00000045583	0.7280966767371602	0.39274924471299105	0.7945619335347432	0.7817220543806647	1.0	0.7938066465256798	0.7107250755287009	0.7250755287009063	0.35196374622356497	0.4652567975830816	0.7009063444108762	0.7945619335347432
ENSPANT00000055485	0.7416918429003021	0.38293051359516617	0.9501510574018128	0.937311178247734	0.7938066465256798	1.0	0.7598187311178247	0.6888217522658611	0.34516616314199394	0.4312688821752266	0.7077039274924471	0.9509063444108762
ENSRROT00000034756	0.967522658610272	0.399546827794562	0.7356495468277946	0.7220543806646526	0.7107250755287009	0.7598187311178247	1.0	0.8534743202416919	0.3444108761329305	0.4358006042296072	0.8074018126888217	0.7356495468277946
ENSRROT00000034757	0.8678247734138973	0.5045317220543807	0.6895770392749244	0.6774924471299094	0.7250755287009063	0.6888217522658611	0.8534743202416919	1.0	0.4637462235649548	0.5762839879154078	0.7447129909365559	0.6903323262839879
ENSMFAT00000022165	0.33836858006042303	0.9290030211480362	0.3179758308157099	0.3293051359516617	0.35196374622356497	0.34516616314199394	0.3444108761329305	0.4637462235649548	1.0	0.8549848942598187	0.2250755287009063	0.3179758308157099
ENSPTET00000027929	0.4509063444108761	0.8731117824773413	0.4312688821752266	0.44259818731117817	0.4652567975830816	0.4312688821752266	0.4358006042296072	0.5762839879154078	0.8549848942598187	1.0	0.33836858006042303	0.4312688821752266
ENSPANT00000038461	0.8240181268882175	0.26586102719033233	0.7046827794561934	0.6925981873111783	0.7009063444108762	0.7077039274924471	0.8074018126888217	0.7447129909365559	0.2250755287009063	0.33836858006042303	1.0	0.7054380664652568
ENSMLET00000027679	0.7424471299093656	0.35876132930513593	0.9969788519637462	0.9826283987915408	0.7945619335347432	0.9509063444108762	0.7356495468277946	0.6903323262839879	0.3179758308157099	0.4312688821752266	0.7054380664652568	1.0
