	ENSSHAT00000020090	ENSCLAT00000017801	ENSSHAT00000020091	ENSPCIT00000046536	ENSMODT00000061990	ENSMEUT00000000860	ENSCPOT00000037758	ENSMODT00000000178	ENSCLAT00000017800	ENSVURT00010011437
ENSSHAT00000020090	1.0	0.7418229393807241	0.9502834714348016	0.70082860880942	0.7588312254688181	0.4683820322721326	0.754470126471871	0.7806367204535543	0.7422590492804186	0.8674225904928042
ENSCLAT00000017801	0.7418229393807241	1.0	0.6973397296118622	0.5412123855211514	0.618839947666812	0.4635848233754907	0.8687309201918884	0.6419537723506323	0.9568251199302223	0.6925425207152203
ENSSHAT00000020091	0.9502834714348016	0.6973397296118622	1.0	0.6641953772350633	0.7195813344962929	0.42040994330571296	0.7095508068033144	0.7322285215874399	0.6977758395115569	0.8207588312254688
ENSPCIT00000046536	0.70082860880942	0.5412123855211514	0.6641953772350633	1.0	0.6846925425207152	0.3510684692542521	0.5765372873964238	0.6314871347579589	0.5647623201046664	0.7557784561709551
ENSMODT00000061990	0.7588312254688181	0.618839947666812	0.7195813344962929	0.6846925425207152	1.0	0.4295682511993022	0.6524204099433057	0.8918447448757086	0.6406454426515482	0.7719145224596599
ENSMEUT00000000860	0.4683820322721326	0.4635848233754907	0.42040994330571296	0.3510684692542521	0.4295682511993022	1.0	0.3824683820322721	0.4509376362843436	0.42040994330571296	0.4156127344090711
ENSCPOT00000037758	0.754470126471871	0.8687309201918884	0.7095508068033144	0.5765372873964238	0.6524204099433057	0.3824683820322721	1.0	0.6737897950283471	0.9084169210641082	0.7252507631923245
ENSMODT00000000178	0.7806367204535543	0.6419537723506323	0.7322285215874399	0.6314871347579589	0.8918447448757086	0.4509376362843436	0.6737897950283471	1.0	0.6637592673353685	0.7963366768425644
ENSCLAT00000017800	0.7422590492804186	0.9568251199302223	0.6977758395115569	0.5647623201046664	0.6406454426515482	0.42040994330571296	0.9084169210641082	0.6637592673353685	1.0	0.7169646750981248
ENSVURT00010011437	0.8674225904928042	0.6925425207152203	0.8207588312254688	0.7557784561709551	0.7719145224596599	0.4156127344090711	0.7252507631923245	0.7963366768425644	0.7169646750981248	1.0
