,ENST00000540238,ENSPTRT00000105323,ENST00000328654,ENSPPYT00000006098,ENSPTRT00000108846,ENSPTET00000044277,ENSGGOT00000058405,ENSPPAT00000063775,ENSGGOT00000051295,ENSPPAT00000063781,ENST00000544181,ENSNLET00000040813,ENSPPAT00000063784,ENSNLET00000031868,ENSNLET00000015898,ENSPTRT00000010398,ENST00000534834
ENST00000540238,1.0,0.19899665551839463,0.24080267558528434,0.1376811594202898,0.20735785953177255,0.23578595317725748,0.20735785953177255,0.20735785953177255,0.19843924191750273,0.24080267558528434,0.8779264214046822,0.19788182831661094,0.19899665551839463,0.20680044593088076,0.23968784838350055,0.24080267558528434,0.20735785953177255
ENSPTRT00000105323,0.19899665551839463,1.0,0.955406911928651,0.8840579710144928,0.9615384615384616,0.9347826086956522,0.9587513935340022,0.9609810479375697,0.9966555183946488,0.9576365663322185,0.21070234113712372,0.9905239687848384,0.9994425863991081,0.9526198439241917,0.9487179487179487,0.9581939799331104,0.9587513935340022
ENST00000328654,0.24080267558528434,0.955406911928651,1.0,0.8907469342251951,0.9637681159420289,0.9782608695652174,0.9654403567447045,0.9643255295429208,0.9565217391304348,0.9977703455964325,0.2525083612040133,0.9503901895206243,0.9559643255295429,0.9593088071348941,0.992196209587514,0.9972129319955407,0.9665551839464883
ENSPPYT00000006098,0.1376811594202898,0.8840579710144928,0.8907469342251951,1.0,0.8929765886287625,0.8717948717948718,0.8946488294314381,0.8935340022296544,0.8862876254180602,0.8896321070234113,0.25919732441471566,0.8807134894091416,0.8846153846153846,0.8890746934225195,0.8857302118171684,0.8890746934225195,0.8946488294314381
ENSPTRT00000108846,0.20735785953177255,0.9615384615384616,0.9637681159420289,0.8929765886287625,1.0,0.9437012263099219,0.9972129319955407,0.9994425863991081,0.9587513935340022,0.9659977703455964,0.21906354515050164,0.9526198439241917,0.9609810479375697,0.9910813823857302,0.9576365663322185,0.9665551839464883,0.9972129319955407
ENSPTET00000044277,0.23578595317725748,0.9347826086956522,0.9782608695652174,0.8717948717948718,0.9437012263099219,1.0,0.9453734671125975,0.9442586399108138,0.9370122630992196,0.9771460423634337,0.24693422519509478,0.9319955406911928,0.935340022296544,0.9403567447045708,0.9738015607580826,0.9765886287625418,0.9453734671125975
ENSGGOT00000058405,0.20735785953177255,0.9587513935340022,0.9654403567447045,0.8946488294314381,0.9972129319955407,0.9453734671125975,1.0,0.9977703455964325,0.9615384615384616,0.9643255295429208,0.21906354515050164,0.9542920847268673,0.9593088071348941,0.9927536231884058,0.9593088071348941,0.9637681159420289,0.9988851727982163
ENSPPAT00000063775,0.20735785953177255,0.9609810479375697,0.9643255295429208,0.8935340022296544,0.9994425863991081,0.9442586399108138,0.9977703455964325,1.0,0.9593088071348941,0.9665551839464883,0.21906354515050164,0.9531772575250836,0.9615384615384616,0.9916387959866221,0.9581939799331104,0.9659977703455964,0.9977703455964325
ENSGGOT00000051295,0.19843924191750273,0.9966555183946488,0.9565217391304348,0.8862876254180602,0.9587513935340022,0.9370122630992196,0.9615384615384616,0.9593088071348941,1.0,0.955406911928651,0.21014492753623193,0.9927536231884058,0.9972129319955407,0.9542920847268673,0.9509476031215162,0.9548494983277592,0.9604236343366778
ENSPPAT00000063781,0.24080267558528434,0.9576365663322185,0.9977703455964325,0.8896321070234113,0.9659977703455964,0.9771460423634337,0.9643255295429208,0.9665551839464883,0.955406911928651,1.0,0.2525083612040133,0.9492753623188406,0.9581939799331104,0.9581939799331104,0.9910813823857302,0.9994425863991081,0.9643255295429208
