	ENSCSAT00000016426	ENSNLET00000019341	ENSMMUT00000022042	ENSFCAT00000055676	ENSPPAT00000028421	ENSMLET00000028777	ENSCATT00000026317	ENSPANT00000018097	ENSMNET00000021881	ENSTGET00000032666	ENST00000371126	ENSPTRT00000042258	ENSMFAT00000057981	ENSPPYT00000024142	ENSPTET00000030667	ENSCSAT00000019567
ENSCSAT00000016426	1.0	0.9413388543823328	0.964113181504486	0.8378191856452726	0.9440993788819876	0.9572118702553484	0.958592132505176	0.9627329192546584	0.9620427881297446	0.9627329192546584	0.9461697722567288	0.9420289855072465	0.9627329192546584	0.9461697722567288	0.9510006901311248	0.9758454106280192
ENSNLET00000019341	0.9413388543823328	1.0	0.963423050379572	0.8322981366459627	0.971704623878537	0.9592822636300896	0.9592822636300896	0.9606625258799172	0.961352657004831	0.9620427881297446	0.9723947550034506	0.9710144927536232	0.9620427881297446	0.9751552795031057	0.95376121463078	0.9572118702553484
ENSMMUT00000022042	0.964113181504486	0.963423050379572	1.0	0.8364389233954451	0.9675638371290544	0.9930986887508628	0.9930986887508628	0.9972394755003452	0.9979296066252588	0.9972394755003452	0.9696342305037956	0.9682539682539684	0.9986197377501724	0.9710144927536232	0.9786059351276742	0.9882677708764666
ENSFCAT00000055676	0.8378191856452726	0.8322981366459627	0.8364389233954451	1.0	0.8329882677708764	0.8357487922705314	0.8350586611456177	0.8336783988957902	0.8343685300207039	0.8364389233954451	0.8322981366459627	0.8309178743961353	0.8350586611456177	0.8336783988957902	0.8322981366459627	0.8371290545203589
ENSPPAT00000028421	0.9440993788819876	0.971704623878537	0.9675638371290544	0.8329882677708764	1.0	0.9620427881297446	0.963423050379572	0.9648033126293996	0.9654934437543132	0.966183574879227	0.9855072463768116	0.9965493443754312	0.966183574879227	0.9834368530020704	0.9592822636300896	0.9627329192546584
ENSMLET00000028777	0.9572118702553484	0.9592822636300896	0.9930986887508628	0.8357487922705314	0.9620427881297446	1.0	0.9958592132505176	0.9917184265010353	0.9910282953761216	0.9917184265010353	0.9654934437543132	0.9627329192546584	0.9917184265010353	0.9654934437543132	0.974465148378192	0.9813664596273292
ENSCATT00000026317	0.958592132505176	0.9592822636300896	0.9930986887508628	0.8350586611456177	0.963423050379572	0.9958592132505176	1.0	0.9924085576259488	0.9910282953761216	0.9930986887508628	0.9668737060041408	0.964113181504486	0.9917184265010353	0.9668737060041408	0.974465148378192	0.9827467218771566
ENSPANT00000018097	0.9627329192546584	0.9606625258799172	0.9972394755003452	0.8336783988957902	0.9648033126293996	0.9917184265010353	0.9924085576259488	1.0	0.9951690821256038	0.9958592132505176	0.9668737060041408	0.9654934437543132	0.9958592132505176	0.9682539682539684	0.9758454106280192	0.9868875086266392
ENSMNET00000021881	0.9620427881297446	0.961352657004831	0.9979296066252588	0.8343685300207039	0.9654934437543132	0.9910282953761216	0.9910282953761216	0.9951690821256038	1.0	0.9951690821256038	0.9675638371290544	0.966183574879227	0.9965493443754312	0.968944099378882	0.9765355417529332	0.9861973775017252
ENSTGET00000032666	0.9627329192546584	0.9620427881297446	0.9972394755003452	0.8364389233954451	0.966183574879227	0.9917184265010353	0.9930986887508628	0.9958592132505176	0.9951690821256038	1.0	0.9682539682539684	0.9668737060041408	0.9958592132505176	0.9696342305037956	0.9758454106280192	0.9868875086266392
ENST00000371126	0.9461697722567288	0.9723947550034506	0.9696342305037956	0.8322981366459627	0.9855072463768116	0.9654934437543132	0.9668737060041408	0.9668737060041408	0.9675638371290544	0.9682539682539684	1.0	0.9889579020013802	0.9682539682539684	0.984126984126984	0.9599723947550034	0.963423050379572
ENSPTRT00000042258	0.9420289855072465	0.9710144927536232	0.9682539682539684	0.8309178743961353	0.9965493443754312	0.9627329192546584	0.964113181504486	0.9654934437543132	0.966183574879227	0.9668737060041408	0.9889579020013802	1.0	0.9668737060041408	0.984126984126984	0.9599723947550034	0.9620427881297446
ENSMFAT00000057981	0.9627329192546584	0.9620427881297446	0.9986197377501724	0.8350586611456177	0.966183574879227	0.9917184265010353	0.9917184265010353	0.9958592132505176	0.9965493443754312	0.9958592132505176	0.9682539682539684	0.9668737060041408	1.0	0.9696342305037956	0.9772256728778468	0.9868875086266392
ENSPPYT00000024142	0.9461697722567288	0.9751552795031057	0.9710144927536232	0.8336783988957902	0.9834368530020704	0.9654934437543132	0.9668737060041408	0.9682539682539684	0.968944099378882	0.9696342305037956	0.984126984126984	0.984126984126984	0.9696342305037956	1.0	0.9606625258799172	0.9648033126293996
ENSPTET00000030667	0.9510006901311248	0.95376121463078	0.9786059351276742	0.8322981366459627	0.9592822636300896	0.974465148378192	0.974465148378192	0.9758454106280192	0.9765355417529332	0.9758454106280192	0.9599723947550034	0.9599723947550034	0.9772256728778468	0.9606625258799172	1.0	0.9730848861283644
ENSCSAT00000019567	0.9758454106280192	0.9572118702553484	0.9882677708764666	0.8371290545203589	0.9627329192546584	0.9813664596273292	0.9827467218771566	0.9868875086266392	0.9861973775017252	0.9868875086266392	0.963423050379572	0.9620427881297446	0.9868875086266392	0.9648033126293996	0.9730848861283644	1.0
