,ENSDCDT00000063549,ENSCHAT00000058769,ENSIPUT00000026629,ENSSFOT00015022518,ENSAMXT00000048916,ENSIPUT00000026679,ENSPNAT00000028910,ENSSFOT00015026674,ENSPKIT00000025308,ENSCHAT00000058759,ENSDCDT00000063554,ENSCHAT00000058738,ENSSFOT00015022497,ENSIPUT00000026660,ENSEEET00000048672,ENSEEET00000048673,ENSCHAT00000058794
ENSDCDT00000063549,1.0,0.6109979633401222,0.7694501018329939,0.7193482688391039,0.7890020366598778,0.7303462321792261,0.7519348268839103,0.764969450101833,0.7621181262729124,0.7034623217922606,0.8769857433808554,0.7824847250509165,0.7625254582484725,0.7189409368635438,0.6114052953156823,0.7653767820773931,0.8167006109979633
ENSCHAT00000058769,0.6109979633401222,1.0,0.594704684317719,0.6167006109979634,0.6672097759674135,0.630142566191446,0.7063136456211813,0.6517311608961304,0.654989816700611,0.6309572301425662,0.6562118126272912,0.7042769857433808,0.6570264765784114,0.6012219959266802,0.9568228105906313,0.6419551934826884,0.7018329938900204
ENSIPUT00000026629,0.7694501018329939,0.594704684317719,1.0,0.670061099796334,0.7511201629327903,0.7780040733197556,0.764562118126273,0.7144602851323829,0.7116089613034623,0.6472505091649694,0.7230142566191446,0.7156822810590632,0.7099796334012219,0.7665987780040733,0.605295315682281,0.7584521384928717,0.7877800407331975
ENSSFOT00015022518,0.7193482688391039,0.6167006109979634,0.670061099796334,1.0,0.7588594704684317,0.7266802443991853,0.789816700610998,0.8594704684317719,0.8875763747454175,0.6892057026476578,0.8109979633401222,0.7743380855397148,0.94989816700611,0.7014256619144603,0.609775967413442,0.6476578411405295,0.7006109979633401
ENSAMXT00000048916,0.7890020366598778,0.6672097759674135,0.7511201629327903,0.7588594704684317,1.0,0.804887983706721,0.8435845213849287,0.7975560081466395,0.8052953156822811,0.7303462321792261,0.8032586558044806,0.8077393075356415,0.8,0.7922606924643585,0.6786150712830957,0.7629327902240326,0.7613034623217922
ENSIPUT00000026679,0.7303462321792261,0.630142566191446,0.7780040733197556,0.7266802443991853,0.804887983706721,1.0,0.8065173116089613,0.7714867617107943,0.769857433808554,0.6940936863543788,0.7665987780040733,0.7759674134419552,0.7665987780040733,0.8492871690427699,0.6443991853360489,0.6863543788187373,0.7152749490835031
ENSPNAT00000028910,0.7519348268839103,0.7063136456211813,0.764562118126273,0.789816700610998,0.8435845213849287,0.8065173116089613,1.0,0.8289205702647657,0.8370672097759674,0.7230142566191446,0.8289205702647657,0.7979633401221996,0.8317718940936863,0.7763747454175153,0.7230142566191446,0.7568228105906314,0.7857433808553972
ENSSFOT00015026674,0.764969450101833,0.6517311608961304,0.7144602851323829,0.8594704684317719,0.7975560081466395,0.7714867617107943,0.8289205702647657,1.0,0.9026476578411405,0.725050916496945,0.8553971486761711,0.810183299389002,0.9006109979633401,0.7462321792260692,0.6562118126272912,0.6908350305498981,0.744602851323829
ENSPKIT00000025308,0.7621181262729124,0.654989816700611,0.7116089613034623,0.8875763747454175,0.8052953156822811,0.769857433808554,0.8370672097759674,0.9026476578411405,1.0,0.7307535641547862,0.8513238289205702,0.8171079429735234,0.9307535641547862,0.745010183299389,0.654989816700611,0.6920570264765784,0.745010183299389
ENSCHAT00000058759,0.7034623217922606,0.6309572301425662,0.6472505091649694,0.6892057026476578,0.7303462321792261,0.6940936863543788,0.7230142566191446,0.725050916496945,0.7307535641547862,1.0,0.7486761710794297,0.8329938900203666,0.7295315682281059,0.6696537678207739,0.5890020366598778,0.6260692464358452,0.7564154786150713
ENSDCDT00000063554,0.8769857433808554,0.6562118126272912,0.7230142566191446,0.8109979633401222,0.8032586558044806,0.7665987780040733,0.8289205702647657,0.8553971486761711,0.8513238289205702,0.7486761710794297,1.0,0.8276985743380856,0.8541751527494909,0.7429735234215886,0.6541751527494908,0.7063136456211813,0.7702647657841141
ENSCHAT00000058738,0.7824847250509165,0.7042769857433808,0.7156822810590632,0.7743380855397148,0.8077393075356415,0.7759674134419552,0.7979633401221996,0.810183299389002,0.8171079429735234,0.8329938900203666,0.8276985743380856,1.0,0.814663951120163,0.74989816700611,0.6610997963340122,0.6920570264765784,0.8590631364562118
ENSSFOT00015022497,0.7625254582484725,0.6570264765784114,0.7099796334012219,0.94989816700611,0.8,0.7665987780040733,0.8317718940936863,0.9006109979633401,0.9307535641547862,0.7295315682281059,0.8541751527494909,0.814663951120163,1.0,0.7413441955193483,0.6517311608961304,0.6896130346232179,0.7409368635437882
ENSIPUT00000026660,0.7189409368635438,0.6012219959266802,0.7665987780040733,0.7014256619144603,0.7922606924643585,0.8492871690427699,0.7763747454175153,0.7462321792260692,0.745010183299389,0.6696537678207739,0.7429735234215886,0.74989816700611,0.7413441955193483,1.0,0.6138492871690427,0.6741344195519349,0.7034623217922606
ENSEEET00000048672,0.6114052953156823,0.9568228105906313,0.605295315682281,0.609775967413442,0.6786150712830957,0.6443991853360489,0.7230142566191446,0.6562118126272912,0.654989816700611,0.5890020366598778,0.6541751527494908,0.6610997963340122,0.6517311608961304,0.6138492871690427,1.0,0.6676171079429736,0.6761710794297352
ENSEEET00000048673,0.7653767820773931,0.6419551934826884,0.7584521384928717,0.6476578411405295,0.7629327902240326,0.6863543788187373,0.7568228105906314,0.6908350305498981,0.6920570264765784,0.6260692464358452,0.7063136456211813,0.6920570264765784,0.6896130346232179,0.6741344195519349,0.6676171079429736,1.0,0.8118126272912424
ENSCHAT00000058794,0.8167006109979633,0.7018329938900204,0.7877800407331975,0.7006109979633401,0.7613034623217922,0.7152749490835031,0.7857433808553972,0.744602851323829,0.745010183299389,0.7564154786150713,0.7702647657841141,0.8590631364562118,0.7409368635437882,0.7034623217922606,0.6761710794297352,0.8118126272912424,1.0
