,ENSARWT00000015348,ENSNMET00000001973,ENSAOWT00000008426,ENSAOWT00000009430,ENSAHAT00000013755,ENSGALT00000073907,ENSDNVT00000003682,ENSMGAT00000012187,ENSCJPT00005006432,ENSCJPT00005006434,ENSAHAT00000002360
ENSARWT00000015348,1.0,0.9304666056724611,0.7053979871912168,0.3577310155535225,0.7049405306495883,0.9332113449222323,0.979871912168344,0.9327538883806038,0.9258920402561757,0.9258920402561757,0.3577310155535225
ENSNMET00000001973,0.9304666056724611,1.0,0.6591948764867338,0.33806038426349505,0.6596523330283623,0.9807868252516011,0.9354986276303752,0.9743824336688015,0.9679780420860018,0.9679780420860018,0.33806038426349505
ENSAOWT00000008426,0.7053979871912168,0.6591948764867338,1.0,0.06541628545288192,0.9986276303751144,0.6614821591948765,0.6935041171088746,0.6628545288197621,0.656907593778591,0.656907593778591,0.06541628545288192
ENSAOWT00000009430,0.3577310155535225,0.33806038426349505,0.06541628545288192,1.0,0.06541628545288192,0.3385178408051235,0.3504117108874657,0.3366880146386093,0.3385178408051235,0.3385178408051235,1.0
ENSAHAT00000013755,0.7049405306495883,0.6596523330283623,0.9986276303751144,0.06541628545288192,1.0,0.6619396157365051,0.6930466605672461,0.6623970722781336,0.6573650503202195,0.6573650503202195,0.06541628545288192
ENSGALT00000073907,0.9332113449222323,0.9807868252516011,0.6614821591948765,0.3385178408051235,0.6619396157365051,1.0,0.9377859103385179,0.9844464775846294,0.9766697163769442,0.9766697163769442,0.3385178408051235
ENSDNVT00000003682,0.979871912168344,0.9354986276303752,0.6935041171088746,0.3504117108874657,0.6930466605672461,0.9377859103385179,1.0,0.9368709972552608,0.9309240622140896,0.9309240622140896,0.3504117108874657
ENSMGAT00000012187,0.9327538883806038,0.9743824336688015,0.6628545288197621,0.3366880146386093,0.6623970722781336,0.9844464775846294,0.9368709972552608,1.0,0.9716376944190301,0.9716376944190301,0.3366880146386093
ENSCJPT00005006432,0.9258920402561757,0.9679780420860018,0.656907593778591,0.3385178408051235,0.6573650503202195,0.9766697163769442,0.9309240622140896,0.9716376944190301,1.0,1.0,0.3385178408051235
ENSCJPT00005006434,0.9258920402561757,0.9679780420860018,0.656907593778591,0.3385178408051235,0.6573650503202195,0.9766697163769442,0.9309240622140896,0.9716376944190301,1.0,1.0,0.3385178408051235
ENSAHAT00000002360,0.3577310155535225,0.33806038426349505,0.06541628545288192,1.0,0.06541628545288192,0.3385178408051235,0.3504117108874657,0.3366880146386093,0.3385178408051235,0.3385178408051235,1.0
