,ENSPPYT00000009277,ENSPTET00000018204,ENST00000438470,ENST00000396542,ENSRBIT00000040992,ENST00000396545,ENSGGOT00000033499,ENSPPAT00000028841,ENSRROT00000063898,ENST00000338784,ENSRROT00000063873,ENSPTET00000018188,ENST00000436057,ENSRROT00000063878,ENSRBIT00000041001,ENSGGOT00000011575,ENST00000483039,ENSRBIT00000041007,ENSPTET00000018201,ENSNLET00000037528,ENSGGOT00000052806,ENSNLET00000056591,ENST00000349228,ENSPTRT00000016018,ENST00000625791,ENSPPAT00000028852,ENST00000380535,ENSRROT00000063883,ENSPPAT00000028858,ENSPTET00000018195,ENSRBIT00000040991,ENSPTRT00000080791,ENSGGOT00000045648,ENSNLET00000012158,ENSPTRT00000099919,ENSNLET00000057498,ENSPTRT00000100508,ENSPPAT00000028844
ENSPPYT00000009277,1.0,0.8618421052631579,0.593421052631579,0.8118421052631579,0.9144736842105263,0.9578947368421052,0.9631578947368421,0.9894736842105263,0.8710526315789474,0.9881578947368421,0.9763157894736842,0.9697368421052631,0.6236842105263158,0.9763157894736842,0.9473684210526315,0.993421052631579,0.4605263157894737,0.8723684210526316,0.9092105263157895,0.881578947368421,0.9315789473684211,0.9236842105263158,0.9263157894736842,0.9894736842105263,0.8776315789473684,0.9276315789473685,0.881578947368421,0.9131578947368421,0.8828947368421053,0.9394736842105263,0.9776315789473684,0.9592105263157895,0.8868421052631579,0.9855263157894737,0.9276315789473685,0.9552631578947368,0.8828947368421053,0.9592105263157895
ENSPTET00000018204,0.8618421052631579,1.0,0.4855263157894737,0.9052631578947369,0.8342105263157895,0.8289473684210527,0.8342105263157895,0.8605263157894737,0.9881578947368421,0.8592105263157894,0.881578947368421,0.8894736842105263,0.5026315789473684,0.881578947368421,0.8526315789473684,0.8644736842105263,0.5644736842105263,0.9894736842105263,0.8394736842105263,0.9697368421052631,0.8157894736842105,0.8157894736842105,0.8105263157894737,0.8605263157894737,0.9697368421052631,0.8118421052631579,0.9657894736842105,0.8328947368421052,0.9671052631578947,0.8592105263157894,0.8828947368421053,0.8302631578947368,0.9710526315789474,0.8631578947368421,0.8118421052631579,0.8328947368421052,0.9671052631578947,0.8302631578947368
ENST00000438470,0.593421052631579,0.4855263157894737,1.0,0.5710526315789474,0.6473684210526316,0.6131578947368421,0.6078947368421053,0.6,0.4842105263157894,0.6013157894736842,0.5842105263157895,0.5815789473684211,0.9052631578947369,0.5842105263157895,0.5960526315789474,0.5960526315789474,0.32499999999999996,0.4842105263157894,0.6447368421052632,0.4881578947368421,0.6592105263157895,0.65,0.6644736842105263,0.6,0.5039473684210526,0.6631578947368421,0.5,0.6473684210526316,0.49868421052631584,0.593421052631579,0.5842105263157895,0.6118421052631579,0.49473684210526314,0.5868421052631579,0.6631578947368421,0.5986842105263158,0.49868421052631584,0.6118421052631579
ENST00000396542,0.8118421052631579,0.9052631578947369,0.5710526315789474,1.0,0.7513157894736842,0.7921052631578948,0.7868421052631579,0.8210526315789474,0.9052631578947369,0.8223684210526315,0.7986842105263158,0.7947368421052632,0.5894736842105263,0.7986842105263158,0.7697368421052632,0.8171052631578948,0.6407894736842106,0.906578947368421,0.7460526315789474,0.9144736842105263,0.7671052631578947,0.7605263157894737,0.7723684210526316,0.8210526315789474,0.9328947368421052,0.7710526315789473,0.9289473684210526,0.75,0.9276315789473685,0.7644736842105263,0.8,0.7907894736842105,0.9236842105263158,0.8078947368421052,0.7710526315789473,0.7776315789473685,0.9276315789473685,0.7907894736842105
ENSRBIT00000040992,0.9144736842105263,0.8342105263157895,0.6473684210526316,0.7513157894736842,1.0,0.881578947368421,0.8868421052631579,0.9131578947368421,0.8342105263157895,0.9118421052631579,0.9355263157894737,0.9315789473684211,0.5526315789473685,0.9355263157894737,0.906578947368421,0.9171052631578948,0.5197368421052632,0.8355263157894737,0.9947368421052631,0.8171052631578948,0.9802631578947368,0.9802631578947368,0.975,0.9131578947368421,0.8157894736842105,0.9763157894736842,0.8118421052631579,0.9986842105263158,0.8131578947368421,0.9013157894736842,0.9368421052631579,0.8828947368421053,0.8171052631578948,0.9171052631578948,0.9763157894736842,0.8868421052631579,0.8131578947368421,0.8828947368421053
ENST00000396545,0.9578947368421052,0.8289473684210527,0.6131578947368421,0.7921052631578948,0.881578947368421,1.0,0.9947368421052631,0.968421052631579,0.8368421052631579,0.9697368421052631,0.9421052631578948,0.9368421052631579,0.6447368421052632,0.9421052631578948,0.9736842105263158,0.9644736842105263,0.4328947368421052,0.8381578947368421,0.8763157894736842,0.8473684210526315,0.9013157894736842,0.8907894736842106,0.906578947368421,0.968421052631579,0.8592105263157894,0.9052631578947369,0.8631578947368421,0.8802631578947369,0.8618421052631579,0.9671052631578947,0.9434210526315789,0.9986842105263158,0.8578947368421053,0.9513157894736842,0.9052631578947369,0.9815789473684211,0.8618421052631579,0.9986842105263158
ENSGGOT00000033499,0.9631578947368421,0.8342105263157895,0.6078947368421053,0.7868421052631579,0.8868421052631579,0.9947368421052631,1.0,0.9657894736842105,0.8421052631578947,0.9644736842105263,0.9473684210526315,0.9421052631578948,0.6394736842105263,0.9473684210526315,0.9789473684210527,0.9697368421052631,0.43157894736842106,0.843421052631579,0.881578947368421,0.8526315789473684,0.906578947368421,0.8960526315789473,0.9013157894736842,0.9657894736842105,0.8539473684210527,0.9026315789473685,0.8578947368421053,0.8855263157894737,0.8592105263157894,0.9723684210526315,0.9486842105263158,0.9960526315789474,0.8631578947368421,0.9565789473684211,0.9026315789473685,0.9868421052631579,0.8592105263157894,0.9960526315789474
ENSPPAT00000028841,0.9894736842105263,0.8605263157894737,0.6,0.8210526315789474,0.9131578947368421,0.968421052631579,0.9657894736842105,1.0,0.868421052631579,0.9986842105263158,0.9736842105263158,0.968421052631579,0.631578947368421,0.9736842105263158,0.9447368421052632,0.9960526315789474,0.4631578947368421,0.8697368421052631,0.9078947368421053,0.8789473684210526,0.9328947368421052,0.9223684210526316,0.9355263157894737,1.0,0.8881578947368421,0.9368421052631579,0.8921052631578947,0.9118421052631579,0.8934210526315789,0.9381578947368421,0.975,0.9697368421052631,0.8894736842105263,0.9828947368421053,0.9368421052631579,0.9526315789473684,0.8934210526315789,0.9697368421052631
ENSRROT00000063898,0.8710526315789474,0.9881578947368421,0.4842105263157894,0.9052631578947369,0.8342105263157895,0.8368421052631579,0.8421052631578947,0.868421052631579,1.0,0.8671052631578947,0.8934210526315789,0.8855263157894737,0.5092105263157894,0.8934210526315789,0.8618421052631579,0.8723684210526316,0.5618421052631579,0.9986842105263158,0.8289473684210527,0.9789473684210527,0.8157894736842105,0.8157894736842105,0.8105263157894737,0.868421052631579,0.9697368421052631,0.8118421052631579,0.9736842105263158,0.8355263157894737,0.975,0.8552631578947368,0.8921052631578947,0.8381578947368421,0.9789473684210527,0.8723684210526316,0.8118421052631579,0.8421052631578947,0.975,0.8381578947368421
ENST00000338784,0.9881578947368421,0.8592105263157894,0.6013157894736842,0.8223684210526315,0.9118421052631579,0.9697368421052631,0.9644736842105263,0.9986842105263158,0.8671052631578947,1.0,0.9723684210526315,0.9671052631578947,0.6328947368421053,0.9723684210526315,0.9434210526315789,0.9947368421052631,0.4631578947368421,0.868421052631579,0.906578947368421,0.8776315789473684,0.9315789473684211,0.9210526315789473,0.9368421052631579,0.9986842105263158,0.8894736842105263,0.9355263157894737,0.8934210526315789,0.9105263157894737,0.8921052631578947,0.9368421052631579,0.9736842105263158,0.968421052631579,0.8881578947368421,0.9815789473684211,0.9355263157894737,0.9513157894736842,0.8921052631578947,0.968421052631579
