	ENSPTRT00000107020	ENSPPAT00000015700	ENSPPAT00000015714	ENSMODT00000062926	ENSMODT00000081845	ENSGGOT00000064764	ENSMODT00000041963	ENSPTRT00000103593	ENSMODT00000011853	ENST00000442687	ENSGGOT00000065765	ENSSHAT00000007634
ENSPTRT00000107020	1.0	0.99967018469657	0.9521767810026384	0.6151055408970977	0.5910290237467019	0.95844327176781	0.5761873350923483	0.9604221635883904	0.283311345646438	0.9970316622691292	0.9973614775725592	0.5468337730870713
ENSPPAT00000015700	0.99967018469657	1.0	0.9525065963060686	0.6151055408970977	0.5910290237467019	0.9581134564643801	0.5761873350923483	0.9600923482849604	0.283311345646438	0.9967018469656992	0.9970316622691292	0.5468337730870713
ENSPPAT00000015714	0.9521767810026384	0.9525065963060686	1.0	0.5837730870712401	0.5728891820580475	0.9897757255936676	0.558047493403694	0.991754617414248	0.3308047493403694	0.949538258575198	0.9501978891820579	0.5267150395778364
ENSMODT00000062926	0.6151055408970977	0.6151055408970977	0.5837730870712401	1.0	0.9739445910290238	0.5897097625329816	0.9591029023746702	0.5890501319261213	0.15402374670184693	0.6160949868073878	0.6157651715039578	0.7143799472295514
ENSMODT00000081845	0.5910290237467019	0.5910290237467019	0.5728891820580475	0.9739445910290238	1.0	0.5656332453825857	0.9482189973614776	0.5649736147757256	0.14313984168865435	0.5920184696569921	0.591688654353562	0.7034960422163589
ENSGGOT00000064764	0.95844327176781	0.9581134564643801	0.9897757255936676	0.5897097625329816	0.5656332453825857	1.0	0.5507915567282322	0.9980211081794196	0.3228891820580475	0.9577836411609498	0.9604221635883904	0.5194591029023746
ENSMODT00000041963	0.5761873350923483	0.5761873350923483	0.558047493403694	0.9591029023746702	0.9482189973614776	0.5507915567282322	1.0	0.5501319261213721	0.16985488126649073	0.5771767810026385	0.5768469656992085	0.7051451187335093
ENSPTRT00000103593	0.9604221635883904	0.9600923482849604	0.991754617414248	0.5890501319261213	0.5649736147757256	0.9980211081794196	0.5501319261213721	1.0	0.3228891820580475	0.9577836411609498	0.95844327176781	0.5187994722955145
ENSMODT00000011853	0.283311345646438	0.283311345646438	0.3308047493403694	0.15402374670184693	0.14313984168865435	0.3228891820580475	0.16985488126649073	0.3228891820580475	1.0	0.2839709762532981	0.283311345646438	0.21240105540897106
ENST00000442687	0.9970316622691292	0.9967018469656992	0.949538258575198	0.6160949868073878	0.5920184696569921	0.9577836411609498	0.5771767810026385	0.9577836411609498	0.2839709762532981	1.0	0.9970316622691292	0.5478232189973615
ENSGGOT00000065765	0.9973614775725592	0.9970316622691292	0.9501978891820579	0.6157651715039578	0.591688654353562	0.9604221635883904	0.5768469656992085	0.95844327176781	0.283311345646438	0.9970316622691292	1.0	0.5474934036939314
ENSSHAT00000007634	0.5468337730870713	0.5468337730870713	0.5267150395778364	0.7143799472295514	0.7034960422163589	0.5194591029023746	0.7051451187335093	0.5187994722955145	0.21240105540897106	0.5478232189973615	0.5474934036939314	1.0
