,ENSCSAVT00000006133,K08E3.4.1,ENSCSAVT00000006136,ENSCSAVT00000006137,ENSCSAVT00000006135,ENSBSLT00000031765,ENSCHAT00000048947,FBtr0075819,YCR088W_mRNA,ENSCSAVT00000006134,ENSCHAT00000048961
ENSCSAVT00000006133,1.0,0.9002811621368323,0.9855670103092784,0.9852389878163074,0.9766166822867853,0.9283505154639176,0.9176663542642924,0.9181349578256794,0.869165885660731,0.9880506091846298,0.9294751640112465
K08E3.4.1,0.9002811621368323,1.0,0.8875820056232427,0.8892689784442361,0.8962043111527648,0.8841611996251172,0.9011715089034676,0.8977507029053421,0.8674320524835989,0.8947985004686035,0.892174320524836
ENSCSAVT00000006136,0.9855670103092784,0.8875820056232427,1.0,0.9800843486410497,0.9675257731958763,0.9146672914714152,0.9087628865979381,0.9056701030927835,0.856232427366448,0.9817713214620432,0.9213214620431115
ENSCSAVT00000006137,0.9852389878163074,0.8892689784442361,0.9800843486410497,1.0,0.9835051546391752,0.9171508903467667,0.9122305529522025,0.9087160262417995,0.8653701968134958,0.9907216494845361,0.9240393626991565
ENSCSAVT00000006135,0.9766166822867853,0.8962043111527648,0.9675257731958763,0.9835051546391752,1.0,0.9231958762886598,0.9193064667291472,0.915651358950328,0.8723055295220243,0.9806935332708528,0.9318650421743205
ENSBSLT00000031765,0.9283505154639176,0.8841611996251172,0.9146672914714152,0.9171508903467667,0.9231958762886598,1.0,0.8908622305529522,0.9095595126522962,0.8454545454545455,0.9188378631677601,0.9018275538894096
ENSCHAT00000048947,0.9176663542642924,0.9011715089034676,0.9087628865979381,0.9122305529522025,0.9193064667291472,0.8908622305529522,1.0,0.8890815370196814,0.8536551077788191,0.9171977507029053,0.9755388940955951
FBtr0075819,0.9181349578256794,0.8977507029053421,0.9056701030927835,0.9087160262417995,0.915651358950328,0.9095595126522962,0.8890815370196814,1.0,0.8584817244611059,0.9126522961574508,0.9
YCR088W_mRNA,0.869165885660731,0.8674320524835989,0.856232427366448,0.8653701968134958,0.8723055295220243,0.8454545454545455,0.8536551077788191,0.8584817244611059,1.0,0.8636832239925023,0.8632146204311153
ENSCSAVT00000006134,0.9880506091846298,0.8947985004686035,0.9817713214620432,0.9907216494845361,0.9806935332708528,0.9188378631677601,0.9171977507029053,0.9126522961574508,0.8636832239925023,1.0,0.9290065604498594
ENSCHAT00000048961,0.9294751640112465,0.892174320524836,0.9213214620431115,0.9240393626991565,0.9318650421743205,0.9018275538894096,0.9755388940955951,0.9,0.8632146204311153,0.9290065604498594,1.0
