	ENSNVIT00000013847	ENSSHAT00000005966	ENSPCIT00000022291	ENSTSYT00000049212	ENSTSYT00000001179	ENSPCIT00000013458	ENSMICT00000045160	ENSVURT00010035963	ENSMICT00000014098	ENSPCOT00000023993	ENSPSMT00000007895
ENSNVIT00000013847	1.0	0.8285714285714286	0.7761904761904762	0.9492063492063492	0.6603174603174603	0.9126984126984128	0.9476190476190476	0.6809523809523811	0.7349206349206351	0.9492063492063492	0.953968253968254
ENSSHAT00000005966	0.8285714285714286	1.0	0.7269841269841271	0.8349206349206351	0.5666666666666667	0.8650793650793651	0.8285714285714286	0.6825396825396826	0.6349206349206349	0.8365079365079365	0.8349206349206351
ENSPCIT00000022291	0.7761904761904762	0.7269841269841271	1.0	0.7888888888888889	0.6571428571428571	0.8317460317460318	0.7841269841269841	0.5873015873015873	0.7190476190476189	0.7857142857142857	0.7857142857142857
ENSTSYT00000049212	0.9492063492063492	0.8349206349206351	0.7888888888888889	1.0	0.692063492063492	0.9206349206349206	0.953968253968254	0.6857142857142857	0.7396825396825397	0.953968253968254	0.9587301587301588
ENSTSYT00000001179	0.6603174603174603	0.5666666666666667	0.6571428571428571	0.692063492063492	1.0	0.6460317460317461	0.6587301587301587	0.4111111111111111	0.7238095238095238	0.6571428571428571	0.6634920634920635
ENSPCIT00000013458	0.9126984126984128	0.8650793650793651	0.8317460317460318	0.9206349206349206	0.6460317460317461	1.0	0.9126984126984128	0.7396825396825397	0.7111111111111111	0.9111111111111112	0.9111111111111112
ENSMICT00000045160	0.9476190476190476	0.8285714285714286	0.7841269841269841	0.953968253968254	0.6587301587301587	0.9126984126984128	1.0	0.6777777777777778	0.7730158730158729	0.9809523809523808	0.9825396825396824
ENSVURT00010035963	0.6809523809523811	0.6825396825396826	0.5873015873015873	0.6857142857142857	0.4111111111111111	0.7396825396825397	0.6777777777777778	1.0	0.4777777777777778	0.6825396825396826	0.6825396825396826
ENSMICT00000014098	0.7349206349206351	0.6349206349206349	0.7190476190476189	0.7396825396825397	0.7238095238095238	0.7111111111111111	0.7730158730158729	0.4777777777777778	1.0	0.7650793650793649	0.7650793650793649
ENSPCOT00000023993	0.9492063492063492	0.8365079365079365	0.7857142857142857	0.953968253968254	0.6571428571428571	0.9111111111111112	0.9809523809523808	0.6825396825396826	0.7650793650793649	1.0	0.9857142857142858
ENSPSMT00000007895	0.953968253968254	0.8349206349206351	0.7857142857142857	0.9587301587301588	0.6634920634920635	0.9111111111111112	0.9825396825396824	0.6825396825396826	0.7650793650793649	0.9857142857142858	1.0
