,ENSCJPT00005009232,ENSNMET00000028788,ENSNPET00000016946,ENSNPET00000016945,ENSGALT00000019399,ENSDNVT00000027540,ENSAOWT00000022296,ENSAHAT00000008202,ENSNMET00000028789,ENSARWT00000018941,ENSDNVT00000027547
ENSCJPT00005009232,1.0,0.8070531009323064,0.10336441021483589,0.10701256586947705,0.8119173084718281,0.7738143494122416,0.7738143494122416,0.775030401297122,0.7798946088366437,0.7742197000405351,0.5946493717065261
ENSNMET00000028788,0.8070531009323064,1.0,0.2642886096473449,0.2659100121605189,0.9752736116740981,0.9408188082691528,0.937576003242805,0.9387920551276855,0.9720308066477503,0.9379813538710985,0.7592217267936765
ENSNPET00000016946,0.10336441021483589,0.2642886096473449,1.0,0.7713822456424807,0.2630725577624645,0.2630725577624645,0.2659100121605189,0.2646939602756384,0.2922578029995946,0.2646939602756384,0.457640859343332
ENSNPET00000016945,0.10701256586947705,0.2659100121605189,0.7713822456424807,1.0,0.2638832590190514,0.2679367653019862,0.2691528171868667,0.2679367653019862,0.2938792055127686,0.2683421159302797,0.46250506688285364
ENSGALT00000019399,0.8119173084718281,0.9752736116740981,0.2630725577624645,0.2638832590190514,1.0,0.9379813538710985,0.9359546007296311,0.9371706526145116,0.9485204702067288,0.9363599513579246,0.7551682205107418
ENSDNVT00000027540,0.7738143494122416,0.9408188082691528,0.2630725577624645,0.2679367653019862,0.9379813538710985,1.0,0.9724361572760438,0.9740575597892177,0.915281718686664,0.9732468585326307,0.8054316984191325
ENSAOWT00000022296,0.7738143494122416,0.937576003242805,0.2659100121605189,0.2691528171868667,0.9359546007296311,0.9724361572760438,1.0,0.9983785974868261,0.9120389136603162,0.9967571949736522,0.781921361978111
ENSAHAT00000008202,0.775030401297122,0.9387920551276855,0.2646939602756384,0.2679367653019862,0.9371706526145116,0.9740575597892177,0.9983785974868261,1.0,0.9132549655451966,0.9975678962302391,0.783542764491285
ENSNMET00000028789,0.7798946088366437,0.9720308066477503,0.2922578029995946,0.2938792055127686,0.9485204702067288,0.915281718686664,0.9120389136603162,0.9132549655451966,1.0,0.9124442642886097,0.7871909201459262
ENSARWT00000018941,0.7742197000405351,0.9379813538710985,0.2646939602756384,0.2683421159302797,0.9363599513579246,0.9732468585326307,0.9967571949736522,0.9975678962302391,0.9124442642886097,1.0,0.7831374138629915
ENSDNVT00000027547,0.5946493717065261,0.7592217267936765,0.457640859343332,0.46250506688285364,0.7551682205107418,0.8054316984191325,0.781921361978111,0.783542764491285,0.7871909201459262,0.7831374138629915,1.0
