	FBtr0332384	ENSMSIT00000039665	FBtr0340209	MGP_SPRETEiJ_T0092648	FBtr0086926	FBtr0086927	FBtr0086928	FBtr0086929	FBtr0299514	FBtr0299513
FBtr0332384	1.0	0.8381397559816194	0.8529551576612264	0.8381397559816194	0.8529551576612264	0.8546981460941214	0.8546981460941214	0.8508160354935826	1.0	0.8882110600538742
ENSMSIT00000039665	0.8381397559816194	1.0	0.8650768499445413	0.9984946918079544	0.8650768499445413	0.8666613848835367	0.8666613848835367	0.8615908730787514	0.8381397559816194	0.8444778957376009
FBtr0340209	0.8529551576612264	0.8650768499445413	1.0	0.8650768499445413	1.0	0.9499286959277452	0.9499286959277452	0.9248138171446679	0.8529551576612264	0.8395658374267153
MGP_SPRETEiJ_T0092648	0.8381397559816194	0.9984946918079544	0.8650768499445413	1.0	0.8650768499445413	0.866899065124386	0.866899065124386	0.8617493265726509	0.8381397559816194	0.8446363492315005
FBtr0086926	0.8529551576612264	0.8650768499445413	1.0	0.8650768499445413	1.0	0.9499286959277452	0.9499286959277452	0.9248138171446679	0.8529551576612264	0.8395658374267153
FBtr0086927	0.8546981460941214	0.8666613848835367	0.9499286959277452	0.866899065124386	0.9499286959277452	1.0	1.0	0.926239898589764	0.8546981460941214	0.8413088258596102
FBtr0086928	0.8546981460941214	0.8666613848835367	0.9499286959277452	0.866899065124386	0.9499286959277452	1.0	1.0	0.926239898589764	0.8546981460941214	0.8413088258596102
FBtr0086929	0.8508160354935826	0.8615908730787514	0.9248138171446679	0.8617493265726509	0.9248138171446679	0.926239898589764	0.926239898589764	1.0	0.8508160354935826	0.839328157185866
FBtr0299514	1.0	0.8381397559816194	0.8529551576612264	0.8381397559816194	0.8529551576612264	0.8546981460941214	0.8546981460941214	0.8508160354935826	1.0	0.8882110600538742
FBtr0299513	0.8882110600538742	0.8444778957376009	0.8395658374267153	0.8446363492315005	0.8395658374267153	0.8413088258596102	0.8413088258596102	0.839328157185866	0.8882110600538742	1.0
