	ENSLCRT00005039099	ENSLCRT00005039097	ENSSPAT00000002330	ENSPRET00000012768	ENSAOCT00000018682	ENSPRNT00000001042	ENSPRNT00000001007	ENSPRNT00000000977	ENSGACT00000001456	ENSPRET00000012774	ENSMMOT00000014758	ENSXMAT00000033632	ENSAPET00000029954	ENSTNIT00000005778	ENSXMAT00000032959	ENSCGOT00000050388
ENSLCRT00005039099	1.0	0.8090185676392573	0.7188328912466844	0.6989389920424404	0.713527851458886	0.583554376657825	0.3580901856763925	0.6816976127320955	0.7360742705570292	0.6989389920424404	0.7082228116710876	0.7029177718832891	0.7015915119363395	0.6896551724137931	0.4496021220159151	0.7082228116710876
ENSLCRT00005039097	0.8090185676392573	1.0	0.5782493368700266	0.5702917771883289	0.5769230769230769	0.4549071618037135	0.5079575596816976	0.5530503978779839	0.6127320954907162	0.5702917771883289	0.5782493368700266	0.5755968169761273	0.5649867374005305	0.5583554376657824	0.4005305039787799	0.5716180371352785
ENSSPAT00000002330	0.7188328912466844	0.5782493368700266	1.0	0.8156498673740054	0.8328912466843501	0.6379310344827587	0.3594164456233422	0.7506631299734748	0.7042440318302388	0.8156498673740054	0.7586206896551724	0.8169761273209549	0.8209549071618037	0.7161803713527851	0.5503978779840849	0.746684350132626
ENSPRET00000012768	0.6989389920424404	0.5702917771883289	0.8156498673740054	1.0	0.8169761273209549	0.6366047745358089	0.35676392572944304	0.7612732095490716	0.7148541114058355	1.0	0.7745358090185677	0.973474801061008	0.8050397877984085	0.7453580901856764	0.6896551724137931	0.7320954907161804
ENSAOCT00000018682	0.713527851458886	0.5769230769230769	0.8328912466843501	0.8169761273209549	1.0	0.6180371352785146	0.3541114058355438	0.7360742705570292	0.6883289124668435	0.8169761273209549	0.7559681697612732	0.8037135278514589	0.9880636604774536	0.7228116710875332	0.5397877984084881	0.73342175066313
ENSPRNT00000001042	0.583554376657825	0.4549071618037135	0.6379310344827587	0.6366047745358089	0.6180371352785146	1.0	0.5238726790450928	0.8063660477453581	0.5968169761273211	0.6366047745358089	0.6405835543766578	0.6352785145888594	0.6061007957559682	0.6286472148541115	0.38196286472148544	0.6339522546419099
ENSPRNT00000001007	0.3580901856763925	0.5079575596816976	0.3594164456233422	0.35676392572944304	0.3541114058355438	0.5238726790450928	1.0	0.4442970822281167	0.38063660477453576	0.35676392572944304	0.3580901856763925	0.35676392572944304	0.3421750663129973	0.3687002652519894	0.1816976127320955	0.36074270557029176
ENSPRNT00000000977	0.6816976127320955	0.5530503978779839	0.7506631299734748	0.7612732095490716	0.7360742705570292	0.8063660477453581	0.4442970822281167	1.0	0.6923076923076923	0.7612732095490716	0.7519893899204244	0.7559681697612732	0.7241379310344828	0.7374005305039788	0.5026525198938993	0.7347480106100795
ENSGACT00000001456	0.7360742705570292	0.6127320954907162	0.7042440318302388	0.7148541114058355	0.6883289124668435	0.5968169761273211	0.38063660477453576	0.6923076923076923	1.0	0.7148541114058355	0.6896551724137931	0.7188328912466844	0.6763925729442971	0.7055702917771883	0.4509283819628647	0.7175066312997348
ENSPRET00000012774	0.6989389920424404	0.5702917771883289	0.8156498673740054	1.0	0.8169761273209549	0.6366047745358089	0.35676392572944304	0.7612732095490716	0.7148541114058355	1.0	0.7745358090185677	0.973474801061008	0.8050397877984085	0.7453580901856764	0.6896551724137931	0.7320954907161804
ENSMMOT00000014758	0.7082228116710876	0.5782493368700266	0.7586206896551724	0.7745358090185677	0.7559681697612732	0.6405835543766578	0.3580901856763925	0.7519893899204244	0.6896551724137931	0.7745358090185677	1.0	0.76657824933687	0.7440318302387268	0.7586206896551724	0.5	0.7679045092838196
ENSXMAT00000033632	0.7029177718832891	0.5755968169761273	0.8169761273209549	0.973474801061008	0.8037135278514589	0.6352785145888594	0.35676392572944304	0.7559681697612732	0.7188328912466844	0.973474801061008	0.76657824933687	1.0	0.7917771883289124	0.7413793103448276	0.713527851458886	0.7374005305039788
ENSAPET00000029954	0.7015915119363395	0.5649867374005305	0.8209549071618037	0.8050397877984085	0.9880636604774536	0.6061007957559682	0.3421750663129973	0.7241379310344828	0.6763925729442971	0.8050397877984085	0.7440318302387268	0.7917771883289124	1.0	0.7108753315649867	0.5278514588859416	0.7214854111405835
ENSTNIT00000005778	0.6896551724137931	0.5583554376657824	0.7161803713527851	0.7453580901856764	0.7228116710875332	0.6286472148541115	0.3687002652519894	0.7374005305039788	0.7055702917771883	0.7453580901856764	0.7586206896551724	0.7413793103448276	0.7108753315649867	1.0	0.4827586206896553	0.7267904509283821
ENSXMAT00000032959	0.4496021220159151	0.4005305039787799	0.5503978779840849	0.6896551724137931	0.5397877984084881	0.38196286472148544	0.1816976127320955	0.5026525198938993	0.4509283819628647	0.6896551724137931	0.5	0.713527851458886	0.5278514588859416	0.4827586206896553	1.0	0.4827586206896553
ENSCGOT00000050388	0.7082228116710876	0.5716180371352785	0.746684350132626	0.7320954907161804	0.73342175066313	0.6339522546419099	0.36074270557029176	0.7347480106100795	0.7175066312997348	0.7320954907161804	0.7679045092838196	0.7374005305039788	0.7214854111405835	0.7267904509283821	0.4827586206896553	1.0
