,ENSMEUT00000002911,ENSOANT00000041995,ENSPCIT00000054886,ENSVURT00010007092,ENSOANT00000041852,ENSPCIT00000057264,ENSVURT00010007122,ENSVURT00010007074,ENSSDAT00000004774,ENSPCIT00000052472,ENSPCIT00000024643,ENSMODT00000053642,ENSMODT00000055482,ENSVURT00010007144,ENSMODT00000012772,ENSPCAT00000015592,ENSSDAT00000004789,ENSMODT00000058826,ENSPCIT00000059225,ENSSDAT00000004809,ENSETET00000007842,ENSVURT00010007163
ENSMEUT00000002911,1.0,0.5490280777537797,0.41987041036717065,0.43110151187904966,0.5267818574514039,0.4818574514038877,0.4276457883369331,0.4611231101511879,0.3153347732181426,0.42505399568034563,0.4572354211663068,0.4777537796976241,0.4796976241900648,0.48747300215982725,0.4531317494600432,0.5190064794816415,0.33995680345572354,0.49654427645788335,0.4382289416846652,0.29956803455723535,0.5870410367170626,0.5183585313174947
ENSOANT00000041995,0.5490280777537797,1.0,0.4196544276457883,0.483585313174946,0.8682505399568035,0.4766738660907127,0.4887688984881209,0.45248380129589627,0.4239740820734341,0.4883369330453564,0.4520518358531318,0.4764578833693305,0.47840172786177104,0.5600431965442765,0.45183585313174945,0.5773218142548596,0.44859611231101515,0.4952483801295897,0.4237580993520518,0.45183585313174945,0.5688984881209503,0.5781857451403888
ENSPCIT00000054886,0.41987041036717065,0.4196544276457883,1.0,0.9032397408207343,0.41252699784017277,0.9269978401727862,0.8993520518358531,0.9334773218142549,0.6773218142548596,0.9153347732181425,0.9516198704103672,0.8777537796976241,0.875377969762419,0.8295896328293737,0.9006479481641468,0.6745140388768899,0.6568034557235422,0.8684665226781857,0.9133909287257019,0.7002159827213823,0.660475161987041,0.7319654427645789
ENSVURT00010007092,0.43110151187904966,0.483585313174946,0.9032397408207343,1.0,0.4447084233261339,0.9272138228941684,0.9326133909287257,0.9688984881209504,0.6974082073434126,0.9166306695464362,0.9507559395248381,0.8982721382289417,0.8952483801295896,0.8613390928725702,0.920950323974082,0.7414686825053995,0.6771058315334774,0.8870410367170626,0.9133909287257019,0.7187904967602592,0.6704103671706263,0.6818574514038876
ENSOANT00000041852,0.5267818574514039,0.8682505399568035,0.41252699784017277,0.4447084233261339,1.0,0.4382289416846652,0.4498920086393088,0.41360691144708417,0.3120950323974082,0.4498920086393088,0.41360691144708417,0.4386609071274299,0.44060475161987034,0.4483801295896328,0.41403887688984886,0.5382289416846652,0.33671706263498913,0.457451403887689,0.45183585313174945,0.33995680345572354,0.5287257019438445,0.5710583153347732
ENSPCIT00000057264,0.4818574514038877,0.4766738660907127,0.9269978401727862,0.9272138228941684,0.4382289416846652,1.0,0.9233261339092873,0.957451403887689,0.6991360691144708,0.9390928725701944,0.975377969762419,0.9481641468682506,0.8982721382289417,0.8535637149028078,0.9235421166306695,0.6876889848812096,0.7237580993520518,0.8913606911447084,0.9371490280777538,0.7207343412526998,0.673866090712743,0.6799136069114471
ENSVURT00010007122,0.4276457883369331,0.4887688984881209,0.8993520518358531,0.9326133909287257,0.4498920086393088,0.9233261339092873,1.0,0.9637149028077754,0.6913606911447084,0.9831533477321814,0.9468682505399568,0.8946004319654428,0.8915766738660907,0.8561555075593953,0.9172786177105832,0.6792656587473002,0.6710583153347732,0.8833693304535637,0.9095032397408207,0.712742980561555,0.6665226781857452,0.6766738660907128
ENSVURT00010007074,0.4611231101511879,0.45248380129589627,0.9334773218142549,0.9688984881209504,0.41360691144708417,0.957451403887689,0.9637149028077754,1.0,0.7220302375809935,0.9468682505399568,0.9809935205183585,0.927645788336933,0.9246220302375809,0.8924406047516199,0.9503239740820735,0.7103671706263499,0.7017278617710583,0.916414686825054,0.9436285097192224,0.7434125269978402,0.6954643628509719,0.7129589632829374
ENSSDAT00000004774,0.3153347732181426,0.4239740820734341,0.6773218142548596,0.6974082073434126,0.3120950323974082,0.6991360691144708,0.6913606911447084,0.7220302375809935,1.0,0.6902807775377969,0.7196544276457884,0.6978401727861772,0.6961123110151188,0.7079913606911447,0.7185745140388768,0.6520518358531318,0.975377969762419,0.6971922246220302,0.6900647948164147,0.8667386609071275,0.6330453563714903,0.6207343412526998
ENSPCIT00000052472,0.42505399568034563,0.4883369330453564,0.9153347732181425,0.9166306695464362,0.4498920086393088,0.9390928725701944,0.9831533477321814,0.9468682505399568,0.6902807775377969,1.0,0.9637149028077754,0.8909287257019438,0.8885529157667387,0.8429805615550756,0.9138228941684665,0.6784017278617711,0.6697624190064795,0.8816414686825054,0.9254859611231101,0.7118790496760259,0.6641468682505399,0.6693304535637149
