	ENSPMAT00000000853	ENSTNIT00000016247	ENSCSET00000007097	ENSGWIT00000037566	ENSEBUT00000017972	ENSLCRT00005043435	ENSLCRT00005043432	ENSLCRT00005043438	ENSCGOT00000025503	ENSGWIT00000037564	ENSGWIT00000037565	ENSCGOT00000025505	ENSGWIT00000037567	ENSGWIT00000032081	ENSGWIT00000032083	ENSTRUT00000019696	ENSMMOT00000004821	ENSTRUT00000053019	ENSLCRT00005043440	ENSCSET00000007102
ENSPMAT00000000853	1.0	0.9467916366258112	0.9537130497476568	0.9560201874549388	0.9558759913482336	0.9550108147080028	0.9157894736842104	0.9460706560922856	0.9558759913482336	0.9446286950252344	0.9426099495313628	0.9371304974765682	0.949098774333093	0.9561643835616438	0.9527036770007209	0.9414563806777216	0.9493871665465032	0.9561643835616438	0.943042537851478	0.9388608507570296
ENSTNIT00000016247	0.9467916366258112	1.0	0.9723143475126172	0.9759192501802452	0.947945205479452	0.9775054073540016	0.9486661860129776	0.9643835616438357	0.9773612112472964	0.9630857966834896	0.9625090122566692	0.964960346070656	0.9625090122566692	0.9751982696467196	0.9669790915645278	0.96986301369863	0.9635183850036048	0.9844268204758472	0.9728911319394375	0.9563085796683488
ENSCSET00000007097	0.9537130497476568	0.9723143475126172	1.0	0.9832732516222062	0.9534246575342464	0.9863013698630136	0.944051910598414	0.9728911319394375	0.9850036049026676	0.9723143475126172	0.9717375630857968	0.9633741888968996	0.9702956020187457	0.9825522710886806	0.9743330930064888	0.9609228550829128	0.9727469358327324	0.98168709444845	0.9724585436193224	0.9811103100216294
ENSGWIT00000037566	0.9560201874549388	0.9759192501802452	0.9832732516222062	1.0	0.955155010814708	0.9886085075702956	0.9459264599855804	0.9749098774333091	0.9875991348233598	0.984282624369142	0.986589762076424	0.9664023071377073	0.9835616438356164	0.9989906272530642	0.9883201153568854	0.9643835616438357	0.9744772891131941	0.985580389329488	0.974765681326604	0.9652487382840664
ENSEBUT00000017972	0.9558759913482336	0.947945205479452	0.9534246575342464	0.955155010814708	1.0	0.9545782263878876	0.916222062004326	0.9465032444124007	0.9548666186012976	0.9444844989185291	0.941744772891132	0.9362653208363374	0.9483777937995674	0.9545782263878876	0.9508291276135544	0.940735400144196	0.9475126171593368	0.9550108147080028	0.9433309300648882	0.9375630857966836
ENSLCRT00005043435	0.9550108147080028	0.9775054073540016	0.9863013698630136	0.9886085075702956	0.9545782263878876	1.0	0.9555875991348234	0.9848594087959625	0.9936553713049748	0.9736121124729632	0.9751982696467196	0.9724585436193224	0.9750540735400144	0.98788752703677	0.9792357606344628	0.9659697188175921	0.978226387887527	0.9875991348233598	0.9852919971160778	0.9684210526315791
ENSLCRT00005043432	0.9157894736842104	0.9486661860129776	0.944051910598414	0.9459264599855804	0.916222062004326	0.9555875991348234	1.0	0.9404470079307858	0.950396539293439	0.930930064888248	0.9325162220620044	0.9534246575342464	0.9323720259552992	0.9452054794520548	0.9365537130497475	0.932083633741889	0.9352559480894016	0.9452054794520548	0.9659697188175921	0.9261715933669792
ENSLCRT00005043438	0.9460706560922856	0.9643835616438357	0.9728911319394375	0.9749098774333091	0.9465032444124007	0.9848594087959625	0.9404470079307858	1.0	0.9792357606344628	0.9599134823359771	0.9614996395097332	0.9580389329488104	0.9726027397260274	0.9741888968997836	0.9767844268204758	0.9707281903388608	0.9776496034607064	0.9746214852198992	0.9701514059120404	0.9550108147080028
ENSCGOT00000025503	0.9558759913482336	0.9773612112472964	0.9850036049026676	0.9875991348233598	0.9548666186012976	0.9936553713049748	0.950396539293439	0.9792357606344628	1.0	0.9727469358327324	0.9741888968997836	0.9779379956741168	0.9737563085796684	0.9868781542898342	0.9779379956741168	0.9659697188175921	0.9776496034607064	0.9875991348233598	0.9798125450612832	0.9671232876712328
ENSGWIT00000037564	0.9446286950252344	0.9630857966834896	0.9723143475126172	0.984282624369142	0.9444844989185291	0.9736121124729632	0.930930064888248	0.9599134823359771	0.9727469358327324	1.0	0.9850036049026676	0.95155010814708	0.9678442682047584	0.9832732516222062	0.9726027397260274	0.949242970439798	0.9596250901225668	0.9704397981254506	0.9597692862292718	0.9746214852198992
ENSGWIT00000037565	0.9426099495313628	0.9625090122566692	0.9717375630857968	0.986589762076424	0.941744772891132	0.9751982696467196	0.9325162220620044	0.9614996395097332	0.9741888968997836	0.9850036049026676	1.0	0.9529920692141312	0.9701514059120404	0.985580389329488	0.9749098774333091	0.9509733237202596	0.961067051189618	0.972170151405912	0.961355443403028	0.9616438356164384
ENSCGOT00000025505	0.9371304974765682	0.964960346070656	0.9633741888968996	0.9664023071377073	0.9362653208363374	0.9724585436193224	0.9534246575342464	0.9580389329488104	0.9779379956741168	0.95155010814708	0.9529920692141312	1.0	0.952559480894016	0.9656813266041816	0.9567411679884644	0.9535688536409516	0.956452775775054	0.9665465032444124	0.9828406633020907	0.9454938716654652
ENSGWIT00000037567	0.949098774333093	0.9625090122566692	0.9702956020187457	0.9835616438356164	0.9483777937995674	0.9750540735400144	0.9323720259552992	0.9726027397260274	0.9737563085796684	0.9678442682047584	0.9701514059120404	0.952559480894016	1.0	0.9825522710886806	0.9920692141312184	0.966113914924297	0.9808219178082191	0.972170151405912	0.961211247296323	0.9522710886806056
ENSGWIT00000032081	0.9561643835616438	0.9751982696467196	0.9825522710886806	0.9989906272530642	0.9545782263878876	0.98788752703677	0.9452054794520548	0.9741888968997836	0.9868781542898342	0.9832732516222062	0.985580389329488	0.9656813266041816	0.9825522710886806	1.0	0.9893294881038212	0.9636625811103101	0.9737563085796684	0.9848594087959625	0.9740447007930786	0.9645277577505408
ENSGWIT00000032083	0.9527036770007209	0.9669790915645278	0.9743330930064888	0.9883201153568854	0.9508291276135544	0.9792357606344628	0.9365537130497475	0.9767844268204758	0.9779379956741168	0.9726027397260274	0.9749098774333091	0.9567411679884644	0.9920692141312184	0.9893294881038212	1.0	0.9705839942321556	0.9832732516222062	0.9766402307137708	0.9653929343907716	0.9563085796683488
ENSTRUT00000019696	0.9414563806777216	0.96986301369863	0.9609228550829128	0.9643835616438357	0.940735400144196	0.9659697188175921	0.932083633741889	0.9707281903388608	0.9659697188175921	0.949242970439798	0.9509733237202596	0.9535688536409516	0.966113914924297	0.9636625811103101	0.9705839942321556	1.0	0.9694304253785148	0.9757750540735399	0.961067051189618	0.9428983417447728
ENSMMOT00000004821	0.9493871665465032	0.9635183850036048	0.9727469358327324	0.9744772891131941	0.9475126171593368	0.978226387887527	0.9352559480894016	0.9776496034607064	0.9776496034607064	0.9596250901225668	0.961067051189618	0.956452775775054	0.9808219178082191	0.9737563085796684	0.9832732516222062	0.9694304253785148	1.0	0.9744772891131941	0.9643835616438357	0.9547224224945926
ENSTRUT00000053019	0.9561643835616438	0.9844268204758472	0.98168709444845	0.985580389329488	0.9550108147080028	0.9875991348233598	0.9452054794520548	0.9746214852198992	0.9875991348233598	0.9704397981254506	0.972170151405912	0.9665465032444124	0.972170151405912	0.9848594087959625	0.9766402307137708	0.9757750540735399	0.9744772891131941	1.0	0.9741888968997836	0.9636625811103101
ENSLCRT00005043440	0.943042537851478	0.9728911319394375	0.9724585436193224	0.974765681326604	0.9433309300648882	0.9852919971160778	0.9659697188175921	0.9701514059120404	0.9798125450612832	0.9597692862292718	0.961355443403028	0.9828406633020907	0.961211247296323	0.9740447007930786	0.9653929343907716	0.961067051189618	0.9643835616438357	0.9741888968997836	1.0	0.9545782263878876
ENSCSET00000007102	0.9388608507570296	0.9563085796683488	0.9811103100216294	0.9652487382840664	0.9375630857966836	0.9684210526315791	0.9261715933669792	0.9550108147080028	0.9671232876712328	0.9746214852198992	0.9616438356164384	0.9454938716654652	0.9522710886806056	0.9645277577505408	0.9563085796683488	0.9428983417447728	0.9547224224945926	0.9636625811103101	0.9545782263878876	1.0
