,FBtr0335029,FBtr0078961,FBtr0078962,FBtr0335028,FBtr0310613,FBtr0335031,FBtr0335030,FBtr0335033,FBtr0335032,R148.5b.1,R148.5a.1,FBtr0300769
FBtr0335029,1.0,0.24117366412213737,0.24117366412213737,0.9899809160305344,1.0,0.9899809160305344,0.9899809160305344,0.9849713740458015,0.9856870229007634,0.2965171755725191,0.2800572519083969,1.0
FBtr0078961,0.24117366412213737,1.0,1.0,0.2511927480916031,0.24117366412213737,0.2511927480916031,0.2511927480916031,0.2562022900763359,0.24689885496183206,0.5016698473282443,0.4852099236641221,0.24117366412213737
FBtr0078962,0.24117366412213737,1.0,1.0,0.2511927480916031,0.24117366412213737,0.2511927480916031,0.2511927480916031,0.2562022900763359,0.24689885496183206,0.5016698473282443,0.4852099236641221,0.24117366412213737
FBtr0335028,0.9899809160305344,0.2511927480916031,0.2511927480916031,1.0,0.9899809160305344,1.0,1.0,0.9949904580152672,0.995706106870229,0.3065362595419847,0.29007633587786263,0.9899809160305344
FBtr0310613,1.0,0.24117366412213737,0.24117366412213737,0.9899809160305344,1.0,0.9899809160305344,0.9899809160305344,0.9849713740458015,0.9856870229007634,0.2965171755725191,0.2800572519083969,1.0
FBtr0335031,0.9899809160305344,0.2511927480916031,0.2511927480916031,1.0,0.9899809160305344,1.0,1.0,0.9949904580152672,0.995706106870229,0.3065362595419847,0.29007633587786263,0.9899809160305344
FBtr0335030,0.9899809160305344,0.2511927480916031,0.2511927480916031,1.0,0.9899809160305344,1.0,1.0,0.9949904580152672,0.995706106870229,0.3065362595419847,0.29007633587786263,0.9899809160305344
FBtr0335033,0.9849713740458015,0.2562022900763359,0.2562022900763359,0.9949904580152672,0.9849713740458015,0.9949904580152672,0.9949904580152672,1.0,0.9906965648854962,0.3115458015267176,0.29508587786259544,0.9849713740458015
FBtr0335032,0.9856870229007634,0.24689885496183206,0.24689885496183206,0.995706106870229,0.9856870229007634,0.995706106870229,0.995706106870229,0.9906965648854962,1.0,0.3022423664122138,0.2857824427480916,0.9856870229007634
R148.5b.1,0.2965171755725191,0.5016698473282443,0.5016698473282443,0.3065362595419847,0.2965171755725191,0.3065362595419847,0.3065362595419847,0.3115458015267176,0.3022423664122138,1.0,0.9706583969465649,0.2965171755725191
R148.5a.1,0.2800572519083969,0.4852099236641221,0.4852099236641221,0.29007633587786263,0.2800572519083969,0.29007633587786263,0.29007633587786263,0.29508587786259544,0.2857824427480916,0.9706583969465649,1.0,0.2800572519083969
FBtr0300769,1.0,0.24117366412213737,0.24117366412213737,0.9899809160305344,1.0,0.9899809160305344,0.9899809160305344,0.9849713740458015,0.9856870229007634,0.2965171755725191,0.2800572519083969,1.0
