,ENSPTET00000027665,ENSPPYT00000007934,ENSSHAT00000010559,ENSTGET00000003923,ENSVURT00010007102,ENST00000267984,ENSCSAT00000019819,ENSCJAT00000015284,ENSCCAT00000003888,ENSMMUT00000082018,ENSMODT00000036941
ENSPTET00000027665,1.0,0.8134715025906736,0.8763878608438194,0.9881569207994079,0.8682457438934122,0.9837157660991858,0.9896373056994818,0.9607698001480385,0.9637305699481865,0.9874167283493709,0.8638045891931903
ENSPPYT00000007934,0.8134715025906736,1.0,0.7239082161361954,0.8156920799407846,0.7179866765358993,0.8267949666913398,0.8171724648408586,0.8001480384900074,0.8038490007401925,0.8164322723908216,0.7135455218356773
ENSSHAT00000010559,0.8763878608438194,0.7239082161361954,1.0,0.8741672834937083,0.9555884529977794,0.8800888230940045,0.8763878608438194,0.8615840118430792,0.8689859363434493,0.8741672834937083,0.9370836417468542
ENSTGET00000003923,0.9881569207994079,0.8156920799407846,0.8741672834937083,1.0,0.8652849740932642,0.9851961509992598,0.9955588452997779,0.9607698001480385,0.9637305699481865,0.9955588452997779,0.8601036269430051
ENSVURT00010007102,0.8682457438934122,0.7179866765358993,0.9555884529977794,0.8652849740932642,1.0,0.8712065136935603,0.8675055514433753,0.8578830495928942,0.8667653589933383,0.8652849740932642,0.9563286454478165
ENST00000267984,0.9837157660991858,0.8267949666913398,0.8800888230940045,0.9851961509992598,0.8712065136935603,1.0,0.9866765358993338,0.9666913397483345,0.9726128793486306,0.9844559585492227,0.8682457438934122
ENSCSAT00000019819,0.9896373056994818,0.8171724648408586,0.8763878608438194,0.9955588452997779,0.8675055514433753,0.9866765358993338,1.0,0.9607698001480385,0.9637305699481865,0.9948186528497409,0.8623242042931162
ENSCJAT00000015284,0.9607698001480385,0.8001480384900074,0.8615840118430792,0.9607698001480385,0.8578830495928942,0.9666913397483345,0.9607698001480385,1.0,0.9844559585492227,0.9600296076980015,0.8527017024426351
ENSCCAT00000003888,0.9637305699481865,0.8038490007401925,0.8689859363434493,0.9637305699481865,0.8667653589933383,0.9726128793486306,0.9637305699481865,0.9844559585492227,1.0,0.9629903774981495,0.8601036269430051
ENSMMUT00000082018,0.9874167283493709,0.8164322723908216,0.8741672834937083,0.9955588452997779,0.8652849740932642,0.9844559585492227,0.9948186528497409,0.9600296076980015,0.9629903774981495,1.0,0.8601036269430051
ENSMODT00000036941,0.8638045891931903,0.7135455218356773,0.9370836417468542,0.8601036269430051,0.9563286454478165,0.8682457438934122,0.8623242042931162,0.8527017024426351,0.8601036269430051,0.8601036269430051,1.0
