,ENST00000564973,ENSCATT00000052981,ENSPTET00000045730,ENSPPAT00000060179,ENSTGET00000039076,FBtr0076091,FBtr0076090,ENSPTRT00000014113,FBtr0086151,FBtr0086150,FBtr0086153,FBtr0086152,ENSGGOT00000032357,ENSCSAT00000008579,ENST00000565223,FBtr0302359,ENSNLET00000012023,ENST00000568562,FBtr0080120,FBtr0087070,ENSPANT00000012425,ENST00000330398,ENSMNET00000049441
ENST00000564973,1.0,0.9786552828175027,0.9785028205519134,0.9800274432078061,0.9786552828175027,0.9614270468059155,0.9603598109467907,0.9800274432078061,0.965695990242415,0.965695990242415,0.965695990242415,0.965695990242415,0.9800274432078061,0.978807745083092,1.0,0.9603598109467907,0.9786552828175027,0.9544137825888093,0.9441988107943284,0.9597499618844336,0.9785028205519134,0.9803323677389846,0.9785028205519134
ENSCATT00000052981,0.9786552828175027,1.0,0.9989327641408752,0.9978655282817502,1.0,0.9704223204756822,0.9733191035218783,0.9978655282817502,0.9801799054733953,0.9801799054733953,0.9801799054733953,0.9801799054733953,0.9978655282817502,0.9995426132032322,0.9786552828175027,0.9733191035218783,0.9984753773441073,0.9573105656350054,0.955938405244702,0.9695075468821467,0.9998475377344107,0.9980179905473395,0.9998475377344107
ENSPTET00000045730,0.9785028205519134,0.9989327641408752,1.0,0.997713066016161,0.9989327641408752,0.9707272450068608,0.9733191035218783,0.997713066016161,0.9800274432078061,0.9800274432078061,0.9800274432078061,0.9800274432078061,0.997713066016161,0.9992376886720536,0.9785028205519134,0.9733191035218783,0.9986278396096966,0.9570056411038268,0.955938405244702,0.9692026223509681,0.9987803018752859,0.9978655282817502,0.9987803018752859
ENSPPAT00000060179,0.9800274432078061,0.9978655282817502,0.997713066016161,1.0,0.9978655282817502,0.9717944808659856,0.9724043299283427,0.9996950754688214,0.9795700564110382,0.9795700564110382,0.9795700564110382,0.9795700564110382,0.9993901509376429,0.9980179905473395,0.9800274432078061,0.9724043299283427,0.9981704528129288,0.9576154901661839,0.9554810184479341,0.9687452355542003,0.9980179905473395,0.9995426132032322,0.997713066016161
ENSTGET00000039076,0.9786552828175027,1.0,0.9989327641408752,0.9978655282817502,1.0,0.9704223204756822,0.9733191035218783,0.9978655282817502,0.9801799054733953,0.9801799054733953,0.9801799054733953,0.9801799054733953,0.9978655282817502,0.9995426132032322,0.9786552828175027,0.9733191035218783,0.9984753773441073,0.9573105656350054,0.955938405244702,0.9695075468821467,0.9998475377344107,0.9980179905473395,0.9998475377344107
FBtr0076091,0.9614270468059155,0.9704223204756822,0.9707272450068608,0.9717944808659856,0.9704223204756822,1.0,0.9739289525842354,0.9716420186003965,0.9717944808659856,0.9717944808659856,0.9717944808659856,0.9717944808659856,0.9716420186003965,0.9704223204756822,0.9614270468059155,0.9739289525842354,0.9704223204756822,0.9461808202469889,0.9544137825888093,0.969660009147736,0.9704223204756822,0.9716420186003965,0.9704223204756822
FBtr0076090,0.9603598109467907,0.9733191035218783,0.9733191035218783,0.9724043299283427,0.9733191035218783,0.9739289525842354,1.0,0.972556792193932,0.9762158865680745,0.9762158865680745,0.9762158865680745,0.9762158865680745,0.972556792193932,0.9733191035218783,0.9603598109467907,1.0,0.9730141789906998,0.9480103674340601,0.9562433297758804,0.9711846318036286,0.9733191035218783,0.9722518676627535,0.9733191035218783
ENSPTRT00000014113,0.9800274432078061,0.9978655282817502,0.997713066016161,0.9996950754688214,0.9978655282817502,0.9716420186003965,0.972556792193932,1.0,0.979417594145449,0.979417594145449,0.979417594145449,0.979417594145449,0.9993901509376429,0.9980179905473395,0.9800274432078061,0.972556792193932,0.9981704528129288,0.9576154901661839,0.9551760939167556,0.9688976978197896,0.997713066016161,0.9995426132032322,0.997713066016161
FBtr0086151,0.965695990242415,0.9801799054733953,0.9800274432078061,0.9795700564110382,0.9801799054733953,0.9717944808659856,0.9762158865680745,0.979417594145449,1.0,1.0,1.0,1.0,0.9798749809422168,0.9801799054733953,0.965695990242415,0.9762158865680745,0.9801799054733953,0.9499923768867206,0.958835188290898,0.9708797072724501,0.9801799054733953,0.9795700564110382,0.9801799054733953
FBtr0086150,0.965695990242415,0.9801799054733953,0.9800274432078061,0.9795700564110382,0.9801799054733953,0.9717944808659856,0.9762158865680745,0.979417594145449,1.0,1.0,1.0,1.0,0.9798749809422168,0.9801799054733953,0.965695990242415,0.9762158865680745,0.9801799054733953,0.9499923768867206,0.958835188290898,0.9708797072724501,0.9801799054733953,0.9795700564110382,0.9801799054733953
