,ENSEBUT00000002089,FBtr0089621,ENSCINT00000036895,C18D11.4a.1,C18D11.4a.2,FBtr0089620,FBtr0089618,C18D11.4b.1,FBtr0089617,FBtr0089616,FBtr0089615,FBtr0089619
ENSEBUT00000002089,1.0,0.3868887694787748,0.38581407845244486,0.36163353036002155,0.36163353036002155,0.3868887694787748,0.4948952176249328,0.3922622246104245,0.3868887694787748,0.5239118753358409,0.4481461579795809,0.4481461579795809
FBtr0089621,0.3868887694787748,1.0,0.4680279419666846,0.44277270284793124,0.44277270284793124,1.0,0.783987103707684,0.5051047823750672,1.0,0.8629768941429339,0.9365932294465341,0.9365932294465341
ENSCINT00000036895,0.38581407845244486,0.4680279419666846,1.0,0.3739924771628157,0.3739924771628157,0.4680279419666846,0.5163890381515315,0.41805480924234284,0.4680279419666846,0.5185384202041913,0.5292853304674906,0.5292853304674906
C18D11.4a.1,0.36163353036002155,0.44277270284793124,0.3739924771628157,1.0,1.0,0.44277270284793124,0.4331004836109619,0.7340139709833423,0.44277270284793124,0.5276732939279957,0.45190757657173564,0.45190757657173564
C18D11.4a.2,0.36163353036002155,0.44277270284793124,0.3739924771628157,1.0,1.0,0.44277270284793124,0.4331004836109619,0.7340139709833423,0.44277270284793124,0.5276732939279957,0.45190757657173564,0.45190757657173564
FBtr0089620,0.3868887694787748,1.0,0.4680279419666846,0.44277270284793124,0.44277270284793124,1.0,0.783987103707684,0.5051047823750672,1.0,0.8629768941429339,0.9365932294465341,0.9365932294465341
FBtr0089618,0.4948952176249328,0.783987103707684,0.5163890381515315,0.4331004836109619,0.4331004836109619,0.783987103707684,1.0,0.5470177324019344,0.783987103707684,0.646963997850618,0.7205803331542182,0.7205803331542182
C18D11.4b.1,0.3922622246104245,0.5051047823750672,0.41805480924234284,0.7340139709833423,0.7340139709833423,0.5051047823750672,0.5470177324019344,1.0,0.5051047823750672,0.6421278882321333,0.5663621708758731,0.5663621708758731
FBtr0089617,0.3868887694787748,1.0,0.4680279419666846,0.44277270284793124,0.44277270284793124,1.0,0.783987103707684,0.5051047823750672,1.0,0.8629768941429339,0.9365932294465341,0.9365932294465341
FBtr0089616,0.5239118753358409,0.8629768941429339,0.5185384202041913,0.5276732939279957,0.5276732939279957,0.8629768941429339,0.646963997850618,0.6421278882321333,0.8629768941429339,1.0,0.92423428264374,0.92423428264374
FBtr0089615,0.4481461579795809,0.9365932294465341,0.5292853304674906,0.45190757657173564,0.45190757657173564,0.9365932294465341,0.7205803331542182,0.5663621708758731,0.9365932294465341,0.92423428264374,1.0,1.0
FBtr0089619,0.4481461579795809,0.9365932294465341,0.5292853304674906,0.45190757657173564,0.45190757657173564,0.9365932294465341,0.7205803331542182,0.5663621708758731,0.9365932294465341,0.92423428264374,1.0,1.0
