	C34E11.3c.1	ENSCJAT00000007778	ENSPMET00000021487	ENSPLAT00000028877	C34E11.3b.1	C34E11.3d.1	ENSPMET00000032322	C34E11.3e.1	C34E11.3f.1	ENSPMET00000021495	ENSEEUT00000013953	ENSPLAT00000017722	C34E11.3g.1	ENSPMET00000032318	C34E11.3a.1
C34E11.3c.1	1.0	0.5700191833379008	0.6478487256782679	0.6629213483146067	0.4972595231570294	0.9823239243628392	0.6734721841600438	0.5095916689503973	0.4993148807892573	0.6488078925733077	0.5719375171279802	0.6629213483146067	0.4919155933132364	0.6488078925733077	0.5149355987941902
ENSCJAT00000007778	0.5700191833379008	1.0	0.7988489997259524	0.7811729240887915	0.10400109619073716	0.5876952589750617	0.7748698273499589	0.09386133187174572	0.1041381200328857	0.7881611400383667	0.8732529460126062	0.7811729240887915	0.1115374075089065	0.7881611400383667	0.08632502055357638
ENSPMET00000021487	0.6478487256782679	0.7988489997259524	1.0	0.9736914223074816	0.20635790627569195	0.6655248013154289	0.9646478487256782	0.18333790079473825	0.1936146889558783	0.9893121403124144	0.8006303096738833	0.9736914223074816	0.2010139764318991	0.9893121403124144	0.1886818306385312
ENSPLAT00000028877	0.6629213483146067	0.7811729240887915	0.9736914223074816	1.0	0.2212935050698821	0.6805974239517676	0.9878048780487804	0.19827349958892848	0.20855028775006845	0.9843792819950672	0.7825431625102768	1.0	0.21594957522608935	0.9843792819950672	0.20361742943272126
C34E11.3b.1	0.4972595231570294	0.10400109619073716	0.20635790627569195	0.2212935050698821	1.0	0.5149355987941902	0.23198136475746775	0.9380652233488628	0.9483420115100027	0.20731707317073167	0.11551109893121406	0.2212935050698821	0.9557412989860236	0.20731707317073167	0.9823239243628392
C34E11.3d.1	0.9823239243628392	0.5876952589750617	0.6655248013154289	0.6805974239517676	0.5149355987941902	1.0	0.6911482597972047	0.4919155933132364	0.5021923814743765	0.6664839682104686	0.5896135927651411	0.6805974239517676	0.5095916689503973	0.6664839682104686	0.4972595231570294
ENSPMET00000032322	0.6734721841600438	0.7748698273499589	0.9646478487256782	0.9878048780487804	0.23198136475746775	0.6911482597972047	1.0	0.20896135927651405	0.21923814743765413	0.975335708413264	0.7762400657714442	0.9878048780487804	0.2266374349136749	0.975335708413264	0.214305289120307
C34E11.3e.1	0.5095916689503973	0.09386133187174572	0.18333790079473825	0.19827349958892848	0.9380652233488628	0.4919155933132364	0.20896135927651405	1.0	0.98972321183886	0.18429706768977805	0.10509728692792543	0.19827349958892848	0.9823239243628392	0.18429706768977805	0.9557412989860236
C34E11.3f.1	0.4993148807892573	0.1041381200328857	0.1936146889558783	0.20855028775006845	0.9483420115100027	0.5021923814743765	0.21923814743765413	0.98972321183886	1.0	0.194573855850918	0.1153740750890655	0.20855028775006845	0.9926007125239792	0.194573855850918	0.9454645108248836
ENSPMET00000021495	0.6488078925733077	0.7881611400383667	0.9893121403124144	0.9843792819950672	0.20731707317073167	0.6664839682104686	0.975335708413264	0.18429706768977805	0.194573855850918	1.0	0.7899424499862976	0.9843792819950672	0.20197314332693891	1.0	0.1896409975335709
ENSEEUT00000013953	0.5719375171279802	0.8732529460126062	0.8006303096738833	0.7825431625102768	0.11551109893121406	0.5896135927651411	0.7762400657714442	0.10509728692792543	0.1153740750890655	0.7899424499862976	1.0	0.7825431625102768	0.12277336256508632	0.7899424499862976	0.09783502329405314
ENSPLAT00000017722	0.6629213483146067	0.7811729240887915	0.9736914223074816	1.0	0.2212935050698821	0.6805974239517676	0.9878048780487804	0.19827349958892848	0.20855028775006845	0.9843792819950672	0.7825431625102768	1.0	0.21594957522608935	0.9843792819950672	0.20361742943272126
C34E11.3g.1	0.4919155933132364	0.1115374075089065	0.2010139764318991	0.21594957522608935	0.9557412989860236	0.5095916689503973	0.2266374349136749	0.9823239243628392	0.9926007125239792	0.20197314332693891	0.12277336256508632	0.21594957522608935	1.0	0.20197314332693891	0.9380652233488628
ENSPMET00000032318	0.6488078925733077	0.7881611400383667	0.9893121403124144	0.9843792819950672	0.20731707317073167	0.6664839682104686	0.975335708413264	0.18429706768977805	0.194573855850918	1.0	0.7899424499862976	0.9843792819950672	0.20197314332693891	1.0	0.1896409975335709
C34E11.3a.1	0.5149355987941902	0.08632502055357638	0.1886818306385312	0.20361742943272126	0.9823239243628392	0.4972595231570294	0.214305289120307	0.9557412989860236	0.9454645108248836	0.1896409975335709	0.09783502329405314	0.20361742943272126	0.9380652233488628	0.1896409975335709	1.0
