,ENSPMGT00000020288,ENSPFOT00000013575,ENSGAFT00000025692,ENSHCOT00000026685,ENSPLAT00000018651,ENSFHET00000019664,ENSPMET00000017038,ENSCVAT00000004829,ENSPRET00000029231,ENSPRET00000029222,ENSPMET00000030917,ENSPMET00000030913,ENSPLAT00000018628,ENSFHET00000019677,ENSXMAT00000031907
ENSPMGT00000020288,1.0,0.6912280701754386,0.6891228070175439,0.7417543859649123,0.783859649122807,0.7873684210526316,0.7242105263157895,0.8084210526315789,0.4168421052631579,0.8126315789473684,0.7845614035087719,0.7536842105263157,0.7824561403508772,0.7824561403508772,0.7859649122807018
ENSPFOT00000013575,0.6912280701754386,1.0,0.9747368421052631,0.7543859649122807,0.9059649122807018,0.7852631578947369,0.8210526315789474,0.8035087719298246,0.26596491228070174,0.8273684210526315,0.903859649122807,0.791578947368421,0.8821052631578947,0.8610526315789474,0.8926315789473684
ENSGAFT00000025692,0.6891228070175439,0.9747368421052631,1.0,0.7501754385964913,0.8835087719298246,0.7845614035087719,0.8014035087719298,0.8021052631578948,0.2666666666666666,0.8084210526315789,0.8842105263157894,0.7726315789473684,0.8596491228070176,0.8610526315789474,0.8898245614035087
ENSHCOT00000026685,0.7417543859649123,0.7543859649122807,0.7501754385964913,1.0,0.8456140350877193,0.7810526315789473,0.7621052631578947,0.8021052631578948,0.33403508771929824,0.7782456140350877,0.8442105263157895,0.7389473684210527,0.8224561403508772,0.8498245614035088,0.8505263157894737
ENSPLAT00000018651,0.783859649122807,0.9059649122807018,0.8835087719298246,0.8456140350877193,1.0,0.8778947368421053,0.9122807017543859,0.896140350877193,0.35859649122807014,0.92,0.9950877192982456,0.8842105263157894,0.976140350877193,0.952280701754386,0.983859649122807
ENSFHET00000019664,0.7873684210526316,0.7852631578947369,0.7845614035087719,0.7810526315789473,0.8778947368421053,1.0,0.8392982456140351,0.9024561403508772,0.35017543859649125,0.8842105263157894,0.8771929824561403,0.8687719298245614,0.8989473684210526,0.9235087719298246,0.8807017543859649
ENSPMET00000017038,0.7242105263157895,0.8210526315789474,0.8014035087719298,0.7621052631578947,0.9122807017543859,0.8392982456140351,1.0,0.8378947368421052,0.2863157894736842,0.8568421052631578,0.9171929824561403,0.9705263157894737,0.9333333333333333,0.8701754385964913,0.9017543859649123
ENSCVAT00000004829,0.8084210526315789,0.8035087719298246,0.8021052631578948,0.8021052631578948,0.896140350877193,0.9024561403508772,0.8378947368421052,1.0,0.37754385964912274,0.9003508771929825,0.8947368421052632,0.8673684210526316,0.8982456140350877,0.8940350877192983,0.8982456140350877
ENSPRET00000029231,0.4168421052631579,0.26596491228070174,0.2666666666666666,0.33403508771929824,0.35859649122807014,0.35017543859649125,0.2863157894736842,0.37754385964912274,1.0,0.4224561403508772,0.35789473684210527,0.3157894736842105,0.3459649122807018,0.3564912280701754,0.35859649122807014
ENSPRET00000029222,0.8126315789473684,0.8273684210526315,0.8084210526315789,0.7782456140350877,0.92,0.8842105263157894,0.8568421052631578,0.9003508771929825,0.4224561403508772,1.0,0.9178947368421052,0.8863157894736842,0.9178947368421052,0.88,0.9087719298245615
ENSPMET00000030917,0.7845614035087719,0.903859649122807,0.8842105263157894,0.8442105263157895,0.9950877192982456,0.8771929824561403,0.9171929824561403,0.8947368421052632,0.35789473684210527,0.9178947368421052,1.0,0.887719298245614,0.9712280701754386,0.9529824561403509,0.984561403508772
ENSPMET00000030913,0.7536842105263157,0.791578947368421,0.7726315789473684,0.7389473684210527,0.8842105263157894,0.8687719298245614,0.9705263157894737,0.8673684210526316,0.3157894736842105,0.8863157894736842,0.887719298245614,1.0,0.9052631578947369,0.8414035087719298,0.8729824561403509
ENSPLAT00000018628,0.7824561403508772,0.8821052631578947,0.8596491228070176,0.8224561403508772,0.976140350877193,0.8989473684210526,0.9333333333333333,0.8982456140350877,0.3459649122807018,0.9178947368421052,0.9712280701754386,0.9052631578947369,1.0,0.9284210526315789,0.96
ENSFHET00000019677,0.7824561403508772,0.8610526315789474,0.8610526315789474,0.8498245614035088,0.952280701754386,0.9235087719298246,0.8701754385964913,0.8940350877192983,0.3564912280701754,0.88,0.9529824561403509,0.8414035087719298,0.9284210526315789,1.0,0.9571929824561404
ENSXMAT00000031907,0.7859649122807018,0.8926315789473684,0.8898245614035087,0.8505263157894737,0.983859649122807,0.8807017543859649,0.9017543859649123,0.8982456140350877,0.35859649122807014,0.9087719298245615,0.984561403508772,0.8729824561403509,0.96,0.9571929824561404,1.0
