,ENSVURT00010001305,ENSMODT00000014776,ENSVURT00010027382,ENSSHAT00000010491,ENSPCIT00000011176,ENSEEUT00000015053,ENSPCIT00000019615,ENSPCAT00000015536,ENSTBET00000010206,ENSMODT00000060757
ENSVURT00010001305,1.0,0.26923076923076916,0.9991258741258742,0.2727272727272727,0.6381118881118881,0.2631118881118881,0.2805944055944056,0.2622377622377623,0.2648601398601398,0.2797202797202798
ENSMODT00000014776,0.26923076923076916,1.0,0.26923076923076916,0.9694055944055944,0.4545454545454546,0.8531468531468531,0.9519230769230769,0.7403846153846154,0.9082167832167832,0.9895104895104895
ENSVURT00010027382,0.9991258741258742,0.26923076923076916,1.0,0.2727272727272727,0.6381118881118881,0.2631118881118881,0.2805944055944056,0.2622377622377623,0.2648601398601398,0.2797202797202798
ENSSHAT00000010491,0.2727272727272727,0.9694055944055944,0.2727272727272727,1.0,0.45629370629370625,0.8548951048951049,0.9545454545454546,0.7421328671328671,0.9073426573426573,0.958916083916084
ENSPCIT00000011176,0.6381118881118881,0.4545454545454546,0.6381118881118881,0.45629370629370625,1.0,0.43618881118881125,0.4597902097902098,0.27622377622377625,0.4396853146853147,0.4597902097902098
ENSEEUT00000015053,0.2631118881118881,0.8531468531468531,0.2631118881118881,0.8548951048951049,0.43618881118881125,1.0,0.833041958041958,0.7159090909090909,0.8951048951048951,0.8444055944055944
ENSPCIT00000019615,0.2805944055944056,0.9519230769230769,0.2805944055944056,0.9545454545454546,0.4597902097902098,0.833041958041958,1.0,0.7290209790209791,0.888986013986014,0.9571678321678322
ENSPCAT00000015536,0.2622377622377623,0.7403846153846154,0.2622377622377623,0.7421328671328671,0.27622377622377625,0.7159090909090909,0.7290209790209791,1.0,0.7727272727272727,0.7316433566433567
ENSTBET00000010206,0.2648601398601398,0.9082167832167832,0.2648601398601398,0.9073426573426573,0.4396853146853147,0.8951048951048951,0.888986013986014,0.7727272727272727,1.0,0.8994755244755245
ENSMODT00000060757,0.2797202797202798,0.9895104895104895,0.2797202797202798,0.958916083916084,0.4597902097902098,0.8444055944055944,0.9571678321678322,0.7316433566433567,0.8994755244755245,1.0
