,ENSNVIT00000019561,ENSNVIT00000019547,ENSVURT00010003713,ENSEBUT00000021062,ENSSHAT00000016800,ENSETET00000004803,ENSPCIT00000042791,ENSPCIT00000042792,ENSPCIT00000042793,ENSPCIT00000042799,ENSUAMT00000007953,ENSSHAT00000016799,ENSEBUT00000021090,ENSMODT00000085109,ENSMODT00000031070,ENSNVIT00000019570,ENSUMAT00000034653,ENSAMET00000001367,ENSPCAT00000016949
ENSNVIT00000019561,1.0,0.9005563282336578,0.829798331015299,0.6587273991655076,0.7762517385257302,0.5314673157162726,0.7905076495132128,0.7463490959666204,0.8291029207232267,0.9207232267037552,0.9810500695410292,0.8273643949930459,0.6863699582753825,0.808240611961057,0.8299721835883171,0.8144993045897079,0.980702364394993,0.8510083449235049,0.7147079276773296
ENSNVIT00000019547,0.9005563282336578,1.0,0.885952712100139,0.5731919332406119,0.8357093184979137,0.5246870653685675,0.8484005563282336,0.8042420027816412,0.8869958275382476,0.825452016689847,0.8821279554937413,0.8826495132127955,0.6008344923504868,0.8590055632823366,0.8807371349095967,0.91394297635605,0.8817802503477051,0.9304589707927677,0.7400904033379694
ENSVURT00010003713,0.829798331015299,0.885952712100139,1.0,0.5763212795549374,0.9083796940194715,0.5074756606397774,0.9441933240611962,0.8939499304589708,0.98278859527121,0.8949930458970793,0.8289290681502086,0.9631432545201669,0.6053546592489569,0.9297635605006954,0.9567107093184979,0.8207579972183588,0.8291029207232267,0.8423157162726008,0.7126216968011126
ENSEBUT00000021062,0.6587273991655076,0.5731919332406119,0.5763212795549374,1.0,0.5297287899860917,0.3021557719054242,0.5377260083449235,0.5079972183588317,0.5763212795549374,0.6582058414464534,0.6601182197496523,0.575452016689847,0.9601877607788595,0.5723226703755215,0.5773643949930459,0.5455493741307371,0.6599443671766342,0.5288595271210014,0.44697496522948543
ENSSHAT00000016800,0.7762517385257302,0.8357093184979137,0.9083796940194715,0.5297287899860917,1.0,0.45340751043115435,0.8683936022253129,0.8195410292072323,0.9069888734353269,0.8285813630041725,0.7767732962447844,0.9447148817802503,0.5571974965229486,0.8699582753824756,0.8970792767732962,0.7734700973574409,0.7769471488178025,0.8077190542420027,0.6606397774687065
ENSETET00000004803,0.5314673157162726,0.5246870653685675,0.5074756606397774,0.3021557719054242,0.45340751043115435,1.0,0.4697496522948539,0.46349095966620313,0.5083449235048678,0.5149513212795549,0.5330319888734353,0.5053894297635605,0.3294506258692629,0.4827885952712101,0.5055632823365785,0.5286856745479833,0.5326842837273992,0.5205146036161336,0.5594575799721836
ENSPCIT00000042791,0.7905076495132128,0.8484005563282336,0.9441933240611962,0.5377260083449235,0.8683936022253129,0.4697496522948539,1.0,0.9478442280945758,0.9614047287899861,0.8687413073713491,0.7905076495132128,0.9229833101529903,0.566759388038943,0.8899513212795549,0.9165507649513213,0.7837273991655076,0.7906815020862309,0.8047635605006954,0.6728094575799722
ENSPCIT00000042792,0.7463490959666204,0.8042420027816412,0.8939499304589708,0.5079972183588317,0.8195410292072323,0.46349095966620313,0.9478442280945758,1.0,0.9092489568845619,0.8165855354659249,0.7458275382475661,0.8741307371349096,0.5370305980528511,0.8414464534075105,0.8680458970792768,0.7395688456189151,0.7460013908205841,0.7599095966620306,0.6648122392211405
ENSPCIT00000042793,0.8291029207232267,0.8869958275382476,0.98278859527121,0.5763212795549374,0.9069888734353269,0.5083449235048678,0.9614047287899861,0.9092489568845619,1.0,0.907336578581363,0.8291029207232267,0.9615785813630042,0.6053546592489569,0.9285465924895688,0.9551460361613352,0.8223226703755215,0.8292767732962448,0.8433588317107094,0.7114047287899861
ENSPCIT00000042799,0.9207232267037552,0.825452016689847,0.8949930458970793,0.6582058414464534,0.8285813630041725,0.5149513212795549,0.8687413073713491,0.8165855354659249,0.907336578581363,1.0,0.9205493741307371,0.8803894297635605,0.6872392211404729,0.8518776077885952,0.8784770514603616,0.760778859527121,0.9207232267037552,0.7917246175243393,0.6934979137691237
