,FBtr0079913,FBtr0300594,FBtr0301834,FBtr0301835,FBtr0079916,FBtr0079915,FBtr0079914,FBtr0331284,FBtr0079912,FBtr0343798,FBtr0303898,FBtr0074680,FBtr0080594,FBtr0309867
FBtr0079913,1.0,0.4094892716832881,0.6527651858567544,0.6518585675430644,0.9338168631006346,0.986400725294651,0.986400725294651,0.9338168631006346,0.9601087941976428,0.6527651858567544,0.9338168631006346,0.6527651858567544,0.4094892716832881,0.4094892716832881
FBtr0300594,0.4094892716832881,1.0,0.505288606829858,0.5040797824116047,0.46660622544575403,0.42308854638863713,0.42308854638863713,0.46660622544575403,0.4403142943487459,0.505288606829858,0.46660622544575403,0.505288606829858,1.0,1.0
FBtr0301834,0.6527651858567544,0.505288606829858,1.0,0.9927470534904805,0.7107887579329103,0.641885766092475,0.6663644605621033,0.6863100634632819,0.6600181323662738,1.0,0.7107887579329103,1.0,0.505288606829858,0.505288606829858
FBtr0301835,0.6518585675430644,0.5040797824116047,0.9927470534904805,1.0,0.7098821396192203,0.6409791477787852,0.6654578422484134,0.6854034451495921,0.6591115140525838,0.9927470534904805,0.7098821396192203,0.9927470534904805,0.5040797824116047,0.5040797824116047
FBtr0079916,0.9338168631006346,0.46660622544575403,0.7107887579329103,0.7098821396192203,1.0,0.9202175883952856,0.9474161378059837,0.9728014505893019,0.9465095194922938,0.7107887579329103,1.0,0.7107887579329103,0.46660622544575403,0.46660622544575403
FBtr0079915,0.986400725294651,0.42308854638863713,0.641885766092475,0.6409791477787852,0.9202175883952856,1.0,0.9728014505893019,0.9474161378059837,0.9737080689029919,0.641885766092475,0.9202175883952856,0.641885766092475,0.42308854638863713,0.42308854638863713
FBtr0079914,0.986400725294651,0.42308854638863713,0.6663644605621033,0.6654578422484134,0.9474161378059837,0.9728014505893019,1.0,0.9202175883952856,0.9465095194922938,0.6663644605621033,0.9474161378059837,0.6663644605621033,0.42308854638863713,0.42308854638863713
FBtr0331284,0.9338168631006346,0.46660622544575403,0.6863100634632819,0.6854034451495921,0.9728014505893019,0.9474161378059837,0.9202175883952856,1.0,0.9737080689029919,0.6863100634632819,0.9728014505893019,0.6863100634632819,0.46660622544575403,0.46660622544575403
FBtr0079912,0.9601087941976428,0.4403142943487459,0.6600181323662738,0.6591115140525838,0.9465095194922938,0.9737080689029919,0.9465095194922938,0.9737080689029919,1.0,0.6600181323662738,0.9465095194922938,0.6600181323662738,0.4403142943487459,0.4403142943487459
FBtr0343798,0.6527651858567544,0.505288606829858,1.0,0.9927470534904805,0.7107887579329103,0.641885766092475,0.6663644605621033,0.6863100634632819,0.6600181323662738,1.0,0.7107887579329103,1.0,0.505288606829858,0.505288606829858
FBtr0303898,0.9338168631006346,0.46660622544575403,0.7107887579329103,0.7098821396192203,1.0,0.9202175883952856,0.9474161378059837,0.9728014505893019,0.9465095194922938,0.7107887579329103,1.0,0.7107887579329103,0.46660622544575403,0.46660622544575403
FBtr0074680,0.6527651858567544,0.505288606829858,1.0,0.9927470534904805,0.7107887579329103,0.641885766092475,0.6663644605621033,0.6863100634632819,0.6600181323662738,1.0,0.7107887579329103,1.0,0.505288606829858,0.505288606829858
FBtr0080594,0.4094892716832881,1.0,0.505288606829858,0.5040797824116047,0.46660622544575403,0.42308854638863713,0.42308854638863713,0.46660622544575403,0.4403142943487459,0.505288606829858,0.46660622544575403,0.505288606829858,1.0,1.0
FBtr0309867,0.4094892716832881,1.0,0.505288606829858,0.5040797824116047,0.46660622544575403,0.42308854638863713,0.42308854638863713,0.46660622544575403,0.4403142943487459,0.505288606829858,0.46660622544575403,0.505288606829858,1.0,1.0
