,ENSCHAT00000049422,ENSXETT00000010784,ENSCHAT00000049539,ENSXETT00000010541,ENSEBUT00000009194,ENSCHAT00000049548,ENSLACT00000002923,ENSXETT00000010566,ENSCHAT00000049528,ENSDCDT00000026355,ENSPMAT00000003774,ENSAMXT00000030348,ENSXETT00000010740
ENSCHAT00000049422,1.0,0.6854496333461984,0.9282130451563103,0.3747587803936704,0.8324971053647241,0.655345426476264,0.8649170204554226,0.8394442300270166,0.9058278656889232,0.895021227325357,0.8502508683905828,0.9158626013122346,0.8614434581242764
ENSXETT00000010784,0.6854496333461984,1.0,0.7043612504824392,0.520648398301814,0.6719413353917406,0.4168274797375531,0.7298340409108452,0.8243921265920494,0.6831339251254342,0.6758008490930143,0.6742570436125048,0.713624083365496,0.8216904670011579
ENSCHAT00000049539,0.9282130451563103,0.7043612504824392,1.0,0.3353917406406792,0.8193747587803937,0.6483983018139714,0.8533384793516017,0.8537244307217291,0.9313006561173293,0.8842145889617908,0.8406020841373987,0.9031262060980316,0.8502508683905828
ENSXETT00000010541,0.3747587803936704,0.520648398301814,0.3353917406406792,1.0,0.34002315708220765,0.1651871864145118,0.34233886530297175,0.35044384407564655,0.31918178309532996,0.3157082207641837,0.3353917406406792,0.34233886530297175,0.34233886530297175
ENSEBUT00000009194,0.8324971053647241,0.6719413353917406,0.8193747587803937,0.34002315708220765,1.0,0.5611732921651872,0.8502508683905828,0.8209185642609031,0.798533384793516,0.8205326128907757,0.8710922423774604,0.8541103820918564,0.8463913546893091
ENSCHAT00000049548,0.655345426476264,0.4168274797375531,0.6483983018139714,0.1651871864145118,0.5611732921651872,1.0,0.5962948668467773,0.5661906599768429,0.6260131223465843,0.6186800463141644,0.5754534928598997,0.6399073716711694,0.592821304515631
ENSLACT00000002923,0.8649170204554226,0.7298340409108452,0.8533384793516017,0.34233886530297175,0.8502508683905828,0.5962948668467773,1.0,0.8788112697800077,0.8321111539945967,0.8537244307217291,0.8533384793516017,0.8938633732149749,0.9038981088382864
ENSXETT00000010566,0.8394442300270166,0.8243921265920494,0.8537244307217291,0.35044384407564655,0.8209185642609031,0.5661906599768429,0.8788112697800077,1.0,0.8324971053647241,0.8251640293323041,0.8232342724816674,0.8629872636047858,0.970281744500193
ENSCHAT00000049528,0.9058278656889232,0.6831339251254342,0.9313006561173293,0.31918178309532996,0.798533384793516,0.6260131223465843,0.8321111539945967,0.8324971053647241,1.0,0.8973369355461212,0.819760710150521,0.8815129293708993,0.8290235430335777
ENSDCDT00000026355,0.895021227325357,0.6758008490930143,0.8842145889617908,0.3157082207641837,0.8205326128907757,0.6186800463141644,0.8537244307217291,0.8251640293323041,0.8973369355461212,1.0,0.8444615978386724,0.9042840602084138,0.8521806252412196
ENSPMAT00000003774,0.8502508683905828,0.6742570436125048,0.8406020841373987,0.3353917406406792,0.8710922423774604,0.5754534928598997,0.8533384793516017,0.8232342724816674,0.819760710150521,0.8444615978386724,1.0,0.8629872636047858,0.8502508683905828
ENSAMXT00000030348,0.9158626013122346,0.713624083365496,0.9031262060980316,0.34233886530297175,0.8541103820918564,0.6399073716711694,0.8938633732149749,0.8629872636047858,0.8815129293708993,0.9042840602084138,0.8629872636047858,1.0,0.8903898108838286
ENSXETT00000010740,0.8614434581242764,0.8216904670011579,0.8502508683905828,0.34233886530297175,0.8463913546893091,0.592821304515631,0.9038981088382864,0.970281744500193,0.8290235430335777,0.8521806252412196,0.8502508683905828,0.8903898108838286,1.0
