,ENSSMRT00000029056,ENSSMRT00000029054,ENSSMRT00000029055,ENSSCAT00000006523,ENSDNVT00000017153,ENSSPUT00000005405,ENSNSUT00000021068,ENSSCAT00000006514,ENSAHAT00000007309,ENSPVIT00000022859,ENSDNVT00000017179,ENSPVIT00000022874,ENSZALT00000019004,ENSZALT00000019003,ENSSPUT00000005435,ENSPVIT00000022868,ENSNSUT00000021069
ENSSMRT00000029056,1.0,0.9662633783154956,0.9909260120986505,0.7791996277338297,0.8201489064681247,0.8006049325267567,0.8306188925081434,0.8040949278734295,0.7906002791996277,0.8804094927873429,0.8201489064681247,0.842717543043276,0.7696603071195905,0.8036295951605398,0.2857142857142857,0.819683573755235,0.7815262912982782
ENSSMRT00000029054,0.9662633783154956,1.0,0.9753373662168451,0.747557003257329,0.788506281991624,0.7817589576547231,0.8117729176361098,0.7724523033969288,0.7717543043275942,0.8650535132619823,0.788506281991624,0.8273615635179153,0.7380176826430898,0.7719869706840391,0.26686831084225227,0.7866449511400652,0.7626803164262448
ENSSMRT00000029055,0.9909260120986505,0.9753373662168451,1.0,0.7701256398324802,0.8110749185667753,0.7915309446254072,0.8215449046067939,0.79502093997208,0.7815262912982782,0.8890181479758027,0.8110749185667753,0.8513261982317357,0.760586319218241,0.7945556072591903,0.2766402978129363,0.8106095858538855,0.7724523033969288
ENSSCAT00000006523,0.7791996277338297,0.747557003257329,0.7701256398324802,1.0,0.8806421591437879,0.7733829688227082,0.7312703583061889,0.9692880409492788,0.849232201023732,0.7778036295951606,0.8806421591437879,0.7463936714751047,0.8890181479758027,0.9308980921358772,0.31549557933922756,0.7233597021870638,0.6849697533736622
ENSDNVT00000017153,0.8201489064681247,0.788506281991624,0.8110749185667753,0.8806421591437879,1.0,0.8140995812005584,0.7729176361098186,0.9076314564913913,0.9383434155421126,0.8175895765472313,1.0,0.7833876221498371,0.8731968357375524,0.9136807817589576,0.28804094927873436,0.7603536528617962,0.7256863657515124
ENSSPUT00000005405,0.8006049325267567,0.7817589576547231,0.7915309446254072,0.7733829688227082,0.8140995812005584,1.0,0.8038622615169846,0.798510935318753,0.8310842252210331,0.8013029315960912,0.8140995812005584,0.7666356444858073,0.762214983713355,0.7971149371800837,0.3143322475570032,0.7436016751977664,0.7177757096323871
ENSNSUT00000021068,0.8306188925081434,0.8117729176361098,0.8215449046067939,0.7312703583061889,0.7729176361098186,0.8038622615169846,1.0,0.7575616565844578,0.7831549557933922,0.8292228943694742,0.7729176361098186,0.7910656119125175,0.7240577012563983,0.7570963238715682,0.25314099581200566,0.7680316426244765,0.9039087947882736
ENSSCAT00000006514,0.8040949278734295,0.7724523033969288,0.79502093997208,0.9692880409492788,0.9076314564913913,0.798510935318753,0.7575616565844578,1.0,0.8766868310842252,0.801535597952536,0.9076314564913913,0.7701256398324802,0.9178687761749651,0.9597487203350396,0.28478362028850635,0.7470916705444393,0.7112610516519311
ENSAHAT00000007309,0.7906002791996277,0.7717543043275942,0.7815262912982782,0.849232201023732,0.9383434155421126,0.8310842252210331,0.7831549557933922,0.8766868310842252,1.0,0.7861796184271754,0.9383434155421126,0.7515123313168915,0.8413215449046068,0.8818054909260121,0.2780362959516054,0.7284783620288506,0.7096323871568171
ENSPVIT00000022859,0.8804094927873429,0.8650535132619823,0.8890181479758027,0.7778036295951606,0.8175895765472313,0.8013029315960912,0.8292228943694742,0.801535597952536,0.7861796184271754,1.0,0.8175895765472313,0.9576547231270358,0.7696603071195905,0.8038622615169846,0.2808282922289437,0.9164727780362959,0.7787342950209399
