,MGP_CAROLIEiJ_T0031716,ENSMSIT00000017277,ENSNLET00000050075,ENSGGOT00000050215,ENST00000333437,ENSMUST00000155694,ENSPPAT00000007379,ENSPPYT00000010244,ENSMUGT00000026055,MGP_PahariEiJ_T0038438,ENSPTET00000041991,ENSPTRT00000080800,ENSMUST00000039146,ENSMUST00000039088,ENSMMUT00000074668,MGP_SPRETEiJ_T0033178,MGP_SPRETEiJ_T0033177,MGP_SPRETEiJ_T0033176,ENSMUGT00000026044,ENSOGAT00000030662,ENSCSAT00000019137,ENSRNOT00000054927,ENSMSIT00000017285,ENSRNOT00000054928,ENSTGET00000017947,ENSPSMT00000019748
MGP_CAROLIEiJ_T0031716,1.0,0.7299158377964805,0.4751338944146901,0.46901300688599845,0.47360367253251723,0.3083397092578424,0.47360367253251723,0.4743687834736037,0.8033664881407804,0.9655700076511095,0.4751338944146901,0.4743687834736037,0.9885233358837031,0.7314460596786534,0.476664116296863,0.3083397092578424,0.7352716143840857,0.9885233358837031,0.6228003060443764,0.46748278500382556,0.47589900535577656,0.918133129303749,0.9869931140015302,0.7077276205049732,0.47589900535577656,0.6503442999234889
ENSMSIT00000017277,0.7299158377964805,1.0,0.42004590665646524,0.4162203519510329,0.42157612853863813,0.2280030604437644,0.4208110175975517,0.42157612853863813,0.6694720734506503,0.7322111706197398,0.4223412394797246,0.42157612853863813,0.7322111706197398,0.9885233358837031,0.423106350420811,0.2264728385615914,0.9892884468247896,0.730680948737567,0.5983167559296098,0.42004590665646524,0.423106350420811,0.7375669472073451,0.7329762815608263,0.8026013771996939,0.423106350420811,0.5592960979342004
ENSNLET00000050075,0.4751338944146901,0.42004590665646524,1.0,0.9854628921193573,0.991583779648049,0.6472838561591431,0.9923488905891354,0.9892884468247896,0.4881407804131599,0.47589900535577656,0.9808722264728386,0.991583779648049,0.47360367253251723,0.4192807957153788,0.9877582249426167,0.6480489671002295,0.423106350420811,0.476664116296863,0.3542463657230299,0.9326702371843917,0.9869931140015302,0.4896710022953328,0.47360367253251723,0.4162203519510329,0.9877582249426167,0.4934965570007651
ENSGGOT00000050215,0.46901300688599845,0.4162203519510329,0.9854628921193573,1.0,0.9923488905891354,0.6472838561591431,0.9931140015302219,0.9839326702371843,0.48431522570772767,0.468247895944912,0.9747513389441469,0.9923488905891354,0.46748278500382556,0.41545524100994646,0.9824024483550114,0.6480489671002295,0.4192807957153788,0.47054322876817145,0.3542463657230299,0.9265493496557001,0.9824024483550114,0.48584544758990056,0.46748278500382556,0.4162203519510329,0.9839326702371843,0.4896710022953328
ENST00000333437,0.47360367253251723,0.42157612853863813,0.991583779648049,0.9923488905891354,1.0,0.6480489671002295,0.9992348890589136,0.991583779648049,0.48890589135424634,0.4743687834736037,0.9793420045906657,0.9984697781178271,0.47207345065034434,0.4208110175975517,0.9869931140015302,0.648814078041316,0.4246365723029839,0.4751338944146901,0.3557765876052028,0.9319051262433052,0.9869931140015302,0.48890589135424634,0.47207345065034434,0.4177505738332058,0.9869931140015302,0.495026778882938
ENSMUST00000155694,0.3083397092578424,0.2280030604437644,0.6472838561591431,0.6472838561591431,0.6480489671002295,1.0,0.6480489671002295,0.6480489671002295,0.2769701606732976,0.3083397092578424,0.648814078041316,0.6480489671002295,0.30604437643458304,0.22876817138485084,0.648814078041316,0.9984697781178271,0.22953328232593728,0.3083397092578424,0.2096403978576894,0.6503442999234889,0.6480489671002295,0.27773527161438416,0.30604437643458304,0.21576128538638106,0.6480489671002295,0.21193573068094873
ENSPPAT00000007379,0.47360367253251723,0.4208110175975517,0.9923488905891354,0.9931140015302219,0.9992348890589136,0.6480489671002295,1.0,0.9908186687069626,0.48890589135424634,0.4743687834736037,0.9801071155317521,0.9992348890589136,0.47207345065034434,0.42004590665646524,0.9877582249426167,0.648814078041316,0.42387146136189746,0.4751338944146901,0.3557765876052028,0.9319051262433052,0.9877582249426167,0.48890589135424634,0.47207345065034434,0.4177505738332058,0.9877582249426167,0.495026778882938
ENSPPYT00000010244,0.4743687834736037,0.42157612853863813,0.9892884468247896,0.9839326702371843,0.991583779648049,0.6480489671002295,0.9908186687069626,1.0,0.48890589135424634,0.4751338944146901,0.9785768936495792,0.990053557765876,0.4728385615914308,0.42004590665646524,0.9877582249426167,0.648814078041316,0.4246365723029839,0.47589900535577656,0.3527161438408569,0.9319051262433052,0.9862280030604438,0.4904361132364192,0.4728385615914308,0.4162203519510329,0.9877582249426167,0.495026778882938
ENSMUGT00000026055,0.8033664881407804,0.6694720734506503,0.4881407804131599,0.48431522570772767,0.48890589135424634,0.2769701606732976,0.48890589135424634,0.48890589135424634,1.0,0.8102524866105585,0.48584544758990056,0.4896710022953328,0.8041315990818668,0.6710022953328233,0.4896710022953328,0.2769701606732976,0.6732976281560826,0.8087222647283856,0.595256312165264,0.4820198928844682,0.48890589135424634,0.8393267023718439,0.8064269319051263,0.65876052027544,0.48890589135424634,0.6113236419280795
MGP_PahariEiJ_T0038438,0.9655700076511095,0.7322111706197398,0.47589900535577656,0.468247895944912,0.4743687834736037,0.3083397092578424,0.4743687834736037,0.4751338944146901,0.8102524866105585,1.0,0.4743687834736037,0.4751338944146901,0.9663351185921959,0.7322111706197398,0.47589900535577656,0.3068094873756695,0.7345065034429993,0.9693955623565417,0.6281560826319816,0.469778117827085,0.4751338944146901,0.9211935730680949,0.9678653404743688,0.7115531752104055,0.4751338944146901,0.6557000765110941
ENSPTET00000041991,0.4751338944146901,0.4223412394797246,0.9808722264728386,0.9747513389441469,0.9793420045906657,0.648814078041316,0.9801071155317521,0.9785768936495792,0.48584544758990056,0.4743687834736037,1.0,0.9793420045906657,0.47360367253251723,0.42157612853863813,0.9862280030604438,0.6495791889824024,0.42540168324407035,0.476664116296863,0.35807192042846214,0.9257842387146136,0.9854628921193573,0.48737566947207345,0.47360367253251723,0.41698546289211935,0.9862280030604438,0.486610558530987
ENSPTRT00000080800,0.4743687834736037,0.42157612853863813,0.991583779648049,0.9923488905891354,0.9984697781178271,0.6480489671002295,0.9992348890589136,0.990053557765876,0.4896710022953328,0.4751338944146901,0.9793420045906657,1.0,0.4728385615914308,0.4208110175975517,0.9869931140015302,0.648814078041316,0.4246365723029839,0.47589900535577656,0.35654169854628925,0.9326702371843917,0.9869931140015302,0.4896710022953328,0.4728385615914308,0.41851568477429235,0.9869931140015302,0.49426166794185156
ENSMUST00000039146,0.9885233358837031,0.7322111706197398,0.47360367253251723,0.46748278500382556,0.47207345065034434,0.30604437643458304,0.47207345065034434,0.4728385615914308,0.8041315990818668,0.9663351185921959,0.47360367253251723,0.4728385615914308,1.0,0.7337413925019127,0.4751338944146901,0.30604437643458304,0.7360367253251722,0.9938791124713083,0.6243305279265493,0.46595256312165256,0.4743687834736037,0.9234889058913542,0.9969395562356542,0.7046671767406274,0.4743687834736037,0.6572302983932671
