,ENSHBUT00000022987,ENSORLT00000043037,ENSACLT00000038817,ENSCVAT00000027455,ENSPNYT00000002771,ENSFHET00000031649,ENSXMAT00000041621,ENSHBUT00000022950,ENSAOCT00000021953,ENSPNYT00000002758,ENSXMAT00000027913,ENSKMAT00000027748,ENSSPAT00000006761,ENSGAFT00000025132,ENSMZET00005004079,ENSPFOT00000004868,ENSNBRT00000004284,ENSACLT00000038840,ENSXCOT00000019737,ENSACLT00000038863,ENSPFOT00000029451,ENSHBUT00000022966,ENSONIT00000020530,ENSPLAT00000003658,ENSOMET00000006783,ENSORLT00000031005,ENSXMAT00000006992
ENSHBUT00000022987,1.0,0.641928450294759,0.9913108825325255,0.6566626041031891,0.9918298351880547,0.6774773921689314,0.6750797024442083,1.0,0.7850583508704801,0.9918298351880547,0.6750797024442083,0.6920466494598987,0.7707547169811321,0.6635280553420446,0.9904198365736827,0.6559109080525414,0.977126957177891,0.9913108825325255,0.6660150465019845,0.9913108825325255,0.666001219985582,1.0,0.9616459232918466,0.6562663745057876,0.6353577575608557,0.6100979074678441,0.6750797024442083
ENSORLT00000043037,0.641928450294759,1.0,0.6488017071569271,0.620523541174332,0.6484734077478661,0.6488663732248152,0.6637271214642263,0.6470781352593565,0.6578470161556215,0.6484734077478661,0.6637271214642263,0.6595260183857636,0.6766128371177965,0.6616472545757072,0.6474064346684176,0.651183970856102,0.6469960604070912,0.6488017071569271,0.6639616738365272,0.6488017071569271,0.6516316418930463,0.6470781352593565,0.6926887259758272,0.6534194403046862,0.816787162757891,1.0,0.6637271214642263
ENSACLT00000038817,0.9913108825325255,0.6488017071569271,1.0,0.6584660622396471,0.9947879983096211,0.6773647876377269,0.6755080771235018,0.9913108825325255,0.7866371354743448,0.9949684964416844,0.6772582359192348,0.6972912069855876,0.7722948058451313,0.6626079569587994,0.9970985583461782,0.6562426962090403,0.9811131843626268,1.0,0.6689177181446597,1.0,0.6660975878400704,0.9913398322375878,0.9644624952405128,0.6565921212688313,0.6378056840713814,0.6143213668650412,0.6772582359192348
ENSCVAT00000027455,0.6566626041031891,0.620523541174332,0.6584660622396471,1.0,0.658186065407272,0.7909285575238466,0.7776106934001671,0.6566626041031891,0.6807684650607206,0.6571428571428571,0.7750924083025306,0.6618170872422616,0.6788557947508109,0.7643623181108705,0.6570448419505023,0.741740993572176,0.65633608815427,0.6584660622396471,0.7759881129271917,0.6595571805809466,0.7522908660951818,0.6553785836804705,0.6425492610837439,0.7414111194215907,0.6001953125,0.5334481062469257,0.7750924083025306
ENSPNYT00000002771,0.9918298351880547,0.6484734077478661,0.9947879983096211,0.658186065407272,1.0,0.6789451257042753,0.676461211477152,0.9918298351880547,0.7873541228237995,1.0,0.676461211477152,0.6951534270146258,0.7725,0.663576095311299,0.9940367187866835,0.6558633162002665,0.9794946733289337,0.9947879983096211,0.6680291451928203,0.9947879983096211,0.6668330283369378,0.9918298351880547,0.962821976906484,0.65621873957986,0.6346815834767642,0.6122096371664427,0.676461211477152
ENSFHET00000031649,0.6774773921689314,0.6488663732248152,0.6773647876377269,0.7909285575238466,0.6789451257042753,1.0,0.8197277137342862,0.6774773921689314,0.709020008356158,0.6770904768435971,0.820009573958832,0.6990002829387909,0.7130659528314949,0.8106486512023433,0.6758103598043249,0.7944506831368146,0.6749254416150493,0.6773647876377269,0.8180796308347631,0.6792292031627291,0.8025583062248443,0.6753988936131303,0.6923273657289003,0.795017093616822,0.6337205766072623,0.5824534459589172,0.820009573958832
ENSXMAT00000041621,0.6750797024442083,0.6637271214642263,0.6755080771235018,0.7776106934001671,0.676461211477152,0.8197277137342862,1.0,0.6750797024442083,0.7068755623776002,0.674726420010422,1.0,0.7120579373050695,0.715543140251937,0.9603785357737105,0.6743616466909849,0.9328962989727972,0.6718292172457095,0.6755080771235018,0.9898773211771804,0.6772582359192348,0.9389158327705813,0.673058884835852,0.6628657782662454,0.9329649331198678,0.6335241110569898,0.5951238241505087,1.0
ENSHBUT00000022950,1.0,0.6470781352593565,0.9913108825325255,0.6566626041031891,0.9918298351880547,0.6774773921689314,0.6750797024442083,1.0,0.7850583508704801,0.9918298351880547,0.6750797024442083,0.6920466494598987,0.7707547169811321,0.6635280553420446,0.9904198365736827,0.6559109080525414,0.977126957177891,0.9913108825325255,0.6660150465019845,0.9913108825325255,0.666001219985582,1.0,0.9616459232918466,0.6562663745057876,0.6353577575608557,0.6100979074678441,0.6750797024442083
ENSAOCT00000021953,0.7850583508704801,0.6578470161556215,0.7866371354743448,0.6807684650607206,0.7873541228237995,0.709020008356158,0.7068755623776002,0.7850583508704801,1.0,0.784468438538206,0.7059331641742699,0.7377712219261515,0.8890509618014404,0.6937389391113025,0.7856681432262828,0.6829198880614713,0.7831152619168709,0.7866371354743448,0.699494341439923,0.789602066194758,0.6989758800156696,0.7819767441860465,0.7756179196704428,0.6835358906190657,0.6682605011499818,0.6276658188221483,0.7059331641742699
ENSPNYT00000002758,0.9918298351880547,0.6484734077478661,0.9949684964416844,0.6571428571428571,1.0,0.6770904768435971,0.674726420010422,0.9918298351880547,0.784468438538206,1.0,0.676461211477152,0.6965400685413831,0.7700641871898757,0.6613809051866535,0.9942432346675129,0.6550273453933529,0.9802074802074802,0.9949684964416844,0.6680291451928203,0.9947879983096211,0.6654367221059588,0.9918408050405694,0.962821976906484,0.6553756900907645,0.6364237216847924,0.6122096371664427,0.676461211477152
ENSXMAT00000027913,0.6750797024442083,0.6637271214642263,0.6772582359192348,0.7750924083025306,0.676461211477152,0.820009573958832,1.0,0.6750797024442083,0.7059331641742699,0.676461211477152,1.0,0.7128376556855556,0.7144546578508842,0.9606646140779276,0.6760892667375132,0.9339518212007801,0.6735140326539324,0.6772582359192348,0.9898773211771804,0.6772582359192348,0.9388765157139322,0.6750797024442083,0.6628657782662454,0.9340224671694531,0.6321889214281263,0.5951238241505087,1.0
ENSKMAT00000027748,0.6920466494598987,0.6595260183857636,0.6972912069855876,0.6618170872422616,0.6951534270146258,0.6990002829387909,0.7120579373050695,0.6920466494598987,0.7377712219261515,0.6965400685413831,0.7128376556855556,1.0,0.7416816759882453,0.7051411048823727,0.6960236608609924,0.6924463845131904,0.6945334590009425,0.6972912069855876,0.7051697253208589,0.6959181722588663,0.7009136259178297,0.6932068916952255,0.7065120428189117,0.6914565227715249,0.6505003376511757,0.6033089649865333,0.7128376556855556
ENSSPAT00000006761,0.7707547169811321,0.6766128371177965,0.7722948058451313,0.6788557947508109,0.7725,0.7130659528314949,0.715543140251937,0.7707547169811321,0.8890509618014404,0.7700641871898757,0.7144546578508842,0.7416816759882453,1.0,0.697603651578547,0.7713388264214504,0.6872554104389645,0.7684623454819139,0.7722948058451313,0.706219752643843,0.7748113207547169,0.7025840511253126,0.7681067055128147,0.7626454223571068,0.6886739027843323,0.6741986020727886,0.6391136801541426,0.7144546578508842
ENSGAFT00000025132,0.6635280553420446,0.6616472545757072,0.6626079569587994,0.7643623181108705,0.663576095311299,0.8106486512023433,0.9603785357737105,0.6635280553420446,0.6937389391113025,0.6613809051866535,0.9606646140779276,0.7051411048823727,0.697603651578547,1.0,0.6613809051866535,0.9275050311227594,0.6566105541895215,0.6626079569587994,0.9554297842235585,0.6648251345119139,0.9355087217300391,0.6610505450941526,0.648084070229399,0.9261289113734308,0.6310750655527776,0.5900944305261129,0.9606646140779276
ENSMZET00005004079,0.9904198365736827,0.6474064346684176,0.9970985583461782,0.6570448419505023,0.9940367187866835,0.6758103598043249,0.6743616466909849,0.9904198365736827,0.7856681432262828,0.9942432346675129,0.6760892667375132,0.6960236608609924,0.7713388264214504,0.6613809051866535,1.0,0.6550273453933529,0.9802511831088461,0.9970985583461782,0.6677921924056631,0.9969944585329201,0.6648860006608658,0.9904796445733974,0.9618165672967145,0.6553756900907645,0.6357026978309199,0.612977538875024,0.6760892667375132
ENSPFOT00000004868,0.6559109080525414,0.651183970856102,0.6562426962090403,0.741740993572176,0.6558633162002665,0.7944506831368146,0.9328962989727972,0.6559109080525414,0.6829198880614713,0.6550273453933529,0.9339518212007801,0.6924463845131904,0.6872554104389645,0.9275050311227594,0.6550273453933529,1.0,0.6501334832092174,0.6562426962090403,0.9313823236173832,0.6571007043594137,1.0,0.6547936240826439,0.650828025477707,0.9907114991640349,0.6160865361372976,0.5801497408331734,0.9339518212007801
ENSNBRT00000004284,0.977126957177891,0.6469960604070912,0.9811131843626268,0.65633608815427,0.9794946733289337,0.6749254416150493,0.6718292172457095,0.977126957177891,0.7831152619168709,0.9802074802074802,0.6735140326539324,0.6945334590009425,0.7684623454819139,0.6566105541895215,0.9802511831088461,0.6501334832092174,1.0,0.9811131843626268,0.6627672209026129,0.9804328351171673,0.6593066902185913,0.9776493080844866,0.9606149155126413,0.6510875679729983,0.6416837782340863,0.6164330965636399,0.6735140326539324
ENSACLT00000038840,0.9913108825325255,0.6488017071569271,1.0,0.6584660622396471,0.9947879983096211,0.6773647876377269,0.6755080771235018,0.9913108825325255,0.7866371354743448,0.9949684964416844,0.6772582359192348,0.6972912069855876,0.7722948058451313,0.6626079569587994,0.9970985583461782,0.6562426962090403,0.9811131843626268,1.0,0.6689177181446597,1.0,0.6660975878400704,0.9913398322375878,0.9644624952405128,0.6565921212688313,0.6378056840713814,0.6143213668650412,0.6772582359192348
ENSXCOT00000019737,0.6660150465019845,0.6639616738365272,0.6689177181446597,0.7759881129271917,0.6680291451928203,0.8180796308347631,0.9898773211771804,0.6660150465019845,0.699494341439923,0.6680291451928203,0.9898773211771804,0.7051697253208589,0.706219752643843,0.9554297842235585,0.6677921924056631,0.9313823236173832,0.6627672209026129,0.6689177181446597,1.0,0.6689177181446597,0.9370821863940229,0.6660150465019845,0.6480220492866408,0.9309737629864413,0.6252626474866656,0.5518937530742745,0.9898773211771804
ENSACLT00000038863,0.9913108825325255,0.6488017071569271,1.0,0.6595571805809466,0.9947879983096211,0.6792292031627291,0.6772582359192348,0.9913108825325255,0.789602066194758,0.9947879983096211,0.6772582359192348,0.6959181722588663,0.7748113207547169,0.6648251345119139,0.9969944585329201,0.6571007043594137,0.9804328351171673,1.0,0.6689177181446597,1.0,0.6674984750180225,0.9913108825325255,0.9644624952405128,0.65745724765398,0.6360954020162282,0.6143213668650412,0.6772582359192348
ENSPFOT00000029451,0.666001219985582,0.6516316418930463,0.6660975878400704,0.7522908660951818,0.6668330283369378,0.8025583062248443,0.9389158327705813,0.666001219985582,0.6989758800156696,0.6654367221059588,0.9388765157139322,0.7009136259178297,0.7025840511253126,0.9355087217300391,0.6648860006608658,1.0,0.6593066902185913,0.6660975878400704,0.9370821863940229,0.6674984750180225,1.0,0.6642802070712633,0.6764984227129337,0.9905779238564777,0.6370843426558027,0.6269972451790634,0.9388765157139322
ENSHBUT00000022966,1.0,0.6470781352593565,0.9913398322375878,0.6553785836804705,0.9918298351880547,0.6753988936131303,0.673058884835852,1.0,0.7819767441860465,0.9918408050405694,0.6750797024442083,0.6932068916952255,0.7681067055128147,0.6610505450941526,0.9904796445733974,0.6547936240826439,0.9776493080844866,0.9913398322375878,0.6660150465019845,0.9913108825325255,0.6642802070712633,1.0,0.9616459232918466,0.6551417610180593,0.6367241482905727,0.6100979074678441,0.6750797024442083
ENSONIT00000020530,0.9616459232918466,0.6926887259758272,0.9644624952405128,0.6425492610837439,0.962821976906484,0.6923273657289003,0.6628657782662454,0.9616459232918466,0.7756179196704428,0.962821976906484,0.6628657782662454,0.7065120428189117,0.7626454223571068,0.648084070229399,0.9618165672967145,0.650828025477707,0.9606149155126413,0.9644624952405128,0.6480220492866408,0.9644624952405128,0.6764984227129337,0.9616459232918466,1.0,0.6511479591836735,0.6584194440401688,0.6191346739792809,0.6628657782662454
ENSPLAT00000003658,0.6562663745057876,0.6534194403046862,0.6565921212688313,0.7414111194215907,0.65621873957986,0.795017093616822,0.9329649331198678,0.6562663745057876,0.6835358906190657,0.6553756900907645,0.9340224671694531,0.6914565227715249,0.6886739027843323,0.9261289113734308,0.6553756900907645,0.9907114991640349,0.6510875679729983,0.6565921212688313,0.9309737629864413,0.65745724765398,0.9905779238564777,0.6551417610180593,0.6511479591836735,1.0,0.6190591365340428,0.5811096179688999,0.9340224671694531
ENSOMET00000006783,0.6353577575608557,0.816787162757891,0.6378056840713814,0.6001953125,0.6346815834767642,0.6337205766072623,0.6335241110569898,0.6353577575608557,0.6682605011499818,0.6364237216847924,0.6321889214281263,0.6505003376511757,0.6741986020727886,0.6310750655527776,0.6357026978309199,0.6160865361372976,0.6416837782340863,0.6378056840713814,0.6252626474866656,0.6360954020162282,0.6370843426558027,0.6367241482905727,0.6584194440401688,0.6190591365340428,1.0,0.802099533437014,0.6321889214281263
ENSORLT00000031005,0.6100979074678441,1.0,0.6143213668650412,0.5334481062469257,0.6122096371664427,0.5824534459589172,0.5951238241505087,0.6100979074678441,0.6276658188221483,0.6122096371664427,0.5951238241505087,0.6033089649865333,0.6391136801541426,0.5900944305261129,0.612977538875024,0.5801497408331734,0.6164330965636399,0.6143213668650412,0.5518937530742745,0.6143213668650412,0.6269972451790634,0.6100979074678441,0.6191346739792809,0.5811096179688999,0.802099533437014,1.0,0.5951238241505087
ENSXMAT00000006992,0.6750797024442083,0.6637271214642263,0.6772582359192348,0.7750924083025306,0.676461211477152,0.820009573958832,1.0,0.6750797024442083,0.7059331641742699,0.676461211477152,1.0,0.7128376556855556,0.7144546578508842,0.9606646140779276,0.6760892667375132,0.9339518212007801,0.6735140326539324,0.6772582359192348,0.9898773211771804,0.6772582359192348,0.9388765157139322,0.6750797024442083,0.6628657782662454,0.9340224671694531,0.6321889214281263,0.5951238241505087,1.0
