,FBtr0300419,FBtr0300418,ENSPLAT00000003249,ENSPRET00000008381,ENSPLAT00000003261,FBtr0300416,ENSFHET00000027134,ENSPMET00000027307,ENSCSET00000031474,ENSXMAT00000026940,ENSPRET00000008343,ENSPKIT00000012808,FBtr0301523,FBtr0072710,ENSCVAT00000002865,ENSGAFT00000031529,ENSXMAT00000033745,ENSCVAT00000002844,ENSXMAT00000001864,ENSPFOT00000019355,FBtr0300420,ENSPRET00000008396,ENSXCOT00000016559,ENSPMET00000034122,FBtr0300417,ENSCVAT00000002872,ENSPMET00000027330,ENSGAFT00000031530,ENSCVAT00000002857,ENSPKIT00000012769,ENSKMAT00000022857,ENSSMAT00000027126,ENSFHET00000034279,ENSPKIT00000012740,ENSPKIT00000012794,ENSSFOT00015030544,FBtr0072707,ENSSFOT00015030565,ENSFHET00000027147,FBtr0072709,FBtr0072708,ENSSFOT00015030523
FBtr0300419,1.0,1.0,0.5786057013830087,0.5882020886254586,0.5930002822466836,1.0,0.5667513406717472,0.5930002822466836,0.5368331922099915,0.559412926898109,0.5551792266440869,0.585379621789444,1.0,1.0,0.576347727914197,0.5769122212814,0.5780412080158058,0.576347727914197,0.5450183460344341,0.545582839401637,1.0,0.584815128422241,0.5924357888794807,0.545582839401637,1.0,0.5907423087778718,0.5786057013830087,0.5438893593000282,0.576347727914197,0.5743720011289868,0.5802991814846176,0.4589331075359864,0.5921535421958792,0.585379621789444,0.5887665819926616,0.54614733276884,1.0,0.5918712955122777,0.5777589613322044,0.9220999153259949,1.0,0.5563082133784928
FBtr0300418,1.0,1.0,0.5786057013830087,0.5882020886254586,0.5930002822466836,1.0,0.5667513406717472,0.5930002822466836,0.5368331922099915,0.559412926898109,0.5551792266440869,0.585379621789444,1.0,1.0,0.576347727914197,0.5769122212814,0.5780412080158058,0.576347727914197,0.5450183460344341,0.545582839401637,1.0,0.584815128422241,0.5924357888794807,0.545582839401637,1.0,0.5907423087778718,0.5786057013830087,0.5438893593000282,0.576347727914197,0.5743720011289868,0.5802991814846176,0.4589331075359864,0.5921535421958792,0.585379621789444,0.5887665819926616,0.54614733276884,1.0,0.5918712955122777,0.5777589613322044,0.9220999153259949,1.0,0.5563082133784928
ENSPLAT00000003249,0.5786057013830087,0.5786057013830087,1.0,0.9745977984758679,0.9856054191363252,0.5786057013830087,0.9762912785774767,0.9844764324019193,0.9060118543607113,0.9472198701665255,0.9745977984758679,0.9220999153259949,0.5786057013830087,0.5786057013830087,0.9779847586790855,0.9932260795935648,0.9946373130115721,0.9779847586790855,0.9616144510302004,0.9666948913350268,0.5786057013830087,0.955969517358171,0.9799604854642958,0.9658481512842224,0.5786057013830087,0.9635901778154107,0.9988710132655941,0.9602032176121931,0.9779847586790855,0.9110922946655376,0.9633079311318092,0.756138865368332,0.9729043183742591,0.9220999153259949,0.8966977138018628,0.8797629127857748,0.5786057013830087,0.8848433530906011,0.9872988992379339,0.5086085238498448,0.5786057013830087,0.8899237933954276
ENSPRET00000008381,0.5882020886254586,0.5882020886254586,0.9745977984758679,1.0,0.9889923793395428,0.5882020886254586,0.9534292972057579,0.9889923793395428,0.88653683319221,0.9548405306237652,0.9542760372565622,0.900366920688682,0.5882020886254586,0.5882020886254586,0.9568162574089755,0.9714930849562518,0.973468811741462,0.9568162574089755,0.9404459497600903,0.9418571831780976,0.5882020886254586,0.9525825571549534,0.9878633926051369,0.9415749364944962,0.5882020886254586,0.9712108382726503,0.9745977984758679,0.93847022297488,0.9568162574089755,0.8893593000282247,0.9401637030764889,0.7496471916454982,0.97883149872989,0.900366920688682,0.9037538808918996,0.859441151566469,0.5882020886254586,0.8645215918712955,0.9644369178662151,0.5182049110922947,0.5882020886254586,0.869602032176122
ENSPLAT00000003261,0.5930002822466836,0.5930002822466836,0.9856054191363252,0.9889923793395428,1.0,0.5930002822466836,0.9618966977138018,0.9988710132655941,0.8918995201806379,0.9616144510302004,0.9602032176121931,0.90770533446232,0.5930002822466836,0.5930002822466836,0.9635901778154107,0.97883149872989,0.9802427321478973,0.9635901778154107,0.9472198701665255,0.952300310471352,0.5930002822466836,0.9415749364944962,0.9943550663279707,0.9514535704205476,0.5930002822466836,0.9779847586790855,0.9844764324019193,0.9458086367485182,0.9635901778154107,0.8966977138018628,0.9489133502681344,0.7417442845046571,0.9872988992379339,0.90770533446232,0.9110922946655376,0.8673440587073102,0.5930002822466836,0.8724244990121366,0.9729043183742591,0.5230031047135196,0.5930002822466836,0.877504939316963
FBtr0300416,1.0,1.0,0.5786057013830087,0.5882020886254586,0.5930002822466836,1.0,0.5667513406717472,0.5930002822466836,0.5368331922099915,0.559412926898109,0.5551792266440869,0.585379621789444,1.0,1.0,0.576347727914197,0.5769122212814,0.5780412080158058,0.576347727914197,0.5450183460344341,0.545582839401637,1.0,0.584815128422241,0.5924357888794807,0.545582839401637,1.0,0.5907423087778718,0.5786057013830087,0.5438893593000282,0.576347727914197,0.5743720011289868,0.5802991814846176,0.4589331075359864,0.5921535421958792,0.585379621789444,0.5887665819926616,0.54614733276884,1.0,0.5918712955122777,0.5777589613322044,0.9220999153259949,1.0,0.5563082133784928
ENSFHET00000027134,0.5667513406717472,0.5667513406717472,0.9762912785774767,0.9534292972057579,0.9618966977138018,0.5667513406717472,1.0,0.9624611910810048,0.9043183742591024,0.9486311035845328,0.9754445385266723,0.9102455546147333,0.5667513406717472,0.5667513406717472,0.9669771380186283,0.9737510584250635,0.9740333051086649,0.9669771380186283,0.9630256844482077,0.965565904600621,0.5667513406717472,0.9353655094552639,0.9596387242449901,0.9658481512842224,0.5667513406717472,0.9525825571549534,0.9768557719446797,0.9624611910810048,0.9669771380186283,0.9178662150719729,0.9506068303697431,0.7668642393451877,0.9745977984758679,0.9102455546147333,0.903471634208298,0.8882303132938189,0.5667513406717472,0.8744002257973469,0.9889923793395428,0.4967541631385831,0.5667513406717472,0.8803274061529777
ENSPMET00000027307,0.5930002822466836,0.5930002822466836,0.9844764324019193,0.9889923793395428,0.9988710132655941,0.5930002822466836,0.9624611910810048,1.0,0.8913350268134349,0.9616144510302004,0.9602032176121931,0.9085520745131245,0.5930002822466836,0.5930002822466836,0.9633079311318092,0.97883149872989,0.9802427321478973,0.9633079311318092,0.9472198701665255,0.951735817104149,0.5930002822466836,0.9415749364944962,0.9943550663279707,0.9525825571549534,0.5930002822466836,0.9777025119954841,0.9856054191363252,0.9458086367485182,0.9633079311318092,0.8975444538526672,0.9483488569009314,0.7411797911374541,0.9878633926051369,0.9085520745131245,0.9119390347163421,0.8670618120237087,0.5930002822466836,0.8721422523285352,0.973468811741462,0.5230031047135196,0.5930002822466836,0.8772226926333616
ENSCSET00000031474,0.5368331922099915,0.5368331922099915,0.9060118543607113,0.88653683319221,0.8918995201806379,0.5368331922099915,0.9043183742591024,0.8913350268134349,1.0,0.8684730454417161,0.8933107535986452,0.8797629127857748,0.5368331922099915,0.5368331922099915,0.9043183742591024,0.9051651143099069,0.9060118543607113,0.9043183742591024,0.8825853796217894,0.882303132938188,0.5368331922099915,0.869602032176122,0.8921817668642393,0.8820208862545865,0.5368331922099915,0.890206040079029,0.9054473609935083,0.8814563928873835,0.9043183742591024,0.8772226926333616,0.9068585944115156,0.7293254304261925,0.8916172734970365,0.8797629127857748,0.8631103584532882,0.847304544171606,0.5368331922099915,0.843070843917584,0.9057296076771097,0.4665537679932261,0.5368331922099915,0.8495625176404177
ENSXMAT00000026940,0.559412926898109,0.559412926898109,0.9472198701665255,0.9548405306237652,0.9616144510302004,0.559412926898109,0.9486311035845328,0.9616144510302004,0.8684730454417161,1.0,0.94806661021733,0.8724244990121366,0.559412926898109,0.559412926898109,0.930567315834039,0.9469376234829241,0.9525825571549534,0.930567315834039,0.9856054191363252,0.9796782387806944,0.559412926898109,0.9079875811459215,0.9661303979678239,0.9793959920970928,0.559412926898109,0.9449618966977138,0.9472198701665255,0.9791137454134914,0.930567315834039,0.8800451594693762,0.9139147615015524,0.7270674569573807,0.9520180637877504,0.8724244990121366,0.8944397403330511,0.8509737510584251,0.559412926898109,0.8371436635619531,0.9376234829240756,0.4894157493649449,0.559412926898109,0.843070843917584
ENSPRET00000008343,0.5551792266440869,0.5551792266440869,0.9745977984758679,0.9542760372565622,0.9602032176121931,0.5551792266440869,0.9754445385266723,0.9602032176121931,0.8933107535986452,0.94806661021733,1.0,0.8983911939034717,0.5551792266440869,0.5551792266440869,0.9562517640417725,0.9714930849562518,0.973468811741462,0.9562517640417725,0.9624611910810048,0.9638724244990121,0.5551792266440869,0.9356477561388654,0.9590742308777872,0.9635901778154107,0.5551792266440869,0.9418571831780976,0.9745977984758679,0.9602032176121931,0.9562517640417725,0.9060118543607113,0.9401637030764889,0.7535986452159187,0.9500423370025403,0.8983911939034717,0.8916172734970365,0.8930285069150438,0.5551792266440869,0.8605701383008749,0.9644369178662151,0.4851820491109229,0.5551792266440869,0.8851255997742027
ENSPKIT00000012808,0.585379621789444,0.585379621789444,0.9220999153259949,0.900366920688682,0.90770533446232,0.585379621789444,0.9102455546147333,0.9085520745131245,0.8797629127857748,0.8724244990121366,0.8983911939034717,1.0,0.585379621789444,0.585379621789444,0.9175839683883714,0.9198419418571832,0.9198419418571832,0.9175839683883714,0.8868190798758114,0.8893593000282247,0.585379621789444,0.8848433530906011,0.9057296076771097,0.8899237933954276,0.585379621789444,0.9031893875246966,0.9229466553767993,0.8868190798758114,0.9175839683883714,0.9889923793395428,0.9170194750211685,0.7377928309342365,0.9068585944115156,1.0,0.9745977984758679,0.8924640135478408,0.585379621789444,0.8978267005362687,0.9212531752751905,0.51538244425628,0.585379621789444,0.9026248941574937
FBtr0301523,1.0,1.0,0.5786057013830087,0.5882020886254586,0.5930002822466836,1.0,0.5667513406717472,0.5930002822466836,0.5368331922099915,0.559412926898109,0.5551792266440869,0.585379621789444,1.0,1.0,0.576347727914197,0.5769122212814,0.5780412080158058,0.576347727914197,0.5450183460344341,0.545582839401637,1.0,0.584815128422241,0.5924357888794807,0.545582839401637,1.0,0.5907423087778718,0.5786057013830087,0.5438893593000282,0.576347727914197,0.5743720011289868,0.5802991814846176,0.4589331075359864,0.5921535421958792,0.585379621789444,0.5887665819926616,0.54614733276884,1.0,0.5918712955122777,0.5777589613322044,0.9220999153259949,1.0,0.5563082133784928
FBtr0072710,1.0,1.0,0.5786057013830087,0.5882020886254586,0.5930002822466836,1.0,0.5667513406717472,0.5930002822466836,0.5368331922099915,0.559412926898109,0.5551792266440869,0.585379621789444,1.0,1.0,0.576347727914197,0.5769122212814,0.5780412080158058,0.576347727914197,0.5450183460344341,0.545582839401637,1.0,0.584815128422241,0.5924357888794807,0.545582839401637,1.0,0.5907423087778718,0.5786057013830087,0.5438893593000282,0.576347727914197,0.5743720011289868,0.5802991814846176,0.4589331075359864,0.5921535421958792,0.585379621789444,0.5887665819926616,0.54614733276884,1.0,0.5918712955122777,0.5777589613322044,0.9220999153259949,1.0,0.5563082133784928
ENSCVAT00000002865,0.576347727914197,0.576347727914197,0.9779847586790855,0.9568162574089755,0.9635901778154107,0.576347727914197,0.9669771380186283,0.9633079311318092,0.9043183742591024,0.930567315834039,0.9562517640417725,0.9175839683883714,0.576347727914197,0.576347727914197,1.0,0.9793959920970928,0.9779847586790855,1.0,0.9449618966977138,0.9452441433813152,0.576347727914197,0.9395992097092859,0.9638724244990121,0.9446796500141124,0.576347727914197,0.9856054191363252,0.9777025119954841,0.9463731301157211,1.0,0.9065763477279142,0.9570985040925769,0.7547276319503246,0.9635901778154107,0.9175839683883714,0.8921817668642393,0.8766581992661586,0.576347727914197,0.8825853796217894,0.9779847586790855,0.506350550381033,0.576347727914197,0.8868190798758114
ENSGAFT00000031529,0.5769122212814,0.5769122212814,0.9932260795935648,0.9714930849562518,0.97883149872989,0.5769122212814,0.9737510584250635,0.97883149872989,0.9051651143099069,0.9469376234829241,0.9714930849562518,0.9198419418571832,0.5769122212814,0.5769122212814,0.9793959920970928,1.0,0.9943550663279707,0.9793959920970928,0.9613322043465989,0.9604854642957945,0.5769122212814,0.9534292972057579,0.9799604854642958,0.9602032176121931,0.5769122212814,0.965001411233418,0.9932260795935648,0.9669771380186283,0.9793959920970928,0.9088343211967259,0.9627434377646062,0.7552921253175275,0.9703640982218459,0.9198419418571832,0.8944397403330511,0.8766581992661586,0.5769122212814,0.882303132938188,0.9847586790855207,0.5069150437482359,0.5769122212814,0.8868190798758114
ENSXMAT00000033745,0.5780412080158058,0.5780412080158058,0.9946373130115721,0.973468811741462,0.9802427321478973,0.5780412080158058,0.9740333051086649,0.9802427321478973,0.9060118543607113,0.9525825571549534,0.973468811741462,0.9198419418571832,0.5780412080158058,0.5780412080158058,0.9779847586790855,0.9943550663279707,1.0,0.9779847586790855,0.9669771380186283,0.9618966977138018,0.5780412080158058,0.9554050239909682,0.9847586790855207,0.9616144510302004,0.5780412080158058,0.9635901778154107,0.9946373130115721,0.9613322043465989,0.9779847586790855,0.9088343211967259,0.9613322043465989,0.7535986452159187,0.9706463449054473,0.9198419418571832,0.8944397403330511,0.8769404459497601,0.5780412080158058,0.8825853796217894,0.9850409257691222,0.5080440304826418,0.5780412080158058,0.8871013265594129
