	ENSDCDT00000027318	ENSDCDT00000027212	ENSEEET00000006259	ENSCHAT00000054544	ENSEEET00000035014	ENSCHAT00000054529	ENSEEET00000006257	ENSEEET00000006250	ENSDCDT00000027299	ENSDCDT00000027358	ENSAMXT00000003582	ENSDCDT00000027376	ENSIPUT00000031357	ENSAMXT00000042913	ENSCHAT00000054583	ENSIPUT00000031331	ENSEBUT00000022168
ENSDCDT00000027318	1.0	0.8498789346246973	0.5247319266689727	0.6727775856105154	0.6305776547907298	0.6790038049117952	0.611553095814597	0.5302663438256658	0.9813213420961604	0.9602213766862676	0.6668972673815289	0.9643721895537876	0.674507090971982	0.6558284330681425	0.7305430646835005	0.6734693877551021	0.6229678312002768
ENSDCDT00000027212	0.8498789346246973	1.0	0.5641646489104116	0.7630577654790729	0.6828087167070218	0.7554479418886199	0.6464891041162227	0.4475959875475615	0.8630231753718437	0.8682116914562436	0.7471463161535801	0.8723625043237634	0.724662746454514	0.7360774818401937	0.6727775856105154	0.7606364579730197	0.6990660671048079
ENSEEET00000006259	0.5247319266689727	0.5641646489104116	1.0	0.6001383604289173	0.7395364925631269	0.5921826357661709	0.8429609131788308	0.2953995157384988	0.5243860255966794	0.5254237288135594	0.6641300588031823	0.5295745416810792	0.6447595987547562	0.674507090971982	0.4465582843306815	0.6540989277066759	0.5153925977170529
ENSCHAT00000054544	0.6727775856105154	0.7630577654790729	0.6001383604289173	1.0	0.7160152196471808	0.9847803528190936	0.6817710134901418	0.41093047388446896	0.6841923209961951	0.6859218263576617	0.7751643030093394	0.6900726392251816	0.7288135593220338	0.7647872708405397	0.7592528536838464	0.7665167762020062	0.6731234866828087
ENSEEET00000035014	0.6305776547907298	0.6828087167070218	0.7395364925631269	0.7160152196471808	1.0	0.7080594949844344	0.8204773434797648	0.4296091317883086	0.6416464891041163	0.6423382912487029	0.7869249394673123	0.6464891041162227	0.7561397440332065	0.797301971636112	0.5600138360428918	0.7654790729851263	0.6125907990314771
ENSCHAT00000054529	0.6790038049117952	0.7554479418886199	0.5921826357661709	0.9847803528190936	0.7080594949844344	1.0	0.6738152888273954	0.4171566931857489	0.690418540297475	0.6921480456589415	0.7685921826357661	0.6962988585264615	0.7218955378761674	0.7582151504669664	0.7654790729851263	0.7595987547561397	0.6724316845382221
ENSEEET00000006257	0.611553095814597	0.6464891041162227	0.8429609131788308	0.6817710134901418	0.8204773434797648	0.6738152888273954	1.0	0.3763403666551366	0.6112071947423037	0.6122448979591837	0.7464545140089934	0.6163957108267035	0.7426496022137669	0.7568315461777931	0.5281909373919059	0.7333102732618471	0.5966793497059841
ENSEEET00000006250	0.5302663438256658	0.4475959875475615	0.2953995157384988	0.41093047388446896	0.4296091317883086	0.4171566931857489	0.3763403666551366	1.0	0.5406433759944655	0.5191975095122795	0.4206157039086822	0.5233483223797993	0.398132134209616	0.4309927360774819	0.5257696298858526	0.43618125216188175	0.3950190245589762
ENSDCDT00000027299	0.9813213420961604	0.8630231753718437	0.5243860255966794	0.6841923209961951	0.6416464891041163	0.690418540297475	0.6112071947423037	0.5406433759944655	1.0	0.973365617433414	0.6783120027672086	0.977516430300934	0.6848841231407817	0.6672431684538223	0.7419578000691802	0.6838464199239017	0.6305776547907298
ENSDCDT00000027358	0.9602213766862676	0.8682116914562436	0.5254237288135594	0.6859218263576617	0.6423382912487029	0.6921480456589415	0.6122448979591837	0.5191975095122795	0.973365617433414	1.0	0.6783120027672086	0.9827049463853338	0.686267727429955	0.6672431684538223	0.7582151504669664	0.6852300242130751	0.6291940505015565
ENSAMXT00000003582	0.6668972673815289	0.7471463161535801	0.6641300588031823	0.7751643030093394	0.7869249394673123	0.7685921826357661	0.7464545140089934	0.4206157039086822	0.6783120027672086	0.6783120027672086	1.0	0.6824628156347284	0.7848495330335524	0.9861639571082671	0.6257350397786233	0.8235904531304047	0.6755447941888619
ENSDCDT00000027376	0.9643721895537876	0.8723625043237634	0.5295745416810792	0.6900726392251816	0.6464891041162227	0.6962988585264615	0.6163957108267035	0.5233483223797993	0.977516430300934	0.9827049463853338	0.6824628156347284	1.0	0.6918021445866482	0.6713939813213421	0.7478381182981667	0.6893808370805949	0.6333448633690765
