,ENSRROT00000032984,ENSRROT00000032986,ENSRBIT00000053778,ENSRROT00000042895,ENSMFAT00000026116,ENSPTET00000052079,ENSPTET00000052077,ENSCATT00000049766,ENSMNET00000064639,ENSMMUT00000033490,ENSNLET00000036817,ENSMNET00000064644,ENSNLET00000000860,ENSCSAT00000001594,ENSRROT00000070155,ENSRROT00000070156
ENSRROT00000032984,1.0,0.5851703406813628,0.6948897795591182,0.5921843687374749,0.6217434869739479,0.7294589178356713,0.6137274549098196,0.2635270541082164,0.6222444889779559,0.6217434869739479,0.5586172344689379,0.7379759519038076,0.625751503006012,0.62625250501002,0.6157314629258517,0.7314629258517034
ENSRROT00000032986,0.5851703406813628,1.0,0.7570140280561122,0.7995991983967936,0.9303607214428857,0.7920841683366734,0.9033066132264529,0.5340681362725451,0.9298597194388778,0.9303607214428857,0.8597194388777555,0.8186372745490982,0.8486973947895792,0.9278557114228457,0.9023046092184369,0.7925851703406813
ENSRBIT00000053778,0.6948897795591182,0.7570140280561122,1.0,0.748997995991984,0.8036072144288577,0.9458917835671342,0.8301603206412825,0.44639278557114226,0.8026052104208417,0.8026052104208417,0.7525050100200401,0.9183366733466933,0.7835671342685371,0.8021042084168337,0.8421843687374749,0.9579158316633266
ENSRROT00000042895,0.5921843687374749,0.7995991983967936,0.748997995991984,1.0,0.8396793587174348,0.7459919839679359,0.8156312625250501,0.47144288577154314,0.8391783567134269,0.8396793587174348,0.7730460921843687,0.7685370741482966,0.8001002004008017,0.8371743486973948,0.8166332665330661,0.7474949899799599
ENSMFAT00000026116,0.6217434869739479,0.9303607214428857,0.8036072144288577,0.8396793587174348,1.0,0.8386773547094188,0.9498997995991983,0.5906813627254509,0.998496993987976,0.998997995991984,0.9083166332665331,0.8832665330661322,0.8962925851703407,0.9809619238476954,0.9478957915831663,0.8371743486973948
ENSPTET00000052079,0.7294589178356713,0.7920841683366734,0.9458917835671342,0.7459919839679359,0.8386773547094188,1.0,0.8842685370741483,0.48396793587174347,0.8376753507014028,0.8386773547094188,0.7835671342685371,0.9534068136272545,0.7765531062124249,0.8381763527054108,0.8632264529058116,0.9789579158316634
ENSPTET00000052077,0.6137274549098196,0.9033066132264529,0.8301603206412825,0.8156312625250501,0.9498997995991983,0.8842685370741483,1.0,0.5601202404809619,0.9483967935871743,0.9498997995991983,0.8947895791583166,0.8376753507014028,0.8887775551102205,0.9483967935871743,0.9734468937875751,0.8632264529058116
ENSCATT00000049766,0.2635270541082164,0.5340681362725451,0.44639278557114226,0.47144288577154314,0.5906813627254509,0.48396793587174347,0.5601202404809619,1.0,0.5896793587174348,0.5906813627254509,0.5160320641282565,0.5115230460921844,0.5060120240480962,0.5831663326653307,0.5566132264529058,0.48146292585170336
ENSMNET00000064639,0.6222444889779559,0.9298597194388778,0.8026052104208417,0.8391783567134269,0.998496993987976,0.8376753507014028,0.9483967935871743,0.5896793587174348,1.0,0.998496993987976,0.906813627254509,0.8842685370741483,0.8952905811623246,0.9804609218436874,0.9473947895791583,0.8361723446893787
ENSMMUT00000033490,0.6217434869739479,0.9303607214428857,0.8026052104208417,0.8396793587174348,0.998997995991984,0.8386773547094188,0.9498997995991983,0.5906813627254509,0.998496993987976,1.0,0.907314629258517,0.8832665330661322,0.8952905811623246,0.9809619238476954,0.9468937875751503,0.8361723446893787
ENSNLET00000036817,0.5586172344689379,0.8597194388777555,0.7525050100200401,0.7730460921843687,0.9083166332665331,0.7835671342685371,0.8947895791583166,0.5160320641282565,0.906813627254509,0.907314629258517,1.0,0.7955911823647295,0.8587174348697395,0.905310621242485,0.8952905811623246,0.7855711422845691
ENSMNET00000064644,0.7379759519038076,0.8186372745490982,0.9183366733466933,0.7685370741482966,0.8832665330661322,0.9534068136272545,0.8376753507014028,0.5115230460921844,0.8842685370741483,0.8832665330661322,0.7955911823647295,1.0,0.783066132264529,0.8682364729458918,0.8361723446893787,0.9519038076152304
ENSNLET00000000860,0.625751503006012,0.8486973947895792,0.7835671342685371,0.8001002004008017,0.8962925851703407,0.7765531062124249,0.8887775551102205,0.5060120240480962,0.8952905811623246,0.8952905811623246,0.8587174348697395,0.783066132264529,1.0,0.8932865731462926,0.8897795591182365,0.7790581162324649
ENSCSAT00000001594,0.62625250501002,0.9278557114228457,0.8021042084168337,0.8371743486973948,0.9809619238476954,0.8381763527054108,0.9483967935871743,0.5831663326653307,0.9804609218436874,0.9809619238476954,0.905310621242485,0.8682364729458918,0.8932865731462926,1.0,0.9453907815631263,0.8356713426853707
ENSRROT00000070155,0.6157314629258517,0.9023046092184369,0.8421843687374749,0.8166332665330661,0.9478957915831663,0.8632264529058116,0.9734468937875751,0.5566132264529058,0.9473947895791583,0.9468937875751503,0.8952905811623246,0.8361723446893787,0.8897795591182365,0.9453907815631263,1.0,0.8842685370741483
ENSRROT00000070156,0.7314629258517034,0.7925851703406813,0.9579158316633266,0.7474949899799599,0.8371743486973948,0.9789579158316634,0.8632264529058116,0.48146292585170336,0.8361723446893787,0.8361723446893787,0.7855711422845691,0.9519038076152304,0.7790581162324649,0.8356713426853707,0.8842685370741483,1.0
