,ENSEBUT00000025881,ENSAOWT00000008312,ENSAHAT00000023869,ENSAHAT00000023878,ENSARWT00000026559,ENSARWT00000026561,ENSARWT00000026560,ENSPMAT00000006619,ENSDNVT00000000018,ENSAOWT00000008289,ENSAHAT00000023886,ENSDNVT00000000017,ENSAHAT00000023864,ENSEBUT00000025849,ENSAOWT00000008296
ENSEBUT00000025881,1.0,0.46258278145695364,0.43311258278145703,0.4019867549668874,0.4129139072847683,0.44172185430463573,0.43278145695364234,0.35761589403973515,0.43841059602649013,0.4427152317880795,0.4420529801324503,0.47814569536423845,0.41324503311258276,0.9430463576158941,0.4314569536423841
ENSAOWT00000008312,0.46258278145695364,1.0,0.9685430463576159,0.9288079470198676,0.9470198675496688,0.9758278145695364,0.9668874172185431,0.4579470198675497,0.9533112582781457,0.9801324503311258,0.9774834437086093,0.9145695364238411,0.9486754966887417,0.5082781456953642,0.9602649006622517
ENSAHAT00000023869,0.43311258278145703,0.9685430463576159,1.0,0.9602649006622517,0.9735099337748344,0.9447019867549669,0.9933774834437086,0.4278145695364238,0.9228476821192053,0.9486754966887417,0.9513245033112583,0.8841059602649006,0.9801324503311258,0.4788079470198676,0.9288079470198676
ENSAHAT00000023878,0.4019867549668874,0.9288079470198676,0.9602649006622517,1.0,0.9735099337748344,0.9447019867549669,0.9536423841059603,0.39768211920529795,0.9231788079470199,0.9486754966887417,0.9513245033112583,0.8844370860927152,0.9801324503311258,0.447682119205298,0.9685430463576159
ENSARWT00000026559,0.4129139072847683,0.9470198675496688,0.9735099337748344,0.9735099337748344,1.0,0.9711920529801324,0.9801324503311258,0.40827814569536425,0.9433774834437086,0.9668874172185431,0.964569536423841,0.9049668874172185,0.9933774834437086,0.4586092715231789,0.9470198675496688
ENSARWT00000026561,0.44172185430463573,0.9758278145695364,0.9447019867549669,0.9447019867549669,0.9711920529801324,1.0,0.9513245033112583,0.4370860927152318,0.9721854304635762,0.9956953642384105,0.9933774834437086,0.9337748344370861,0.964569536423841,0.4874172185430463,0.9758278145695364
ENSARWT00000026560,0.43278145695364234,0.9668874172185431,0.9933774834437086,0.9536423841059603,0.9801324503311258,0.9513245033112583,1.0,0.4281456953642384,0.9238410596026491,0.9470198675496688,0.9447019867549669,0.885430463576159,0.9735099337748344,0.4784768211920529,0.9271523178807947
ENSPMAT00000006619,0.35761589403973515,0.4579470198675497,0.4278145695364238,0.39768211920529795,0.40827814569536425,0.4370860927152318,0.4281456953642384,1.0,0.4427152317880795,0.43807947019867544,0.4367549668874172,0.4155629139072847,0.40794701986754967,0.40331125827814573,0.4278145695364238
ENSDNVT00000000018,0.43841059602649013,0.9533112582781457,0.9228476821192053,0.9231788079470199,0.9433774834437086,0.9721854304635762,0.9238410596026491,0.4427152317880795,1.0,0.9728476821192052,0.9711920529801324,0.9602649006622517,0.9423841059602649,0.483774834437086,0.9536423841059603
ENSAOWT00000008289,0.4427152317880795,0.9801324503311258,0.9486754966887417,0.9486754966887417,0.9668874172185431,0.9956953642384105,0.9470198675496688,0.43807947019867544,0.9728476821192052,1.0,0.9973509933774835,0.9341059602649007,0.9685430463576159,0.48841059602649006,0.9801324503311258
ENSAHAT00000023886,0.4420529801324503,0.9774834437086093,0.9513245033112583,0.9513245033112583,0.964569536423841,0.9933774834437086,0.9447019867549669,0.4367549668874172,0.9711920529801324,0.9973509933774835,1.0,0.9324503311258279,0.9711920529801324,0.487748344370861,0.9774834437086093
ENSDNVT00000000017,0.47814569536423845,0.9145695364238411,0.8841059602649006,0.8844370860927152,0.9049668874172185,0.9337748344370861,0.885430463576159,0.4155629139072847,0.9602649006622517,0.9341059602649007,0.9324503311258279,1.0,0.9036423841059603,0.5235099337748345,0.9149006622516557
ENSAHAT00000023864,0.41324503311258276,0.9486754966887417,0.9801324503311258,0.9801324503311258,0.9933774834437086,0.964569536423841,0.9735099337748344,0.40794701986754967,0.9423841059602649,0.9685430463576159,0.9711920529801324,0.9036423841059603,1.0,0.45894039735099335,0.9486754966887417
ENSEBUT00000025849,0.9430463576158941,0.5082781456953642,0.4788079470198676,0.447682119205298,0.4586092715231789,0.4874172185430463,0.4784768211920529,0.40331125827814573,0.483774834437086,0.48841059602649006,0.487748344370861,0.5235099337748345,0.45894039735099335,1.0,0.4771523178807947
ENSAOWT00000008296,0.4314569536423841,0.9602649006622517,0.9288079470198676,0.9685430463576159,0.9470198675496688,0.9758278145695364,0.9271523178807947,0.4278145695364238,0.9536423841059603,0.9801324503311258,0.9774834437086093,0.9149006622516557,0.9486754966887417,0.4771523178807947,1.0
