	ENSPTET00000016932	ENSMFAT00000003645	ENSPTRT00000079446	ENSPTRT00000107696	ENSGGOT00000009242	ENSPANT00000049692	ENSPPYT00000021213	ENSTGET00000007917	ENSPTRT00000095267	ENSMNET00000061914	ENSPPAT00000063901	ENSPTET00000015485	ENSPPAT00000031915	ENSNLET00000052863	ENSTGET00000000286	ENSRROT00000053142	ENSPPYT00000033219
ENSPTET00000016932	1.0	0.6055469953775039	0.6779661016949152	0.5269645608628659	0.5624036979969184	0.6024653312788906	0.6055469953775039	0.7426810477657936	0.588597842835131	0.6055469953775039	0.7426810477657936	0.7395993836671803	0.6764252696456087	0.6656394453004623	0.6024653312788906	0.7303543913713405	0.5161787365177196
ENSMFAT00000003645	0.6055469953775039	1.0	0.6964560862865947	0.29738058551617874	0.3359013867488444	0.9876733436055469	0.3775038520801233	0.7334360554699538	0.8674884437596302	0.99537750385208	0.7349768875192604	0.7272727272727273	0.6933744221879815	0.7103235747303543	0.9907550077041604	0.6795069337442219	0.5624036979969184
ENSPTRT00000079446	0.6779661016949152	0.6964560862865947	1.0	0.5377503852080123	0.5778120184899846	0.7010785824345146	0.6178736517719569	0.7026194144838213	0.7565485362095532	0.6995377503852079	0.7134052388289677	0.6964560862865947	0.9969183359013868	0.9414483821263482	0.7010785824345146	0.7565485362095532	0.7473035439137135
ENSPTRT00000107696	0.5269645608628659	0.29738058551617874	0.5377503852080123	1.0	0.8582434514637904	0.2989214175654853	0.8967642526964561	0.522342064714946	0.325115562403698	0.29738058551617874	0.5285053929121726	0.522342064714946	0.5362095531587057	0.49768875192603995	0.29738058551617874	0.5778120184899846	0.5192604006163328
ENSGGOT00000009242	0.5624036979969184	0.3359013867488444	0.5778120184899846	0.8582434514637904	1.0	0.3374422187981509	0.8813559322033898	0.5546995377503852	0.3651771956856702	0.3359013867488444	0.5624036979969184	0.5546995377503852	0.576271186440678	0.539291217257319	0.3359013867488444	0.6101694915254238	0.4530046224961479
ENSPANT00000049692	0.6024653312788906	0.9876733436055469	0.7010785824345146	0.2989214175654853	0.3374422187981509	1.0	0.3790446841294299	0.7334360554699538	0.8736517719568567	0.9830508474576272	0.7349768875192604	0.7272727272727273	0.6979969183359014	0.7149460708782742	0.9907550077041604	0.6779661016949152	0.5639445300462249
ENSPPYT00000021213	0.6055469953775039	0.3775038520801233	0.6178736517719569	0.8967642526964561	0.8813559322033898	0.3790446841294299	1.0	0.5993836671802774	0.4052388289676425	0.3775038520801233	0.6040061633281972	0.5978428351309707	0.6163328197226502	0.5778120184899846	0.3775038520801233	0.6533127889060092	0.4314329738058551
ENSTGET00000007917	0.7426810477657936	0.7334360554699538	0.7026194144838213	0.522342064714946	0.5546995377503852	0.7334360554699538	0.5993836671802774	1.0	0.6902927580893683	0.7318952234206472	0.9738058551617874	0.9815100154083204	0.6995377503852079	0.7149460708782742	0.7318952234206472	0.9275808936825886	0.5778120184899846
ENSPTRT00000095267	0.588597842835131	0.8674884437596302	0.7565485362095532	0.325115562403698	0.3651771956856702	0.8736517719568567	0.4052388289676425	0.6902927580893683	1.0	0.8690292758089369	0.6979969183359014	0.6795069337442219	0.7534668721109399	0.7503852080123267	0.8721109399075501	0.6733436055469953	0.5562403697996918
ENSMNET00000061914	0.6055469953775039	0.99537750385208	0.6995377503852079	0.29738058551617874	0.3359013867488444	0.9830508474576272	0.3775038520801233	0.7318952234206472	0.8690292758089369	1.0	0.7365177195685669	0.7257318952234206	0.6964560862865947	0.7134052388289677	0.9861325115562404	0.6779661016949152	0.5654853620955316
