	ENSGAFT00000019936	ENSPNYT00000032832	ENSCVAT00000012078	ENSPRET00000006144	ENSACIT00000027726	ENSXMAT00000037623	ENSNBRT00000025770	ENSXMAT00000030886	ENSAPOT00000009026	ENSXMAT00000030810	ENSACLT00000017832	ENSXCOT00000018788	ENSMZET00005019192	ENSPFOT00000031773	ENSKMAT00000003799	ENSORLT00000034759	ENSSPAT00000005104	ENSPRNT00000007772	ENSPFOT00000025488	ENSHBUT00000004700
ENSGAFT00000019936	1.0	0.7096303501945526	0.7563229571984436	0.8399805447470817	0.7023346303501945	0.948929961089494	0.6994163424124513	0.9275291828793776	0.6240272373540856	0.948929961089494	0.7081712062256809	0.9270428015564204	0.7096303501945526	0.7845330739299611	0.7441634241245136	0.7480544747081712	0.6298638132295721	0.7227626459143969	0.6643968871595329	0.7101167315175098
ENSPNYT00000032832	0.7096303501945526	1.0	0.6293774319066148	0.5992217898832685	0.8273346303501945	0.7208171206225681	0.9528210116731516	0.703307392996109	0.6799610894941635	0.7208171206225681	0.9858949416342412	0.732976653696498	0.9965953307392996	0.5826848249027238	0.6678015564202334	0.7222762645914397	0.6804474708171206	0.7791828793774319	0.5189688715953308	0.9956225680933852
ENSCVAT00000012078	0.7563229571984436	0.6293774319066148	1.0	0.6828793774319066	0.6327821011673151	0.7490272373540856	0.6147859922178989	0.7451361867704279	0.541828793774319	0.7490272373540856	0.6288910505836576	0.7300583657587548	0.6313229571984436	0.6172178988326849	0.7076848249027238	0.64931906614786	0.5447470817120622	0.6322957198443578	0.5053501945525292	0.6318093385214008
ENSPRET00000006144	0.8399805447470817	0.5992217898832685	0.6828793774319066	1.0	0.6065175097276264	0.8326848249027238	0.5875486381322957	0.8078793774319066	0.5102140077821011	0.8326848249027238	0.5972762645914397	0.8093385214007782	0.5982490272373541	0.6770428015564203	0.6585603112840467	0.6395914396887159	0.5150778210116731	0.6089494163424124	0.5525291828793775	0.5987354085603113
ENSACIT00000027726	0.7023346303501945	0.8273346303501945	0.6327821011673151	0.6065175097276264	1.0	0.7164396887159533	0.8336575875486382	0.7106031128404671	0.6639105058365758	0.7164396887159533	0.8229571984435797	0.7276264591439688	0.8278210116731517	0.5676070038910506	0.6575875486381323	0.7071984435797666	0.6678015564202334	0.7519455252918288	0.4980544747081712	0.8273346303501945
ENSXMAT00000037623	0.948929961089494	0.7208171206225681	0.7490272373540856	0.8326848249027238	0.7164396887159533	1.0	0.7091439688715954	0.9737354085603112	0.6332684824902723	1.0	0.7188715953307393	0.9722762645914396	0.7203307392996109	0.7782101167315175	0.7363813229571985	0.7465953307392996	0.6415369649805448	0.7378404669260701	0.681420233463035	0.7208171206225681
ENSNBRT00000025770	0.6994163424124513	0.9528210116731516	0.6147859922178989	0.5875486381322957	0.8336575875486382	0.7091439688715954	1.0	0.6960116731517509	0.6527237354085603	0.7091439688715954	0.948929961089494	0.72568093385214	0.9537937743190662	0.5632295719844358	0.6522373540856031	0.6950389105058365	0.6551556420233463	0.7519455252918288	0.517023346303502	0.953307392996109
ENSXMAT00000030886	0.9275291828793776	0.703307392996109	0.7451361867704279	0.8078793774319066	0.7106031128404671	0.9737354085603112	0.6960116731517509	1.0	0.6230544747081712	0.9737354085603112	0.7013618677042801	0.9649805447470816	0.7028210116731517	0.7840466926070039	0.7232490272373541	0.7324902723735408	0.627431906614786	0.7222762645914397	0.7067120622568094	0.703307392996109
ENSAPOT00000009026	0.6240272373540856	0.6799610894941635	0.541828793774319	0.5102140077821011	0.6639105058365758	0.6332684824902723	0.6527237354085603	0.6230544747081712	1.0	0.6332684824902723	0.6760700389105059	0.6473735408560312	0.6794747081712063	0.49756809338521396	0.5622568093385214	0.6288910505836576	0.8176070038910506	0.7242217898832685	0.4513618677042801	0.6785019455252919
ENSXMAT00000030810	0.948929961089494	0.7208171206225681	0.7490272373540856	0.8326848249027238	0.7164396887159533	1.0	0.7091439688715954	0.9737354085603112	0.6332684824902723	1.0	0.7188715953307393	0.9722762645914396	0.7203307392996109	0.7782101167315175	0.7363813229571985	0.7465953307392996	0.6415369649805448	0.7378404669260701	0.681420233463035	0.7208171206225681
