,ENSCHAT00000001924,ENSDCDT00000037193,ENSDCDT00000022317,ENSDCDT00000022354,ENSDCDT00000032878,ENSDCDT00000022358,ENSECRT00000015671,ENSHHUT00000012419,ENSDCDT00000033353,ENSDCDT00000033352,ENSDCDT00000036980,ENSDCDT00000033391,ENSDCDT00000022327,ENSDCDT00000022366,ENSDCDT00000032899,ENSDCDT00000037108,ENSDCDT00000022385,ENSPKIT00000039748,ENSDCDT00000037171,ENSDCDT00000037172,ENSDCDT00000022291,ENSDCDT00000037034,ENSDCDT00000036979,ENSDCDT00000033241,ENSDCDT00000022133,ENSDCDT00000022111,ENSDCDT00000033387,ENSDCDT00000032702
ENSCHAT00000001924,1.0,0.7646812080536913,0.8032718120805369,0.6040268456375839,0.7483221476510067,0.7361577181208053,0.7235738255033557,0.6682046979865772,0.736996644295302,0.7932046979865772,0.6862416107382551,0.7248322147651006,0.6518456375838926,0.7265100671140939,0.7390939597315436,0.7588087248322147,0.7462248322147651,0.674496644295302,0.7990771812080537,0.7319630872483222,0.7613255033557047,0.7160234899328859,0.7063758389261745,0.7730704697986577,0.7374161073825504,0.7466442953020134,0.7273489932885906,0.8171140939597316
ENSDCDT00000037193,0.7646812080536913,1.0,0.8661912751677853,0.7818791946308725,0.8158557046979866,0.927013422818792,0.7562919463087249,0.7827181208053692,0.9261744966442953,0.8758389261744967,0.8917785234899329,0.9064597315436241,0.8510906040268457,0.9156879194630873,0.7965604026845637,0.8481543624161074,0.9454697986577181,0.7957214765100671,0.8812919463087249,0.9421140939597316,0.8364093959731543,0.9316275167785235,0.7927852348993288,0.8456375838926175,0.7973993288590604,0.8166946308724832,0.9148489932885906,0.7923657718120806
ENSDCDT00000022317,0.8032718120805369,0.8661912751677853,1.0,0.7269295302013423,0.8783557046979866,0.8485738255033557,0.7688758389261745,0.7281879194630873,0.847734899328859,0.9190436241610739,0.7890100671140939,0.8305369127516778,0.764261744966443,0.8422818791946308,0.8682885906040269,0.8905201342281879,0.8586409395973155,0.7260906040268457,0.9848993288590604,0.8334731543624161,0.9031040268456376,0.8154362416107382,0.826761744966443,0.9039429530201343,0.8699664429530202,0.8800335570469798,0.8414429530201343,0.8615771812080537
ENSDCDT00000022354,0.6040268456375839,0.7818791946308725,0.7269295302013423,1.0,0.6682046979865772,0.8464765100671141,0.6044463087248322,0.6765939597315436,0.8456375838926175,0.7046979865771812,0.714765100671141,0.8292785234899329,0.9307885906040269,0.7680369127516778,0.673238255033557,0.6526845637583892,0.7743288590604027,0.6442953020134228,0.7118288590604027,0.8313758389261745,0.665268456375839,0.7730704697986577,0.6157718120805369,0.674496644295302,0.6740771812080537,0.6690436241610739,0.7671979865771812,0.673238255033557
ENSDCDT00000032878,0.7483221476510067,0.8158557046979866,0.8783557046979866,0.6682046979865772,1.0,0.798238255033557,0.7034395973154363,0.6703020134228188,0.7990771812080537,0.8712248322147651,0.7621644295302014,0.7919463087248322,0.7139261744966443,0.8154362416107382,0.9354026845637584,0.8225671140939598,0.8083053691275168,0.6619127516778524,0.863255033557047,0.7831375838926175,0.8351510067114094,0.7651006711409396,0.9450503355704698,0.9609899328859061,0.9337248322147651,0.9983221476510067,0.8162751677852349,0.8439597315436241
ENSDCDT00000022358,0.7361577181208053,0.927013422818792,0.8485738255033557,0.8464765100671141,0.798238255033557,1.0,0.7177013422818792,0.7571308724832215,0.9991610738255033,0.8582214765100671,0.8364093959731543,0.8804530201342282,0.9156879194630873,0.8896812080536913,0.7789429530201343,0.8062080536912751,0.9194630872483222,0.764261744966443,0.8334731543624161,0.9848993288590604,0.8187919463087249,0.8762583892617449,0.7458053691275168,0.8280201342281879,0.7797818791946308,0.7990771812080537,0.8888422818791947,0.774748322147651
ENSECRT00000015671,0.7235738255033557,0.7562919463087249,0.7688758389261745,0.6044463087248322,0.7034395973154363,0.7177013422818792,1.0,0.7667785234899329,0.7181208053691275,0.7470637583892618,0.6833053691275168,0.7093120805369127,0.6333892617449665,0.7105704697986577,0.6929530201342282,0.714765100671141,0.727768456375839,0.7814597315436241,0.774748322147651,0.7235738255033557,0.712248322147651,0.7105704697986577,0.675755033557047,0.722734899328859,0.6925335570469798,0.7030201342281879,0.7109899328859061,0.6887583892617449
ENSHHUT00000012419,0.6682046979865772,0.7827181208053692,0.7281879194630873,0.6765939597315436,0.6703020134228188,0.7571308724832215,0.7667785234899329,1.0,0.7571308724832215,0.7067953020134228,0.7172818791946308,0.7810402684563759,0.6728187919463087,0.7609060402684564,0.6753355704697986,0.6610738255033557,0.7671979865771812,0.8003355704697986,0.7210570469798657,0.75,0.6665268456375839,0.7336409395973155,0.6266778523489933,0.6765939597315436,0.6753355704697986,0.6703020134228188,0.7609060402684564,0.6753355704697986
ENSDCDT00000033353,0.736996644295302,0.9261744966442953,0.847734899328859,0.8456375838926175,0.7990771812080537,0.9991610738255033,0.7181208053691275,0.7571308724832215,1.0,0.8590604026845637,0.8355704697986577,0.8812919463087249,0.9148489932885906,0.8888422818791947,0.7797818791946308,0.8053691275167785,0.9186241610738255,0.7646812080536913,0.8326342281879194,0.9840604026845637,0.8179530201342282,0.8754194630872483,0.7449664429530202,0.8288590604026845,0.7789429530201343,0.798238255033557,0.8896812080536913,0.7755872483221476
ENSDCDT00000033352,0.7932046979865772,0.8758389261744967,0.9190436241610739,0.7046979865771812,0.8712248322147651,0.8582214765100671,0.7470637583892618,0.7067953020134228,0.8590604026845637,1.0,0.785234899328859,0.8309563758389261,0.7739093959731543,0.8385067114093959,0.8519295302013423,0.8766778523489933,0.8682885906040269,0.7143456375838926,0.9039429530201343,0.8431208053691275,0.889261744966443,0.8250838926174496,0.8162751677852349,0.9010067114093959,0.850251677852349,0.8695469798657718,0.8393456375838926,0.847734899328859
