,ENSDORT00000009476,ENSPSMT00000026045,ENSPSMT00000026042,ENSPSMT00000026040,ENSCCNT00000032873,ENSOGAT00000004860,ENSMOCT00000018476,ENSPCOT00000042273,ENSPCOT00000042272,ENSMICT00000052870,ENSMICT00000042176,ENSPSMT00000026051,ENSMICT00000013077,ENSPCOT00000042274
ENSDORT00000009476,1.0,0.840258541089566,0.8734995383194829,0.9141274238227147,0.9289012003693444,0.9012003693444137,0.8965835641735919,0.8753462603878116,0.9150507848568791,0.7746999076638966,0.4404432132963989,0.4385964912280702,0.8799630655586335,0.4404432132963989
ENSPSMT00000026045,0.840258541089566,1.0,0.8725761772853186,0.9168975069252078,0.8587257617728532,0.8707294552169899,0.8430286241920592,0.8522622345337026,0.8956602031394275,0.7534626038781164,0.38134810710988,0.3850415512465374,0.8568790397045245,0.3785780240073868
ENSPSMT00000026042,0.8734995383194829,0.8725761772853186,1.0,0.9556786703601108,0.8919667590027701,0.9021237303785781,0.8716528162511542,0.9778393351800554,0.9335180055401662,0.7922437673130194,0.46906740535549396,0.4736842105263157,0.9824561403508771,0.4662973222530009
ENSPSMT00000026040,0.9141274238227147,0.9168975069252078,0.9556786703601108,1.0,0.9344413665743305,0.9464450600184672,0.9141274238227147,0.9335180055401662,0.976915974145891,0.8347183748845799,0.4626038781163435,0.4681440443213296,0.938134810710988,0.45983379501385047
ENSCCNT00000032873,0.9289012003693444,0.8587257617728532,0.8919667590027701,0.9344413665743305,1.0,0.9113573407202216,0.9159741458910434,0.889196675900277,0.9307479224376731,0.7876269621421976,0.4404432132963989,0.4422899353647276,0.8928901200369345,0.4404432132963989
ENSOGAT00000004860,0.9012003693444137,0.8707294552169899,0.9021237303785781,0.9464450600184672,0.9113573407202216,1.0,0.8919667590027701,0.8947368421052632,0.938134810710988,0.7940904893813481,0.44690674053554935,0.44875346260387805,0.8975069252077562,0.445983379501385
ENSMOCT00000018476,0.8965835641735919,0.8430286241920592,0.8716528162511542,0.9141274238227147,0.9159741458910434,0.8919667590027701,1.0,0.863342566943675,0.9048938134810711,0.7617728531855956,0.43397968605724846,0.4367497691597415,0.8670360110803325,0.4349030470914128
ENSPCOT00000042273,0.8753462603878116,0.8522622345337026,0.9778393351800554,0.9335180055401662,0.889196675900277,0.8947368421052632,0.863342566943675,1.0,0.9556786703601108,0.7848568790397045,0.46537396121883656,0.4662973222530009,0.9750692520775623,0.4736842105263157
ENSPCOT00000042272,0.9150507848568791,0.8956602031394275,0.9335180055401662,0.976915974145891,0.9307479224376731,0.938134810710988,0.9048938134810711,0.9556786703601108,1.0,0.8282548476454293,0.45983379501385047,0.45983379501385047,0.9307479224376731,0.4681440443213296
ENSMICT00000052870,0.7746999076638966,0.7534626038781164,0.7922437673130194,0.8347183748845799,0.7876269621421976,0.7940904893813481,0.7617728531855956,0.7848568790397045,0.8282548476454293,1.0,0.32225300092336107,0.31671283471837486,0.8097876269621422,0.3139427516158818
ENSMICT00000042176,0.4404432132963989,0.38134810710988,0.46906740535549396,0.4626038781163435,0.4404432132963989,0.44690674053554935,0.43397968605724846,0.46537396121883656,0.45983379501385047,0.32225300092336107,1.0,0.9944598337950139,0.4736842105263157,0.9916897506925207
ENSPSMT00000026051,0.4385964912280702,0.3850415512465374,0.4736842105263157,0.4681440443213296,0.4422899353647276,0.44875346260387805,0.4367497691597415,0.4662973222530009,0.45983379501385047,0.31671283471837486,0.9944598337950139,1.0,0.46906740535549396,0.9916897506925207
ENSMICT00000013077,0.8799630655586335,0.8568790397045245,0.9824561403508771,0.938134810710988,0.8928901200369345,0.8975069252077562,0.8670360110803325,0.9750692520775623,0.9307479224376731,0.8097876269621422,0.4736842105263157,0.46906740535549396,1.0,0.46537396121883656
ENSPCOT00000042274,0.4404432132963989,0.3785780240073868,0.4662973222530009,0.45983379501385047,0.4404432132963989,0.445983379501385,0.4349030470914128,0.4736842105263157,0.4681440443213296,0.3139427516158818,0.9916897506925207,0.9916897506925207,0.46537396121883656,1.0
