	ENSCPUT00000007879	ENSCPUT00000007876	ENSCMIT00000002183	ENSCJPT00005012311	ENSCJPT00005012865	ENSCJPT00005012312	ENSGALT00000044150	ENSABRT00000035315	ENSLCOT00000011365	ENSABRT00000035219	ENSMGAT00000002272	ENSNMET00000026621
ENSCPUT00000007879	1.0	0.9000492368291482	0.4899064500246184	0.33677991137370755	0.7631708517971443	0.311176760216642	0.2688330871491875	0.3471196454948302	0.7853274249138356	0.8488429345150172	0.3328409650418513	0.2717872968980798
ENSCPUT00000007876	0.9000492368291482	1.0	0.4401772525849335	0.3032988675529296	0.6967011324470704	0.2776957163958641	0.3648449039881832	0.3185622845888725	0.7021171836533727	0.7676021664204825	0.2983751846381093	0.3677991137370753
ENSCMIT00000002183	0.4899064500246184	0.4401772525849335	1.0	0.378138847858198	0.517971442639094	0.3540128015755786	0.31610044313146235	0.3865091088133924	0.4559330379123585	0.4928606597735106	0.37419990152634175	0.31806991629739045
ENSCJPT00005012311	0.33677991137370755	0.3032988675529296	0.378138847858198	1.0	0.3751846381093058	0.9630723781388478	0.8168389955686853	0.8852781880846874	0.33677991137370755	0.3431806991629739	0.9192516001969472	0.8168389955686853
ENSCJPT00005012865	0.7631708517971443	0.6967011324470704	0.517971442639094	0.3751846381093058	1.0	0.3490891186607583	0.3106843919251601	0.3855243722304284	0.6937469226981783	0.7961595273264401	0.3874938453963565	0.31265386509108817
ENSCJPT00005012312	0.311176760216642	0.2776957163958641	0.3540128015755786	0.9630723781388478	0.3490891186607583	1.0	0.8537666174298375	0.8522895125553914	0.31265386509108817	0.3185622845888725	0.8828163466272771	0.8537666174298375
ENSGALT00000044150	0.2688330871491875	0.3648449039881832	0.31610044313146235	0.8168389955686853	0.3106843919251601	0.8537666174298375	1.0	0.7676021664204825	0.2683407188577056	0.2796651895617922	0.7936976858690301	0.9581486952240276
ENSABRT00000035315	0.3471196454948302	0.3185622845888725	0.3865091088133924	0.8852781880846874	0.3855243722304284	0.8522895125553914	0.7676021664204825	1.0	0.3417035942885278	0.3559822747415067	0.8665681930083703	0.7744953225012309
ENSLCOT00000011365	0.7853274249138356	0.7021171836533727	0.4559330379123585	0.33677991137370755	0.6937469226981783	0.31265386509108817	0.2683407188577056	0.3417035942885278	1.0	0.7543082225504677	0.3668143771541113	0.2688330871491875
ENSABRT00000035219	0.8488429345150172	0.7676021664204825	0.4928606597735106	0.3431806991629739	0.7961595273264401	0.3185622845888725	0.2796651895617922	0.3559822747415067	0.7543082225504677	1.0	0.34515017232890194	0.2836041358936485
ENSMGAT00000002272	0.3328409650418513	0.2983751846381093	0.37419990152634175	0.9192516001969472	0.3874938453963565	0.8828163466272771	0.7936976858690301	0.8665681930083703	0.3668143771541113	0.34515017232890194	1.0	0.7902511078286558
ENSNMET00000026621	0.2717872968980798	0.3677991137370753	0.31806991629739045	0.8168389955686853	0.31265386509108817	0.8537666174298375	0.9581486952240276	0.7744953225012309	0.2688330871491875	0.2836041358936485	0.7902511078286558	1.0
