	ENSIPUT00000024496	ENSPKIT00000004044	ENSIPUT00000024528	ENSPKIT00000032867	ENSIPUT00000024611	ENSPKIT00000032904	ENSSFOT00015035017	ENSCHAT00000049246	ENSCHAT00000049262	ENSIPUT00000024565	ENSIPUT00000024581	ENSHHUT00000083269	ENSDART00000161753	ENSDART00000160711	ENSPNAT00000037256	ENSHHUT00000083288	ENSDCDT00000014588	ENSDCDT00000014606	ENSSFOT00015034970	ENSDART00000161289	ENSCHAT00000049457	ENSPKIT00000032895	ENSPKIT00000003981	ENSPKIT00000032915	ENSHHUT00000083476	ENSELUT00000032269	ENSCHAT00000049432	ENSHHUT00000083481	ENSDART00000162834	ENSDCDT00000014987	ENSSFOT00015035002	ENSCHAT00000049332	ENSSFOT00015034984	ENSPNAT00000037238	ENSHHUT00000083238	ENSCHAT00000049372	ENSDART00000159899	ENSEEET00000035044	ENSPNAT00000021936	ENSCHAT00000049303	ENSDCDT00000014602	ENSDCDT00000014613	ENSDCDT00000014803	ENSHHUT00000083468	ENSHHUT00000041931	ENSELUT00000032274	ENSPKIT00000032885	ENSSFOT00015002307	ENSCHAT00000049485	ENSAMXT00000048268	ENSHHUT00000083501	ENSPNAT00000022015	ENSDCDT00000014868	ENSCHAT00000049399	ENSPKIT00000004012	ENSHHUT00000083285	ENSAMXT00000033115
ENSIPUT00000024496	1.0	0.8165810711665444	0.9911958914159942	0.8484959647835657	0.9618488628026411	0.8059427732942039	0.8701393983859135	0.7593543653705063	0.8708730741012473	0.9383712399119588	0.9735876742479824	0.8694057226705796	0.8268525311812179	0.8338224504768892	0.5326485693323549	0.8462949376375642	0.8253851797505503	0.892516507703595	0.8250183418928834	0.7883345561261922	0.8345561261922231	0.8059427732942039	0.8569332355099046	0.8484959647835657	0.7934702861335291	0.5	0.8264856933235509	0.7516507703595011	0.7916360968451944	0.8554658840792372	0.8514306676449009	0.8129126925898753	0.8187820983125459	0.6768158473954512	0.8198826118855466	0.8760088041085841	0.8268525311812179	0.6713132795304475	0.6797505502567865	0.9152604548789436	0.9145267791636096	0.8063096111518708	0.8165810711665444	0.8584005869405723	0.6925898752751284	0.6423330887747616	0.8059427732942039	0.5715333822450477	0.8360234776228906	0.8110785033015407	0.8107116654438739	0.6603081438004402	0.8033749082905356	0.7945707997065297	0.9057226705796038	0.8668378576669112	0.8044754218635363
ENSPKIT00000004044	0.8165810711665444	1.0	0.8253851797505503	0.8866471019809244	0.8305209097578871	0.8407923697725606	0.9009537784299341	0.7802641232575201	0.8800440205429201	0.8738077769625825	0.842993396918562	0.7887013939838592	0.8521643433602347	0.8444607483492297	0.5612619222303742	0.8151137197358768	0.8532648569332355	0.8730741012472487	0.8558327219369039	0.7982391782831988	0.8580337490829053	0.8407923697725606	0.958914159941306	0.8866471019809244	0.8242846661775495	0.5264123257520176	0.8503301540719003	0.7824651504035216	0.8015407190022009	0.8855465884079237	0.8822450476889215	0.8367571533382245	0.8657373440939105	0.6914893617021277	0.8382245047688921	0.8503301540719003	0.8521643433602347	0.6379310344827587	0.6500366837857667	0.8404255319148937	0.8466617754952311	0.8341892883345561	0.8470286133528979	0.8752751283932502	0.6757153338224505	0.6779163609684521	0.8407923697725606	0.5953778429933969	0.859501100513573	0.776962582538518	0.8448275862068966	0.6749816581071166	0.8338224504768892	0.8154805575935437	0.9060895084372708	0.8019075568598679	0.7237710931768159
ENSIPUT00000024528	0.9911958914159942	0.8253851797505503	1.0	0.8573000733675715	0.9706529713866472	0.8147468818782099	0.8628026412325752	0.7681584739545121	0.8650036683785767	0.9471753484959649	0.9647835656639764	0.8624358033749083	0.8356566397652238	0.8272193690388848	0.541452677916361	0.8393250183418929	0.8341892883345561	0.9013206162876009	0.8176815847395451	0.7817314746881878	0.8433602347762289	0.8147468818782099	0.8657373440939105	0.8573000733675715	0.8022743947175348	0.5088041085840058	0.8352898019075569	0.7604548789435069	0.7850330154071901	0.8642699926632429	0.8440939104915627	0.8217168011738811	0.8275862068965517	0.6856199559794571	0.8129126925898753	0.8848129126925899	0.8356566397652238	0.6801173881144534	0.6885546588407924	0.9240645634629494	0.9233308877476156	0.8151137197358768	0.8253851797505503	0.8672046955245781	0.7013939838591343	0.6511371973587674	0.8147468818782099	0.5803374908290535	0.8448275862068966	0.8198826118855466	0.8195157740278797	0.669112252384446	0.8121790168745414	0.8033749082905356	0.9145267791636096	0.8756419662509171	0.8132795304475422
ENSPKIT00000032867	0.8484959647835657	0.8866471019809244	0.8573000733675715	1.0	0.8624358033749083	0.9413059427732942	0.9229640498899486	0.8151137197358768	0.9148936170212766	0.9049889948642701	0.8749082905355833	0.8158473954512105	0.884446074834923	0.8730741012472487	0.5484225972120322	0.8422597212032281	0.8807776962582539	0.8954512105649303	0.8778429933969185	0.8305209097578871	0.8936170212765957	0.9413059427732942	0.9244314013206164	1.0	0.8547322083639032	0.520909757887014	0.8851797505502568	0.8129126925898753	0.8338224504768892	0.9075568598679384	0.9042553191489362	0.8712399119589141	0.8877476155539251	0.7318415260454879	0.8661041819515775	0.8859134262655907	0.884446074834923	0.6797505502567865	0.6870873074101247	0.8760088041085841	0.8690388848129127	0.8624358033749083	0.8683052090975789	0.9035216434336024	0.7087307410124725	0.7134996331621424	0.9413059427732942	0.5935436537050623	0.8969185619955979	0.8103448275862069	0.8727072633895818	0.7153338224504769	0.8550990462215701	0.8547322083639032	0.8741746148202495	0.8290535583272194	0.7567865003668378
ENSIPUT00000024611	0.9618488628026411	0.8305209097578871	0.9706529713866472	0.8624358033749083	1.0	0.8169479090242113	0.8679383712399119	0.776962582538518	0.8701393983859135	0.917828319882612	0.9354365370506236	0.8741746148202495	0.8378576669112252	0.8389581804842259	0.5502567865003668	0.851063829787234	0.8363903154805576	0.9064563462949377	0.8290535583272194	0.7905355832721936	0.8484959647835657	0.8169479090242113	0.8708730741012473	0.8624358033749083	0.8044754218635363	0.5176082171680118	0.8470286133528979	0.7692589875275129	0.7938371239911959	0.8694057226705796	0.8554658840792372	0.8334556126192223	0.8389581804842259	0.6944240645634631	0.8246515040352165	0.8899486426999267	0.8378576669112252	0.6885546588407924	0.6907556859867938	0.929200293470286	0.9284666177549524	0.8173147468818782	0.8367571533382245	0.8550990462215701	0.7035950110051358	0.6533382245047689	0.8169479090242113	0.5876742479823918	0.8499633162142333	0.8250183418928834	0.8312545854732208	0.6779163609684521	0.8341892883345561	0.8055759354365369	0.9196625091709464	0.8873807776962582	0.8154805575935437
ENSPKIT00000032904	0.8059427732942039	0.8407923697725606	0.8147468818782099	0.9413059427732942	0.8169479090242113	1.0	0.876375641966251	0.7699926632428467	0.8668378576669112	0.8624358033749083	0.8323550990462216	0.7692589875275129	0.921863536316948	0.8250183418928834	0.5946441672780631	0.7956713132795304	0.9181951577402788	0.8495964783565664	0.8312545854732208	0.8679383712399119	0.8455612619222304	1.0	0.8785766691122524	0.9413059427732942	0.9009537784299341	0.5671313279530448	0.8371239911958914	0.8591342626559061	0.8712399119589141	0.8716067498165808	0.8576669112252384	0.8231841526045488	0.8411592076302274	0.7780630961115187	0.8195157740278797	0.8378576669112252	0.921863536316948	0.7259721203228173	0.7333088774761556	0.8279530447542186	0.8231841526045488	0.9086573734409392	0.8224504768892149	0.8657373440939105	0.7549523110785032	0.7597212032281732	1.0	0.6397652237710931	0.8488628026412326	0.7619222303741746	0.826118855465884	0.7615553925165077	0.8092443140132062	0.9064563462949377	0.8283198826118855	0.7824651504035216	0.8030080704328687
ENSSFOT00015035017	0.8701393983859135	0.9009537784299341	0.8628026412325752	0.9229640498899486	0.8679383712399119	0.876375641966251	1.0	0.8191489361702128	0.9369038884812912	0.9115920763022743	0.8965517241379308	0.8418928833455612	0.8822450476889215	0.8917828319882611	0.5392516507703595	0.8683052090975789	0.8870139398385913	0.909024211298606	0.95487894350697	0.8437270726338958	0.8969185619955979	0.876375641966251	0.9409391049156272	0.9229640498899486	0.8573000733675715	0.5139398385913426	0.8892149669845928	0.8154805575935437	0.8470286133528979	0.921129860601614	0.9812912692589876	0.8756419662509171	0.9449743213499632	0.7285399853264857	0.8917828319882611	0.8888481291269259	0.8822450476889215	0.6713132795304475	0.6812179016874541	0.8789435069699193	0.8826118855465884	0.8686720469552458	0.8826118855465884	0.9093910491562728	0.7032281731474688	0.7050623624358033	0.876375641966251	0.5847395451210565	0.8991195891415994	0.8162142333088774	0.8789435069699193	0.7120322817314747	0.8694057226705796	0.8528980190755686	0.888481291269259	0.8356566397652238	0.7564196625091709
ENSCHAT00000049246	0.7593543653705063	0.7802641232575201	0.7681584739545121	0.8151137197358768	0.776962582538518	0.7699926632428467	0.8191489361702128	1.0	0.880410858400587	0.8187820983125459	0.7857666911225238	0.8059427732942039	0.7879677182685253	0.8565663976522377	0.52494497432135	0.8323550990462216	0.7989728539985327	0.8173147468818782	0.8528980190755686	0.8107116654438739	0.8584005869405723	0.7699926632428467	0.8191489361702128	0.8151137197358768	0.7663242846661775	0.4955979457079971	0.9284666177549524	0.8011738811445341	0.8140132061628761	0.8312545854732208	0.8338224504768892	0.9192956713132796	0.8628026412325752	0.7157006603081438	0.8561995597945709	0.8473954512105649	0.7879677182685253	0.6533382245047689	0.586940572267058	0.8374908290535583	0.7909024211298606	0.7795304475421864	0.8727072633895818	0.8191489361702128	0.6096845194424064	0.6100513573000733	0.7699926632428467	0.5113719735876743	0.8561995597945709	0.7182685253118122	0.8628026412325752	0.6991929567131328	0.8140132061628761	0.8125458547322084	0.7696258253851798	0.8191489361702128	0.6610418195157739
ENSCHAT00000049262	0.8708730741012473	0.8800440205429201	0.8650036683785767	0.9148936170212766	0.8701393983859135	0.8668378576669112	0.9369038884812912	0.880410858400587	1.0	0.9156272927366104	0.8972853998532648	0.8466617754952311	0.8848129126925899	0.8936170212765957	0.5425531914893617	0.8730741012472487	0.8958180484225972	0.9170946441672779	0.8917828319882611	0.8448275862068966	0.958180484225972	0.8668378576669112	0.9189288334556126	0.9148936170212766	0.8631694790902421	0.5139398385913426	0.9504768892149671	0.8213499633162142	0.8481291269258987	0.9310344827586208	0.9181951577402788	0.9354365370506236	0.8837123991195891	0.7333088774761556	0.8969185619955979	0.9471753484959649	0.8848129126925899	0.6731474688187821	0.6837857666911226	0.937270726338958	0.8906823184152605	0.876375641966251	0.892516507703595	0.9159941305942774	0.7065297138664709	0.7068965517241379	0.8668378576669112	0.5818048422597212	0.9559794570799708	0.818048422597212	0.8859134262655907	0.7168011738811445	0.8793103448275862	0.9093910491562728	0.8694057226705796	0.8422597212032281	0.7578870139398386
ENSIPUT00000024565	0.9383712399119588	0.8738077769625825	0.9471753484959649	0.9049889948642701	0.917828319882612	0.8624358033749083	0.9115920763022743	0.8187820983125459	0.9156272927366104	1.0	0.9647835656639764	0.8129126925898753	0.8862802641232576	0.8778429933969185	0.541452677916361	0.8393250183418929	0.8840792369772561	0.9013206162876009	0.8664710198092443	0.8323550990462216	0.8939838591342627	0.8624358033749083	0.9141599413059428	0.9049889948642701	0.8517975055025678	0.5088041085840058	0.8859134262655907	0.8099779897285401	0.8356566397652238	0.9141599413059428	0.8928833455612619	0.8723404255319149	0.876375641966251	0.7366104181951577	0.8624358033749083	0.8848129126925899	0.8862802641232576	0.6801173881144534	0.6885546588407924	0.8749082905355833	0.8749082905355833	0.8650036683785767	0.8752751283932502	0.9167278063096111	0.7013939838591343	0.7002934702861335	0.8624358033749083	0.5803374908290535	0.8954512105649303	0.8198826118855466	0.8690388848129127	0.7201027146001467	0.8620689655172413	0.8539985326485693	0.8657373440939105	0.826118855465884	0.7619222303741746
