	ENSPSMT00000005967	ENSPPAT00000032587	ENSPPAT00000032582	ENSVURT00010024380	ENSMICT00000004472	ENSPCIT00000026415	ENSPTRT00000091002	ENSPCOT00000019416	ENSMODT00000011683	ENSPTRT00000004077	ENSSHAT00000002990	ENST00000355360	ENST00000329291	ENSMICT00000065817
ENSPSMT00000005967	1.0	0.8941828254847646	0.9069252077562326	0.7778393351800554	0.9545706371191136	0.7772853185595567	0.906371191135734	0.9590027700831024	0.7734072022160665	0.8936288088642659	0.7578947368421053	0.5357340720221606	0.9091412742382272	0.9545706371191136
ENSPPAT00000032587	0.8941828254847646	1.0	0.9861495844875346	0.7595567867036012	0.8908587257617728	0.7617728531855956	0.985595567867036	0.8919667590027701	0.7601108033240997	0.9994459833795014	0.7457063711911357	0.5861495844875346	0.9778393351800554	0.8908587257617728
ENSPPAT00000032582	0.9069252077562326	0.9861495844875346	1.0	0.7717451523545706	0.903601108033241	0.7745152354570637	0.9994459833795014	0.9047091412742382	0.7722991689750692	0.985595567867036	0.7573407202216067	0.5811634349030471	0.9916897506925209	0.903601108033241
ENSVURT00010024380	0.7778393351800554	0.7595567867036012	0.7717451523545706	1.0	0.7800554016620499	0.9783933518005541	0.771191135734072	0.7734072022160665	0.9451523545706372	0.7590027700831025	0.9379501385041552	0.4542936288088642	0.7745152354570637	0.7800554016620499
ENSMICT00000004472	0.9545706371191136	0.8908587257617728	0.903601108033241	0.7800554016620499	1.0	0.7806094182825485	0.9030470914127424	0.9506925207756232	0.7717451523545706	0.8903047091412742	0.7578947368421053	0.5357340720221606	0.906371191135734	1.0
ENSPCIT00000026415	0.7772853185595567	0.7617728531855956	0.7745152354570637	0.9783933518005541	0.7806094182825485	1.0	0.7739612188365651	0.7761772853185596	0.9385041551246538	0.7612188365650969	0.9296398891966758	0.4570637119113574	0.7772853185595567	0.7806094182825485
ENSPTRT00000091002	0.906371191135734	0.985595567867036	0.9994459833795014	0.771191135734072	0.9030470914127424	0.7739612188365651	1.0	0.9041551246537396	0.7717451523545706	0.9861495844875346	0.7567867036011079	0.5811634349030471	0.9911357340720222	0.9030470914127424
ENSPCOT00000019416	0.9590027700831024	0.8919667590027701	0.9047091412742382	0.7734072022160665	0.9506925207756232	0.7761772853185596	0.9041551246537396	1.0	0.7662049861495844	0.8914127423822714	0.7551246537396122	0.5379501385041551	0.9058171745152356	0.9506925207756232
ENSMODT00000011683	0.7734072022160665	0.7601108033240997	0.7722991689750692	0.9451523545706372	0.7717451523545706	0.9385041551246538	0.7717451523545706	0.7662049861495844	1.0	0.7595567867036012	0.9263157894736842	0.4548476454293629	0.7750692520775623	0.7717451523545706
ENSPTRT00000004077	0.8936288088642659	0.9994459833795014	0.985595567867036	0.7590027700831025	0.8903047091412742	0.7612188365650969	0.9861495844875346	0.8914127423822714	0.7595567867036012	1.0	0.7451523545706371	0.5861495844875346	0.9772853185595568	0.8903047091412742
ENSSHAT00000002990	0.7578947368421053	0.7457063711911357	0.7573407202216067	0.9379501385041552	0.7578947368421053	0.9296398891966758	0.7567867036011079	0.7551246537396122	0.9263157894736842	0.7451523545706371	1.0	0.4404432132963989	0.7595567867036012	0.7578947368421053
ENST00000355360	0.5357340720221606	0.5861495844875346	0.5811634349030471	0.4542936288088642	0.5357340720221606	0.4570637119113574	0.5811634349030471	0.5379501385041551	0.4548476454293629	0.5861495844875346	0.4404432132963989	1.0	0.582825484764543	0.5357340720221606
ENST00000329291	0.9091412742382272	0.9778393351800554	0.9916897506925209	0.7745152354570637	0.906371191135734	0.7772853185595567	0.9911357340720222	0.9058171745152356	0.7750692520775623	0.9772853185595568	0.7595567867036012	0.582825484764543	1.0	0.906371191135734
ENSMICT00000065817	0.9545706371191136	0.8908587257617728	0.903601108033241	0.7800554016620499	1.0	0.7806094182825485	0.9030470914127424	0.9506925207756232	0.7717451523545706	0.8903047091412742	0.7578947368421053	0.5357340720221606	0.906371191135734	1.0
