,ENSPKIT00000004420,ENSPKIT00000002793,ENSAMXT00000015708,ENSDCDT00000024991,ENSDCDT00000025220,ENSDCDT00000036993,ENSAMXT00000042770,ENSSFOT00015008791,ENSCHAT00000026330,ENSSFOT00015012388
ENSPKIT00000004420,1.0,0.8136645962732919,0.7427536231884058,0.7525879917184265,0.7665631469979296,0.7520703933747412,0.770703933747412,0.42132505175983437,0.718944099378882,0.7763975155279503
ENSPKIT00000002793,0.8136645962732919,1.0,0.7049689440993789,0.7085921325051759,0.7194616977225673,0.7080745341614907,0.7329192546583851,0.4042443064182195,0.677536231884058,0.7334368530020704
ENSAMXT00000015708,0.7427536231884058,0.7049689440993789,1.0,0.7479296066252588,0.6863354037267081,0.7484472049689441,0.968944099378882,0.4192546583850931,0.7727743271221532,0.6770186335403726
ENSDCDT00000024991,0.7525879917184265,0.7085921325051759,0.7479296066252588,1.0,0.9099378881987578,0.9994824016563147,0.7422360248447205,0.4679089026915113,0.693064182194617,0.6785714285714286
ENSDCDT00000025220,0.7665631469979296,0.7194616977225673,0.6863354037267081,0.9099378881987578,1.0,0.9094202898550725,0.717391304347826,0.40993788819875776,0.6661490683229814,0.6884057971014492
ENSDCDT00000036993,0.7520703933747412,0.7080745341614907,0.7484472049689441,0.9994824016563147,0.9094202898550725,1.0,0.7427536231884058,0.46739130434782616,0.6925465838509317,0.6780538302277432
ENSAMXT00000042770,0.770703933747412,0.7329192546583851,0.968944099378882,0.7422360248447205,0.717391304347826,0.7427536231884058,1.0,0.40993788819875776,0.7981366459627329,0.7054865424430642
ENSSFOT00015008791,0.42132505175983437,0.4042443064182195,0.4192546583850931,0.4679089026915113,0.40993788819875776,0.46739130434782616,0.40993788819875776,1.0,0.3545548654244306,0.3519668737060042
ENSCHAT00000026330,0.718944099378882,0.677536231884058,0.7727743271221532,0.693064182194617,0.6661490683229814,0.6925465838509317,0.7981366459627329,0.3545548654244306,1.0,0.6573498964803313
ENSSFOT00015012388,0.7763975155279503,0.7334368530020704,0.6770186335403726,0.6785714285714286,0.6884057971014492,0.6780538302277432,0.7054865424430642,0.3519668737060042,0.6573498964803313,1.0
