,ENSLACT00000013392,ENSCMIT00000008259,ENSCMIT00000034866,ENSCHAT00000050923,ENSCMIT00000034843,ENSCMIT00000034720,ENSCMIT00000034884,ENSCMIT00000034849,ENSCMIT00000034880,ENSCMIT00000034724,ENSCMIT00000034882,ENSCMIT00000000338,ENSCMIT00000034830,ENSDCDT00000030152,ENSDCDT00000030155,ENSCMIT00000034758,ENSCMIT00000034835,ENSCMIT00000034834,ENSCMIT00000034876,ENSCMIT00000034871,ENSCHAT00000050916,ENSCMIT00000034714,ENSCMIT00000034710,ENSCMIT00000034859,ENSLACT00000010645
ENSLACT00000013392,1.0,0.7548183254344392,0.7169036334913113,0.728909952606635,0.6672985781990521,0.7093206951026856,0.5090047393364929,0.6944707740916272,0.6527646129541864,0.7187993680884676,0.511216429699842,0.5118483412322274,0.6631911532385466,0.7241706161137441,0.7071090047393365,0.5320695102685624,0.7026856240126382,0.7295418641390206,0.6853080568720379,0.7146919431279621,0.6938388625592417,0.7424960505529226,0.7292259083728279,0.6492890995260664,0.5118483412322274
ENSCMIT00000008259,0.7548183254344392,1.0,0.7213270142180095,0.734913112164297,0.6663507109004739,0.7131121642969984,0.5096366508688783,0.69826224328594,0.6410742496050553,0.7235387045813586,0.5077409162717219,0.5023696682464455,0.6672985781990521,0.7368088467614534,0.7090047393364929,0.5345971563981042,0.7007898894154818,0.7308056872037915,0.6853080568720379,0.7074249605055293,0.6998420221169036,0.7481832543443918,0.7156398104265402,0.6581358609794629,0.5184834123222749
ENSCMIT00000034866,0.7169036334913113,0.7213270142180095,1.0,0.720695102685624,0.7507109004739336,0.7949447077409163,0.6037914691943128,0.8259083728278042,0.7105845181674566,0.8663507109004739,0.5857819905213271,0.5510268562401264,0.790521327014218,0.7390205371248025,0.7630331753554502,0.6394944707740916,0.7854660347551343,0.8107424960505529,0.893522906793049,0.912480252764613,0.6856240126382307,0.8148499210110585,0.8031595576619274,0.8243285939968404,0.5557661927330174
ENSCHAT00000050923,0.728909952606635,0.734913112164297,0.720695102685624,1.0,0.6663507109004739,0.7229067930489731,0.5187993680884676,0.6963665086887836,0.6587677725118484,0.739652448657188,0.515955766192733,0.5178515007898894,0.6720379146919432,0.8571879936808847,0.8145339652448658,0.5522906793048973,0.7165876777251184,0.7345971563981043,0.6881516587677725,0.7105845181674566,0.9649289099526066,0.7582938388625592,0.7304897314375988,0.6549763033175355,0.5279620853080569
ENSCMIT00000034843,0.6672985781990521,0.6663507109004739,0.7507109004739336,0.6663507109004739,1.0,0.7390205371248025,0.5902053712480253,0.7462875197472354,0.6341232227488152,0.7842022116903633,0.5721958925750394,0.47677725118483405,0.7554502369668247,0.6723538704581359,0.684044233807267,0.6034755134281201,0.717219589257504,0.7494470774091627,0.7118483412322275,0.7055292259083729,0.6312796208530805,0.762085308056872,0.7402843601895734,0.6259083728278041,0.4830963665086887
ENSCMIT00000034720,0.7093206951026856,0.7131121642969984,0.7949447077409163,0.7229067930489731,0.7390205371248025,1.0,0.544391785150079,0.7968404423380727,0.7516587677725118,0.9102685624012639,0.5263823064770932,0.5924170616113744,0.764612954186414,0.730173775671406,0.7064770932069511,0.5971563981042654,0.8315955766192733,0.8628751974723539,0.781042654028436,0.8025276461295419,0.6878357030015798,0.9466034755134282,0.9355450236966825,0.7229067930489731,0.5415481832543444
ENSCMIT00000034884,0.5090047393364929,0.5096366508688783,0.6037914691943128,0.5187993680884676,0.5902053712480253,0.544391785150079,1.0,0.5791469194312796,0.44170616113744077,0.6006319115323855,0.9819905213270143,0.6606635071090048,0.6315955766192733,0.530173775671406,0.5595576619273301,0.6439178515007898,0.5816745655608215,0.5674565560821485,0.5712480252764613,0.5684044233807267,0.4837282780410743,0.5513428120063191,0.5813586097946287,0.5614533965244866,0.5513428120063191
ENSCMIT00000034849,0.6944707740916272,0.69826224328594,0.8259083728278042,0.6963665086887836,0.7462875197472354,0.7968404423380727,0.5791469194312796,1.0,0.7124802527646129,0.7870458135860979,0.5611374407582939,0.536176935229068,0.7548183254344392,0.7074249605055293,0.6837282780410743,0.5567140600315956,0.7740916271721959,0.8041074249605056,0.8581358609794629,0.8341232227488151,0.6612954186413902,0.818957345971564,0.7996840442338072,0.7475513428120063,0.5244865718799369
ENSCMIT00000034880,0.6527646129541864,0.6410742496050553,0.7105845181674566,0.6587677725118484,0.6341232227488152,0.7516587677725118,0.44170616113744077,0.7124802527646129,1.0,0.7197472353870458,0.423696682464455,0.7488151658767772,0.6489731437598736,0.6625592417061611,0.6388625592417062,0.526698262243286,0.7140600315955766,0.7412322274881517,0.7074249605055293,0.728909952606635,0.623696682464455,0.7440758293838863,0.7285939968404423,0.6467614533965245,0.4796208530805688
ENSCMIT00000034724,0.7187993680884676,0.7235387045813586,0.8663507109004739,0.739652448657188,0.7842022116903633,0.9102685624012639,0.6006319115323855,0.7870458135860979,0.7197472353870458,1.0,0.5826224328593996,0.5627172195892575,0.8139020537124803,0.7466034755134281,0.768088467614534,0.6578199052132702,0.8139020537124803,0.8357030015797788,0.7756714060031595,0.8025276461295419,0.7045813586097947,0.9377567140600316,0.9216429699842023,0.7175355450236967,0.5557661927330174
