	ENSGGOT00000046719	ENSMLET00000005310	ENSNLET00000033222	ENSRROT00000059013	ENSRBIT00000048766	ENSMNET00000040964	ENSPANT00000051633	ENSCATT00000047695	ENSMFAT00000012871	ENSPPYT00000010322
ENSGGOT00000046719	1.0	0.5532467532467532	0.8987012987012987	0.8623376623376623	0.8623376623376623	0.8519480519480519	0.8649350649350649	0.6857142857142857	0.8545454545454545	0.987012987012987
ENSMLET00000005310	0.5532467532467532	1.0	0.4597402597402598	0.6831168831168831	0.6831168831168831	0.6805194805194805	0.6883116883116883	0.8467532467532467	0.6831168831168831	0.5454545454545454
ENSNLET00000033222	0.8987012987012987	0.4597402597402598	1.0	0.7688311688311689	0.7688311688311689	0.7610389610389611	0.7714285714285715	0.5922077922077922	0.7636363636363637	0.8883116883116883
ENSRROT00000059013	0.8623376623376623	0.6831168831168831	0.7688311688311689	1.0	1.0	0.9818181818181818	0.9948051948051948	0.8155844155844156	0.9844155844155844	0.8545454545454545
ENSRBIT00000048766	0.8623376623376623	0.6831168831168831	0.7688311688311689	1.0	1.0	0.9818181818181818	0.9948051948051948	0.8155844155844156	0.9844155844155844	0.8545454545454545
ENSMNET00000040964	0.8519480519480519	0.6805194805194805	0.7610389610389611	0.9818181818181818	0.9818181818181818	1.0	0.987012987012987	0.8233766233766234	0.9974025974025974	0.8441558441558441
ENSPANT00000051633	0.8649350649350649	0.6883116883116883	0.7714285714285715	0.9948051948051948	0.9948051948051948	0.987012987012987	1.0	0.8207792207792208	0.9896103896103896	0.8571428571428571
ENSCATT00000047695	0.6857142857142857	0.8467532467532467	0.5922077922077922	0.8155844155844156	0.8155844155844156	0.8233766233766234	0.8207792207792208	1.0	0.8259740259740259	0.6779220779220779
ENSMFAT00000012871	0.8545454545454545	0.6831168831168831	0.7636363636363637	0.9844155844155844	0.9844155844155844	0.9974025974025974	0.9896103896103896	0.8259740259740259	1.0	0.8467532467532467
ENSPPYT00000010322	0.987012987012987	0.5454545454545454	0.8883116883116883	0.8545454545454545	0.8545454545454545	0.8441558441558441	0.8571428571428571	0.6779220779220779	0.8467532467532467	1.0
