,ENSPNAT00000029004,ENSDCDT00000005891,ENSDCDT00000005890,ENSACIT00000017719,ENSDCDT00000005535,ENSDCDT00000005536,ENSDCDT00000005888,ENSDCDT00000005885,ENSDCDT00000005538,ENSAOCT00000031438,ENSCSET00000002233,ENSACLT00000011182,ENSEEET00000040590,ENSPRET00000027985,ENSEEET00000040594,ENSGMOT00000015915,ENSHCOT00000009498
ENSPNAT00000029004,1.0,0.7170003393281303,0.7163216830675263,0.8221920597217509,0.673227010519172,0.6864608076009501,0.6416694944010859,0.6783169324737021,0.7210722768917543,0.7156430268069223,0.7360027146250424,0.8109942314217848,0.7017305734645403,0.7916525279945708,0.7360027146250424,0.8089582626399728,0.7305734645402104
ENSDCDT00000005891,0.7170003393281303,1.0,0.8836104513064132,0.7224295894129623,0.7421106209704784,0.7553444180522565,0.7105531048523923,0.7472005429250085,0.9579233118425518,0.9389209365456397,0.9565659993213438,0.7102137767220903,0.7224295894129623,0.7105531048523923,0.9504580929759077,0.7390566677977605,0.9528333898880217
ENSDCDT00000005890,0.7163216830675263,0.8836104513064132,1.0,0.7366813708856464,0.7777400746521886,0.7909738717339667,0.7461825585341024,0.7828299966067187,0.8883610451306413,0.8707159823549372,0.8887003732609433,0.7241262300644723,0.7421106209704784,0.7268408551068883,0.8829317950458093,0.7563624024431626,0.8849677638276213
ENSACIT00000017719,0.8221920597217509,0.7224295894129623,0.7366813708856464,1.0,0.7190363081099423,0.7305734645402104,0.6857821513403461,0.7241262300644723,0.7261621988462844,0.7360027146250424,0.7522904648795385,0.9674244994910078,0.7265015269765863,0.9063454360366474,0.7349847302341365,0.8758059043094673,0.7509331523583305
ENSDCDT00000005535,0.673227010519172,0.7421106209704784,0.7777400746521886,0.7190363081099423,1.0,0.8612147947064812,0.8157448252460129,0.8948082796063793,0.7468612147947065,0.7292161520190024,0.7472005429250085,0.7044451985069562,0.7655242619613166,0.7041058703766542,0.7414319647098745,0.7207329487614523,0.7434679334916865
ENSDCDT00000005536,0.6864608076009501,0.7553444180522565,0.7909738717339667,0.7305734645402104,0.8612147947064812,1.0,0.9531727180183237,0.8951476077366813,0.7600950118764845,0.7424499491007804,0.7604343400067866,0.7159823549372243,0.8737699355276553,0.7448252460128945,0.7546657617916526,0.7604343400067866,0.7567017305734646
ENSDCDT00000005888,0.6416694944010859,0.7105531048523923,0.7461825585341024,0.6857821513403461,0.8157448252460129,0.9531727180183237,1.0,0.8629114353579912,0.7153036986766202,0.6976586359009161,0.7156430268069223,0.67119104173736,0.8578215134034611,0.7000339328130302,0.7098744485917883,0.7156430268069223,0.7119104173736003
ENSDCDT00000005885,0.6783169324737021,0.7472005429250085,0.7828299966067187,0.7241262300644723,0.8948082796063793,0.8951476077366813,0.8629114353579912,1.0,0.7519511367492365,0.7343060739735324,0.7522904648795385,0.7095351204614863,0.7930098405157787,0.7091957923311842,0.7465218866644044,0.7258228707159824,0.7485578554462164
ENSDCDT00000005538,0.7210722768917543,0.9579233118425518,0.8883610451306413,0.7261621988462844,0.7468612147947065,0.7600950118764845,0.7153036986766202,0.7519511367492365,1.0,0.9616559212758737,0.9606379368849678,0.7139463861554123,0.7265015269765863,0.7142857142857143,0.9545300305395318,0.7427892772310825,0.9569053274516457
ENSAOCT00000031438,0.7156430268069223,0.9389209365456397,0.8707159823549372,0.7360027146250424,0.7292161520190024,0.7424499491007804,0.6976586359009161,0.7343060739735324,0.9616559212758737,1.0,0.9714964370546318,0.7244655581947743,0.7248048863250763,0.7248048863250763,0.9558873430607397,0.7505938242280285,0.9691211401425178
ENSCSET00000002233,0.7360027146250424,0.9565659993213438,0.8887003732609433,0.7522904648795385,0.7472005429250085,0.7604343400067866,0.7156430268069223,0.7522904648795385,0.9606379368849678,0.9714964370546318,1.0,0.7397353240583644,0.7424499491007804,0.7397353240583644,0.9735324058364438,0.7665422463522226,0.9843909060061079
ENSACLT00000011182,0.8109942314217848,0.7102137767220903,0.7241262300644723,0.9674244994910078,0.7044451985069562,0.7159823549372243,0.67119104173736,0.7095351204614863,0.7139463861554123,0.7244655581947743,0.7397353240583644,1.0,0.7112317611129962,0.8975229046487954,0.7234475738038684,0.8669833729216152,0.7383780115371564
ENSEEET00000040590,0.7017305734645403,0.7224295894129623,0.7421106209704784,0.7265015269765863,0.7655242619613166,0.8737699355276553,0.8578215134034611,0.7930098405157787,0.7265015269765863,0.7248048863250763,0.7424499491007804,0.7112317611129962,1.0,0.7444859178825924,0.7577197149643705,0.7600950118764845,0.7404139803189684
ENSPRET00000027985,0.7916525279945708,0.7105531048523923,0.7268408551068883,0.9063454360366474,0.7041058703766542,0.7448252460128945,0.7000339328130302,0.7091957923311842,0.7142857142857143,0.7248048863250763,0.7397353240583644,0.8975229046487954,0.7444859178825924,1.0,0.7237869019341704,0.9053274516457415,0.7376993552765524
ENSEEET00000040594,0.7360027146250424,0.9504580929759077,0.8829317950458093,0.7349847302341365,0.7414319647098745,0.7546657617916526,0.7098744485917883,0.7465218866644044,0.9545300305395318,0.9558873430607397,0.9735324058364438,0.7234475738038684,0.7577197149643705,0.7237869019341704,1.0,0.7533084492704445,0.9721750933152359
ENSGMOT00000015915,0.8089582626399728,0.7390566677977605,0.7563624024431626,0.8758059043094673,0.7207329487614523,0.7604343400067866,0.7156430268069223,0.7258228707159824,0.7427892772310825,0.7505938242280285,0.7665422463522226,0.8669833729216152,0.7600950118764845,0.9053274516457415,0.7533084492704445,1.0,0.7634882931795046
ENSHCOT00000009498,0.7305734645402104,0.9528333898880217,0.8849677638276213,0.7509331523583305,0.7434679334916865,0.7567017305734646,0.7119104173736003,0.7485578554462164,0.9569053274516457,0.9691211401425178,0.9843909060061079,0.7383780115371564,0.7404139803189684,0.7376993552765524,0.9721750933152359,0.7634882931795046,1.0
