	ENSPPAT00000064066	ENSNLET00000002805	ENSCSAT00000000842	ENSTGET00000010352	ENST00000335552	ENSPTRT00000016818	ENSCATT00000040442	ENSGGOT00000011278	ENSMMUT00000002105	ENSPANT00000007475	ENSMFAT00000021787	ENSPPYT00000009879	ENSMLET00000018184	ENSMNET00000069260
ENSPPAT00000064066	1.0	0.9793415106520336	0.9677211103938024	0.9638476436410588	0.9935442220787604	0.998063266623628	0.9644932214331828	0.9832149774047771	0.9638476436410588	0.961265332472563	0.9644932214331828	0.9857972885732732	0.8347320852162685	0.8612007746933505
ENSNLET00000002805	0.9793415106520336	1.0	0.9715945771465462	0.9696578437701744	0.9806326662362814	0.9780503550677856	0.9690122659780503	0.974176888315042	0.9696578437701744	0.9670755326016786	0.9703034215622982	0.9845061329890252	0.8379599741768883	0.8650742414460942
ENSCSAT00000000842	0.9677211103938024	0.9715945771465462	1.0	0.9838605551969012	0.9677211103938024	0.9664299548095544	0.9838605551969012	0.9625564880568108	0.9845061329890252	0.9819238218205294	0.9851517107811492	0.97224015493867	0.8534538411878632	0.8799225306649451
ENSTGET00000010352	0.9638476436410588	0.9696578437701744	0.9838605551969012	1.0	0.9644932214331828	0.9625564880568108	0.9890251775338929	0.9593285990961912	0.9941897998708844	0.9941897998708844	0.9935442220787604	0.9677211103938024	0.8508715300193673	0.8876694641704326
ENST00000335552	0.9935442220787604	0.9806326662362814	0.9677211103938024	0.9644932214331828	1.0	0.9928986442866364	0.9651387992253068	0.9845061329890252	0.9644932214331828	0.9632020658489348	0.9651387992253068	0.987088444157521	0.8334409296320207	0.8618463524854745
ENSPTRT00000016818	0.998063266623628	0.9780503550677856	0.9664299548095544	0.9625564880568108	0.9928986442866364	1.0	0.9632020658489348	0.9812782440284056	0.9625564880568108	0.961265332472563	0.9632020658489348	0.9845061329890252	0.8334409296320207	0.8599096191091027
ENSCATT00000040442	0.9644932214331828	0.9690122659780503	0.9838605551969012	0.9890251775338929	0.9651387992253068	0.9632020658489348	1.0	0.961265332472563	0.9896707553260168	0.987088444157521	0.9903163331181408	0.9683666881859264	0.8502259522272434	0.8844415752098128
ENSGGOT00000011278	0.9832149774047771	0.974176888315042	0.9625564880568108	0.9593285990961912	0.9845061329890252	0.9812782440284056	0.961265332472563	1.0	0.960619754680439	0.9580374435119432	0.961265332472563	0.9806326662362814	0.8302130406714009	0.8579728857327308
ENSMMUT00000002105	0.9638476436410588	0.9696578437701744	0.9845061329890252	0.9941897998708844	0.9644932214331828	0.9625564880568108	0.9896707553260168	0.960619754680439	1.0	0.9935442220787604	0.9967721110393802	0.9690122659780503	0.8508715300193673	0.8896061975468044
ENSPANT00000007475	0.961265332472563	0.9670755326016786	0.9819238218205294	0.9941897998708844	0.9632020658489348	0.961265332472563	0.987088444157521	0.9580374435119432	0.9935442220787604	1.0	0.9928986442866364	0.9664299548095544	0.8489347966429954	0.8870238863783085
ENSMFAT00000021787	0.9644932214331828	0.9703034215622982	0.9851517107811492	0.9935442220787604	0.9651387992253068	0.9632020658489348	0.9903163331181408	0.961265332472563	0.9967721110393802	0.9928986442866364	1.0	0.9696578437701744	0.8515171078114913	0.8902517753389283
ENSPPYT00000009879	0.9857972885732732	0.9845061329890252	0.97224015493867	0.9677211103938024	0.987088444157521	0.9845061329890252	0.9683666881859264	0.9806326662362814	0.9690122659780503	0.9664299548095544	0.9696578437701744	1.0	0.8366688185926404	0.8657198192382182
ENSMLET00000018184	0.8347320852162685	0.8379599741768883	0.8534538411878632	0.8508715300193673	0.8334409296320207	0.8334409296320207	0.8502259522272434	0.8302130406714009	0.8508715300193673	0.8489347966429954	0.8515171078114913	0.8366688185926404	1.0	0.7456423499031634
ENSMNET00000069260	0.8612007746933505	0.8650742414460942	0.8799225306649451	0.8876694641704326	0.8618463524854745	0.8599096191091027	0.8844415752098128	0.8579728857327308	0.8896061975468044	0.8870238863783085	0.8902517753389283	0.8657198192382182	0.7456423499031634	1.0
