,ENSPMAT00000000853,ENSTNIT00000016247,ENSCSET00000007097,ENSGWIT00000037566,ENSEBUT00000017972,ENSLCRT00005043435,ENSLCRT00005043432,ENSLCRT00005043438,ENSCGOT00000025503,ENSGWIT00000037564,ENSGWIT00000037565,ENSCGOT00000025505,ENSGWIT00000037567,ENSGWIT00000032081,ENSGWIT00000032083,ENSTRUT00000019696,ENSMMOT00000004821,ENSTRUT00000053019,ENSLCRT00005043440,ENSCSET00000007102
ENSPMAT00000000853,1.0,0.9467916366258111,0.9537130497476568,0.9560201874549387,0.9558759913482336,0.9550108147080029,0.9157894736842105,0.9460706560922855,0.9558759913482336,0.9446286950252343,0.9426099495313627,0.9371304974765682,0.949098774333093,0.9561643835616438,0.952703677000721,0.9414563806777217,0.9493871665465032,0.9561643835616438,0.943042537851478,0.9388608507570295
ENSTNIT00000016247,0.9467916366258111,1.0,0.9723143475126171,0.9759192501802452,0.947945205479452,0.9775054073540015,0.9486661860129777,0.9643835616438357,0.9773612112472964,0.9630857966834896,0.9625090122566691,0.9649603460706561,0.9625090122566691,0.9751982696467195,0.9669790915645278,0.9698630136986301,0.9635183850036049,0.9844268204758472,0.9728911319394377,0.9563085796683489
ENSCSET00000007097,0.9537130497476568,0.9723143475126171,1.0,0.9832732516222062,0.9534246575342465,0.9863013698630136,0.9440519105984139,0.9728911319394377,0.9850036049026676,0.9723143475126171,0.9717375630857967,0.9633741888968997,0.9702956020187455,0.9825522710886806,0.9743330930064888,0.9609228550829128,0.9727469358327325,0.9816870944484499,0.9724585436193223,0.9811103100216294
ENSGWIT00000037566,0.9560201874549387,0.9759192501802452,0.9832732516222062,1.0,0.955155010814708,0.9886085075702956,0.9459264599855803,0.9749098774333093,0.9875991348233598,0.984282624369142,0.9865897620764239,0.9664023071377073,0.9835616438356164,0.9989906272530642,0.9883201153568854,0.9643835616438357,0.974477289113194,0.9855803893294881,0.9747656813266041,0.9652487382840663
ENSEBUT00000017972,0.9558759913482336,0.947945205479452,0.9534246575342465,0.955155010814708,1.0,0.9545782263878875,0.9162220620043259,0.9465032444124009,0.9548666186012977,0.9444844989185291,0.9417447728911319,0.9362653208363374,0.9483777937995674,0.9545782263878875,0.9508291276135544,0.9407354001441961,0.9475126171593367,0.9550108147080029,0.9433309300648882,0.9375630857966835
ENSLCRT00005043435,0.9550108147080029,0.9775054073540015,0.9863013698630136,0.9886085075702956,0.9545782263878875,1.0,0.9555875991348234,0.9848594087959625,0.9936553713049747,0.9736121124729632,0.9751982696467195,0.9724585436193223,0.9750540735400144,0.98788752703677,0.9792357606344628,0.965969718817592,0.978226387887527,0.9875991348233598,0.9852919971160778,0.968421052631579
ENSLCRT00005043432,0.9157894736842105,0.9486661860129777,0.9440519105984139,0.9459264599855803,0.9162220620043259,0.9555875991348234,1.0,0.9404470079307858,0.950396539293439,0.930930064888248,0.9325162220620044,0.9534246575342465,0.9323720259552992,0.9452054794520548,0.9365537130497477,0.932083633741889,0.9352559480894016,0.9452054794520548,0.965969718817592,0.9261715933669791
ENSLCRT00005043438,0.9460706560922855,0.9643835616438357,0.9728911319394377,0.9749098774333093,0.9465032444124009,0.9848594087959625,0.9404470079307858,1.0,0.9792357606344628,0.959913482335977,0.9614996395097333,0.9580389329488104,0.9726027397260274,0.9741888968997837,0.9767844268204758,0.9707281903388608,0.9776496034607065,0.9746214852198991,0.9701514059120404,0.9550108147080029
ENSCGOT00000025503,0.9558759913482336,0.9773612112472964,0.9850036049026676,0.9875991348233598,0.9548666186012977,0.9936553713049747,0.950396539293439,0.9792357606344628,1.0,0.9727469358327325,0.9741888968997837,0.9779379956741168,0.9737563085796683,0.9868781542898342,0.9779379956741168,0.965969718817592,0.9776496034607065,0.9875991348233598,0.9798125450612833,0.9671232876712329
ENSGWIT00000037564,0.9446286950252343,0.9630857966834896,0.9723143475126171,0.984282624369142,0.9444844989185291,0.9736121124729632,0.930930064888248,0.959913482335977,0.9727469358327325,1.0,0.9850036049026676,0.9515501081470801,0.9678442682047584,0.9832732516222062,0.9726027397260274,0.9492429704397981,0.9596250901225667,0.9704397981254506,0.9597692862292718,0.9746214852198991
ENSGWIT00000037565,0.9426099495313627,0.9625090122566691,0.9717375630857967,0.9865897620764239,0.9417447728911319,0.9751982696467195,0.9325162220620044,0.9614996395097333,0.9741888968997837,0.9850036049026676,1.0,0.9529920692141313,0.9701514059120404,0.9855803893294881,0.9749098774333093,0.9509733237202596,0.9610670511896179,0.972170151405912,0.9613554434030281,0.9616438356164384
ENSCGOT00000025505,0.9371304974765682,0.9649603460706561,0.9633741888968997,0.9664023071377073,0.9362653208363374,0.9724585436193223,0.9534246575342465,0.9580389329488104,0.9779379956741168,0.9515501081470801,0.9529920692141313,1.0,0.9525594808940159,0.9656813266041817,0.9567411679884643,0.9535688536409517,0.956452775775054,0.9665465032444124,0.9828406633020909,0.9454938716654651
ENSGWIT00000037567,0.949098774333093,0.9625090122566691,0.9702956020187455,0.9835616438356164,0.9483777937995674,0.9750540735400144,0.9323720259552992,0.9726027397260274,0.9737563085796683,0.9678442682047584,0.9701514059120404,0.9525594808940159,1.0,0.9825522710886806,0.9920692141312184,0.966113914924297,0.9808219178082191,0.972170151405912,0.961211247296323,0.9522710886806056
ENSGWIT00000032081,0.9561643835616438,0.9751982696467195,0.9825522710886806,0.9989906272530642,0.9545782263878875,0.98788752703677,0.9452054794520548,0.9741888968997837,0.9868781542898342,0.9832732516222062,0.9855803893294881,0.9656813266041817,0.9825522710886806,1.0,0.9893294881038212,0.96366258111031,0.9737563085796683,0.9848594087959625,0.9740447007930786,0.9645277577505408
ENSGWIT00000032083,0.952703677000721,0.9669790915645278,0.9743330930064888,0.9883201153568854,0.9508291276135544,0.9792357606344628,0.9365537130497477,0.9767844268204758,0.9779379956741168,0.9726027397260274,0.9749098774333093,0.9567411679884643,0.9920692141312184,0.9893294881038212,1.0,0.9705839942321557,0.9832732516222062,0.9766402307137707,0.9653929343907715,0.9563085796683489
ENSTRUT00000019696,0.9414563806777217,0.9698630136986301,0.9609228550829128,0.9643835616438357,0.9407354001441961,0.965969718817592,0.932083633741889,0.9707281903388608,0.965969718817592,0.9492429704397981,0.9509733237202596,0.9535688536409517,0.966113914924297,0.96366258111031,0.9705839942321557,1.0,0.9694304253785148,0.97577505407354,0.9610670511896179,0.9428983417447729
ENSMMOT00000004821,0.9493871665465032,0.9635183850036049,0.9727469358327325,0.974477289113194,0.9475126171593367,0.978226387887527,0.9352559480894016,0.9776496034607065,0.9776496034607065,0.9596250901225667,0.9610670511896179,0.956452775775054,0.9808219178082191,0.9737563085796683,0.9832732516222062,0.9694304253785148,1.0,0.974477289113194,0.9643835616438357,0.9547224224945926
ENSTRUT00000053019,0.9561643835616438,0.9844268204758472,0.9816870944484499,0.9855803893294881,0.9550108147080029,0.9875991348233598,0.9452054794520548,0.9746214852198991,0.9875991348233598,0.9704397981254506,0.972170151405912,0.9665465032444124,0.972170151405912,0.9848594087959625,0.9766402307137707,0.97577505407354,0.974477289113194,1.0,0.9741888968997837,0.96366258111031
ENSLCRT00005043440,0.943042537851478,0.9728911319394377,0.9724585436193223,0.9747656813266041,0.9433309300648882,0.9852919971160778,0.965969718817592,0.9701514059120404,0.9798125450612833,0.9597692862292718,0.9613554434030281,0.9828406633020909,0.961211247296323,0.9740447007930786,0.9653929343907715,0.9610670511896179,0.9643835616438357,0.9741888968997837,1.0,0.9545782263878875
ENSCSET00000007102,0.9388608507570295,0.9563085796683489,0.9811103100216294,0.9652487382840663,0.9375630857966835,0.968421052631579,0.9261715933669791,0.9550108147080029,0.9671232876712329,0.9746214852198991,0.9616438356164384,0.9454938716654651,0.9522710886806056,0.9645277577505408,0.9563085796683489,0.9428983417447729,0.9547224224945926,0.96366258111031,0.9545782263878875,1.0
