	ENSEEET00000045842	ENSCHAT00000057620	ENSEEET00000045841	ENSCHAT00000057631	ENSEEET00000045844	ENSIPUT00000006348	ENSIPUT00000006342	ENSDCDT00000029080	ENSDCDT00000029081	ENSCHAT00000057651
ENSEEET00000045842	1.0	0.7366888519134775	0.9945923460898504	0.7612312811980033	0.8369384359400999	0.7674708818635607	0.8668885191347754	0.8011647254575707	0.7774542429284526	0.7254575707154742
ENSCHAT00000057620	0.7366888519134775	1.0	0.7396006655574043	0.9488352745424292	0.6551580698835274	0.6385191347753744	0.7287853577371048	0.7716306156405991	0.7836938435940101	0.8223793677204659
ENSEEET00000045841	0.9945923460898504	0.7396006655574043	1.0	0.7641430948419301	0.8423460898502496	0.7716306156405991	0.8710482529118136	0.8049084858569051	0.7811980033277869	0.7283693843594009
ENSCHAT00000057631	0.7612312811980033	0.9488352745424292	0.7641430948419301	1.0	0.6522462562396006	0.6776206322795341	0.7549916805324459	0.788269550748752	0.8003327787021629	0.8427620632279534
ENSEEET00000045844	0.8369384359400999	0.6551580698835274	0.8423460898502496	0.6522462562396006	1.0	0.6460066555740432	0.7454242928452579	0.6959234608985025	0.6867720465890182	0.6164725457570716
ENSIPUT00000006348	0.7674708818635607	0.6385191347753744	0.7716306156405991	0.6776206322795341	0.6460066555740432	1.0	0.8727121464226291	0.7054908485856906	0.6934276206322796	0.6247920133111481
ENSIPUT00000006342	0.8668885191347754	0.7287853577371048	0.8710482529118136	0.7549916805324459	0.7454242928452579	0.8727121464226291	1.0	0.7936772046589018	0.7712146422628952	0.7212978369384359
ENSDCDT00000029080	0.8011647254575707	0.7716306156405991	0.8049084858569051	0.788269550748752	0.6959234608985025	0.7054908485856906	0.7936772046589018	1.0	0.9438435940099834	0.7683028286189684
ENSDCDT00000029081	0.7774542429284526	0.7836938435940101	0.7811980033277869	0.8003327787021629	0.6867720465890182	0.6934276206322796	0.7712146422628952	0.9438435940099834	1.0	0.7292013311148087
ENSCHAT00000057651	0.7254575707154742	0.8223793677204659	0.7283693843594009	0.8427620632279534	0.6164725457570716	0.6247920133111481	0.7212978369384359	0.7683028286189684	0.7292013311148087	1.0
