,ENSGWIT00000013822,ENSGAFT00000011577,ENSGWIT00000013828,ENSPFOT00000004413,ENSFHET00000017628,ENSPMET00000030108,ENSXETT00000001236,ENSECRT00000016355,ENSPMET00000035077,ENSPRNT00000048032,ENSXMAT00000016276,ENSPLAT00000017361,ENSPMET00000035074,ENSXMAT00000024581,ENSGWIT00000013835,ENSXETT00000000926,ENSXETT00000001475,ENSKMAT00000011992,ENSECRT00000016349,ENSPRET00000020320,ENSECRT00000016340,ENSXETT00000001264,ENSLACT00000010444,ENSPLAT00000017377
ENSGWIT00000013822,1.0,0.8760650658404338,0.7931835786212239,0.8799380325329202,0.8683191324554609,0.731990704879938,0.6576297443841983,0.7242447714949651,0.879163439194423,0.8845855925639039,0.8776142525174283,0.8799380325329202,0.8326878388845856,0.831138652207591,0.8675445391169636,0.587141750580945,0.6630518977536793,0.879163439194423,0.7335398915569326,0.8760650658404338,0.7955073586367157,0.7683965917893106,0.78001549186677,0.7955073586367157
ENSGAFT00000011577,0.8760650658404338,1.0,0.7017815646785438,0.9790859798605732,0.9209914794732765,0.8233927188226181,0.6591789310611929,0.7288923315259489,0.981409759876065,0.8985282726568552,0.983733539891557,0.9790859798605732,0.9318357862122386,0.9341595662277304,0.7591014717273431,0.5848179705654531,0.6638264910921766,0.9124709527498064,0.7366382649109218,0.9767621998450813,0.8001549186676995,0.7668474051123161,0.78001549186677,0.8915569326103796
ENSGWIT00000013828,0.7931835786212239,0.7017815646785438,1.0,0.7041053446940356,0.6948102246320682,0.6281951975213013,0.6103795507358637,0.6436870642912471,0.7025561580170411,0.7010069713400465,0.7017815646785438,0.7041053446940356,0.7536793183578622,0.7529047250193648,0.7629744384198296,0.44848954298993027,0.7784663051897753,0.7072037180480247,0.5840433772269559,0.7010069713400465,0.6460108443067389,0.6297443841982959,0.6893880712625872,0.6924864446165763
ENSPFOT00000004413,0.8799380325329202,0.9790859798605732,0.7041053446940356,1.0,0.9287374128582494,0.8381099922540666,0.6622773044151821,0.7250193648334624,0.9976762199845082,0.900852052672347,0.981409759876065,0.9984508133230054,0.9465530596436871,0.930286599535244,0.761425251742835,0.5855925639039504,0.667699457784663,0.9155693261037955,0.7327652982184353,0.9852827265685515,0.796281951975213,0.7707203718048025,0.7846630518977536,0.9109217660728117
ENSFHET00000017628,0.8683191324554609,0.9209914794732765,0.6948102246320682,0.9287374128582494,1.0,0.7769171185127808,0.6715724244771495,0.7389620449264136,0.9279628195197521,0.8876839659178931,0.9225406661502711,0.9287374128582494,0.8799380325329202,0.8745158791634392,0.7529047250193648,0.587141750580945,0.6715724244771495,0.9178931061192874,0.7498063516653757,0.9225406661502711,0.8117738187451587,0.7792408985282726,0.7807900852052673,0.8435321456235476
ENSPMET00000030108,0.731990704879938,0.8233927188226181,0.6281951975213013,0.8381099922540666,0.7769171185127808,1.0,0.6018590240123934,0.6638264910921766,0.8404337722695585,0.756003098373354,0.8272656855151046,0.836560805577072,0.8652207591014718,0.8520526723470179,0.8396591789310612,0.4601084430673896,0.5406661502711076,0.7652982184353214,0.6026336173508908,0.831138652207591,0.6661502711076684,0.6444616576297444,0.7350890782339272,0.8249419054996127
ENSXETT00000001236,0.6576297443841983,0.6591789310611929,0.6103795507358637,0.6622773044151821,0.6715724244771495,0.6018590240123934,1.0,0.675445391169636,0.6615027110766848,0.6723470178156468,0.6599535243996901,0.6622773044151821,0.7126258714175058,0.7110766847405112,0.6529821843532145,0.6266460108443067,0.7195972114639814,0.6684740511231604,0.6196746707978311,0.6599535243996901,0.6777691711851278,0.8683191324554609,0.7164988381099923,0.6506584043377227
ENSECRT00000016355,0.7242447714949651,0.7288923315259489,0.6436870642912471,0.7250193648334624,0.7389620449264136,0.6638264910921766,0.675445391169636,1.0,0.7257939581719597,0.731990704879938,0.7273431448489543,0.7242447714949651,0.7529047250193648,0.7544539116963594,0.69713400464756,0.528272656855151,0.6142525174283501,0.7335398915569326,0.8427575522850503,0.7273431448489543,0.9217660728117738,0.7188226181254841,0.7652982184353214,0.7126258714175058
ENSPMET00000035077,0.879163439194423,0.981409759876065,0.7025561580170411,0.9976762199845082,0.9279628195197521,0.8404337722695585,0.6615027110766848,0.7257939581719597,1.0,0.9024012393493416,0.983733539891557,0.9961270333075135,0.9488768396591789,0.9326103795507359,0.7606506584043378,0.5855925639039504,0.6661502711076684,0.9155693261037955,0.7335398915569326,0.9876065065840434,0.7970565453137103,0.7699457784663052,0.7838884585592564,0.9085979860573199
ENSPRNT00000048032,0.8845855925639039,0.8985282726568552,0.7010069713400465,0.900852052672347,0.8876839659178931,0.756003098373354,0.6723470178156468,0.731990704879938,0.9024012393493416,1.0,0.9000774593338497,0.900852052672347,0.8543764523625097,0.8520526723470179,0.7699457784663052,0.5941130906274206,0.6746707978311387,0.9101471727343144,0.7405112316034083,0.8993028659953525,0.8048024786986832,0.7831138652207591,0.796281951975213,0.814872192099148
ENSXMAT00000016276,0.8776142525174283,0.983733539891557,0.7017815646785438,0.981409759876065,0.9225406661502711,0.8272656855151046,0.6599535243996901,0.7273431448489543,0.983733539891557,0.9000774593338497,1.0,0.981409759876065,0.9326103795507359,0.9488768396591789,0.7591014717273431,0.5855925639039504,0.6630518977536793,0.9202168861347793,0.7350890782339272,0.9790859798605732,0.7986057319907048,0.7683965917893106,0.7823392718822618,0.8938807126258714
ENSPLAT00000017361,0.8799380325329202,0.9790859798605732,0.7041053446940356,0.9984508133230054,0.9287374128582494,0.836560805577072,0.6622773044151821,0.7242447714949651,0.9961270333075135,0.900852052672347,0.981409759876065,1.0,0.9450038729666925,0.930286599535244,0.761425251742835,0.5855925639039504,0.667699457784663,0.91711851278079,0.731990704879938,0.9852827265685515,0.7955073586367157,0.7707203718048025,0.7854376452362509,0.9124709527498064
