,ENSXCOT00000016181,ENSPRET00000032106,ENSELUT00000004077,ENSHBUT00000035949,ENSNBRT00000014371,ENSCVAT00000011227,ENSGAFT00000012974,ENSXMAT00000013796,ENSACLT00000009793,ENSFHET00000009546,ENSPRNT00000056289,ENSHHUT00000031541,ENSMZET00005005227,ENSAPOT00000031593,ENSACIT00000030584,ENSPLAT00000024447,ENSKMAT00000027490,ENSAOCT00000030648,ENSONIT00000012059,ENSELUT00000004063,ENSAPET00000024652,ENSPMET00000009701,ENSPNYT00000013847,ENSSPAT00000030026,ENSHHUT00000010808,ENSPFOT00000006642
ENSXCOT00000016181,1.0,0.9658634538152611,0.44076305220883527,0.8554216867469879,0.7078313253012049,0.9226907630522089,0.9839357429718876,0.9909638554216867,0.856425702811245,0.9327309236947792,0.8674698795180723,0.7630522088353414,0.8363453815261044,0.857429718875502,0.8433734939759037,0.9678714859437751,0.8825301204819277,0.7670682730923695,0.8554216867469879,0.7580321285140562,0.7329317269076305,0.9678714859437751,0.8554216867469879,0.8684738955823293,0.6867469879518072,0.964859437751004
ENSPRET00000032106,0.9658634538152611,1.0,0.4518072289156627,0.8624497991967871,0.714859437751004,0.9216867469879518,0.9658634538152611,0.9588353413654619,0.8634538152610441,0.927710843373494,0.8654618473895582,0.7690763052208835,0.8293172690763052,0.8473895582329317,0.8403614457831325,0.9779116465863453,0.8714859437751004,0.7610441767068273,0.8594377510040161,0.7700803212851406,0.7269076305220884,0.9759036144578314,0.8624497991967871,0.8624497991967871,0.6897590361445783,0.9748995983935743
ENSELUT00000004077,0.44076305220883527,0.4518072289156627,1.0,0.4457831325301205,0.31726907630522083,0.4417670682730923,0.4417670682730923,0.4387550200803213,0.4457831325301205,0.4487951807228916,0.43975903614457823,0.5341365461847389,0.41767068273092367,0.4487951807228916,0.43473895582329325,0.44076305220883527,0.4518072289156627,0.3493975903614458,0.4518072289156627,0.6516064257028112,0.31224899598393574,0.4417670682730923,0.44477911646586343,0.4387550200803213,0.4538152610441767,0.4417670682730923
ENSHBUT00000035949,0.8554216867469879,0.8624497991967871,0.4457831325301205,1.0,0.8383534136546185,0.8544176706827309,0.8594377510040161,0.8514056224899599,0.9979919678714859,0.8604417670682731,0.8734939759036144,0.7630522088353414,0.9497991967871486,0.8704819277108434,0.8855421686746988,0.858433734939759,0.8504016064257028,0.7791164658634538,0.9759036144578314,0.7650602409638554,0.7449799196787149,0.857429718875502,0.998995983935743,0.8755020080321285,0.6807228915662651,0.856425702811245
ENSNBRT00000014371,0.7078313253012049,0.714859437751004,0.31726907630522083,0.8383534136546185,1.0,0.7058232931726908,0.714859437751004,0.7048192771084337,0.8383534136546185,0.7128514056224899,0.7248995983935743,0.6335341365461847,0.7901606425702812,0.7238955823293173,0.7349397590361446,0.7088353413654619,0.7018072289156626,0.6295180722891566,0.820281124497992,0.6365461847389559,0.5943775100401606,0.7088353413654619,0.8393574297188755,0.7269076305220884,0.5471887550200804,0.7068273092369478
ENSCVAT00000011227,0.9226907630522089,0.9216867469879518,0.4417670682730923,0.8544176706827309,0.7058232931726908,1.0,0.9216867469879518,0.9196787148594378,0.8554216867469879,0.929718875502008,0.8825301204819277,0.7650602409638554,0.8333333333333334,0.8644578313253012,0.8463855421686747,0.9236947791164659,0.8855421686746988,0.7740963855421686,0.856425702811245,0.7620481927710844,0.7379518072289156,0.9236947791164659,0.8544176706827309,0.8704819277108434,0.6917670682730924,0.9226907630522089
ENSGAFT00000012974,0.9839357429718876,0.9658634538152611,0.4417670682730923,0.8594377510040161,0.714859437751004,0.9216867469879518,1.0,0.9799196787148594,0.8604417670682731,0.9317269076305221,0.8704819277108434,0.7620481927710844,0.8353413654618473,0.858433734939759,0.8413654618473896,0.9668674698795181,0.8815261044176707,0.7680722891566265,0.857429718875502,0.7580321285140562,0.7329317269076305,0.9668674698795181,0.8594377510040161,0.8664658634538153,0.6857429718875502,0.963855421686747
ENSXMAT00000013796,0.9909638554216867,0.9588353413654619,0.4387550200803213,0.8514056224899599,0.7048192771084337,0.9196787148594378,0.9799196787148594,1.0,0.8524096385542169,0.929718875502008,0.8624497991967871,0.7620481927710844,0.8323293172690763,0.8524096385542169,0.8373493975903614,0.9608433734939759,0.8795180722891566,0.7640562248995983,0.8514056224899599,0.7560240963855421,0.7299196787148594,0.9608433734939759,0.8514056224899599,0.8634538152610441,0.6867469879518072,0.9578313253012049
ENSACLT00000009793,0.856425702811245,0.8634538152610441,0.4457831325301205,0.9979919678714859,0.8383534136546185,0.8554216867469879,0.8604417670682731,0.8524096385542169,1.0,0.8594377510040161,0.8734939759036144,0.7630522088353414,0.9508032128514057,0.8704819277108434,0.8875502008032129,0.8594377510040161,0.8504016064257028,0.7791164658634538,0.9759036144578314,0.7650602409638554,0.7449799196787149,0.858433734939759,0.998995983935743,0.8755020080321285,0.6807228915662651,0.857429718875502
ENSFHET00000009546,0.9327309236947792,0.927710843373494,0.4487951807228916,0.8604417670682731,0.7128514056224899,0.929718875502008,0.9317269076305221,0.929718875502008,0.8594377510040161,1.0,0.8724899598393574,0.7791164658634538,0.8323293172690763,0.8664658634538153,0.8473895582329317,0.929718875502008,0.8905622489959839,0.7751004016064257,0.8664658634538153,0.7690763052208835,0.7399598393574297,0.927710843373494,0.8604417670682731,0.8704819277108434,0.7028112449799196,0.9267068273092369
