,ENSPCIT00000043783,ENSMUGT00000001795,MGP_CAROLIEiJ_T0047509,ENSRNOT00000054848,ENSPCAT00000015568,ENSDORT00000033586,ENSVURT00010000286,ENSMODT00000057969,MGP_SPRETEiJ_T0049472,ENSMEUT00000004985,ENSMUGT00000010715,ENSMSIT00000008060,ENSMUST00000048482,ENSCCNT00000031767,MGP_PahariEiJ_T0020521,ENSLAFT00000000993
ENSPCIT00000043783,1.0,0.6298003072196621,0.6728110599078341,0.6697388632872504,0.46697388632872505,0.6697388632872504,0.8402457757296466,0.8540706605222734,0.6758832565284179,0.8172043010752689,0.6697388632872504,0.6774193548387096,0.6758832565284179,0.4854070660522274,0.6712749615975423,0.6943164362519201
ENSMUGT00000001795,0.6298003072196621,1.0,0.8771121351766513,0.8725038402457758,0.631336405529954,0.8125960061443932,0.6881720430107527,0.6267281105990783,0.8663594470046083,0.642089093701997,0.9354838709677419,0.8740399385560675,0.8648233486943164,0.6359447004608295,0.8878648233486943,0.8172043010752689
MGP_CAROLIEiJ_T0047509,0.6728110599078341,0.8771121351766513,1.0,0.9508448540706606,0.6298003072196621,0.8540706605222734,0.706605222734255,0.6758832565284179,0.989247311827957,0.6835637480798771,0.9262672811059908,0.989247311827957,0.978494623655914,0.663594470046083,0.9831029185867896,0.869431643625192
ENSRNOT00000054848,0.6697388632872504,0.8725038402457758,0.9508448540706606,1.0,0.6236559139784946,0.8525345622119815,0.7050691244239631,0.6774193548387096,0.9431643625192012,0.6712749615975423,0.9216589861751152,0.9508448540706606,0.9431643625192012,0.663594470046083,0.9508448540706606,0.8663594470046083
ENSPCAT00000015568,0.46697388632872505,0.631336405529954,0.6298003072196621,0.6236559139784946,1.0,0.6190476190476191,0.5161290322580645,0.45468509984639016,0.6298003072196621,0.5238095238095238,0.6159754224270353,0.6267281105990783,0.6221198156682027,0.43164362519201227,0.631336405529954,0.6605222734254992
ENSDORT00000033586,0.6697388632872504,0.8125960061443932,0.8540706605222734,0.8525345622119815,0.6190476190476191,1.0,0.7019969278033794,0.6835637480798771,0.8448540706605223,0.6881720430107527,0.8571428571428571,0.8525345622119815,0.8417818740399385,0.6835637480798771,0.8602150537634409,0.8663594470046083
ENSVURT00010000286,0.8402457757296466,0.6881720430107527,0.706605222734255,0.7050691244239631,0.5161290322580645,0.7019969278033794,1.0,0.7572964669738863,0.7019969278033794,0.7741935483870968,0.7050691244239631,0.706605222734255,0.706605222734255,0.5284178187403994,0.7050691244239631,0.717357910906298
ENSMODT00000057969,0.8540706605222734,0.6267281105990783,0.6758832565284179,0.6774193548387096,0.45468509984639016,0.6835637480798771,0.7572964669738863,1.0,0.6835637480798771,0.804915514592934,0.663594470046083,0.6820276497695853,0.6835637480798771,0.4823348694316436,0.6774193548387096,0.6912442396313364
MGP_SPRETEiJ_T0049472,0.6758832565284179,0.8663594470046083,0.989247311827957,0.9431643625192012,0.6298003072196621,0.8448540706605223,0.7019969278033794,0.6835637480798771,1.0,0.685099846390169,0.9170506912442397,0.9877112135176651,0.9861751152073732,0.6589861751152074,0.9754224270353302,0.869431643625192
ENSMEUT00000004985,0.8172043010752689,0.642089093701997,0.6835637480798771,0.6712749615975423,0.5238095238095238,0.6881720430107527,0.7741935483870968,0.804915514592934,0.685099846390169,1.0,0.6804915514592934,0.6804915514592934,0.6820276497695853,0.4930875576036866,0.6820276497695853,0.6897081413210445
ENSMUGT00000010715,0.6697388632872504,0.9354838709677419,0.9262672811059908,0.9216589861751152,0.6159754224270353,0.8571428571428571,0.7050691244239631,0.663594470046083,0.9170506912442397,0.6804915514592934,1.0,0.9231950844854071,0.9124423963133641,0.6697388632872504,0.9354838709677419,0.8617511520737328
ENSMSIT00000008060,0.6774193548387096,0.8740399385560675,0.989247311827957,0.9508448540706606,0.6267281105990783,0.8525345622119815,0.706605222734255,0.6820276497695853,0.9877112135176651,0.6804915514592934,0.9231950844854071,1.0,0.9861751152073732,0.6666666666666666,0.9754224270353302,0.8755760368663594
ENSMUST00000048482,0.6758832565284179,0.8648233486943164,0.978494623655914,0.9431643625192012,0.6221198156682027,0.8417818740399385,0.706605222734255,0.6835637480798771,0.9861751152073732,0.6820276497695853,0.9124423963133641,0.9861751152073732,1.0,0.6574500768049155,0.9646697388632872,0.8663594470046083
ENSCCNT00000031767,0.4854070660522274,0.6359447004608295,0.663594470046083,0.663594470046083,0.43164362519201227,0.6835637480798771,0.5284178187403994,0.4823348694316436,0.6589861751152074,0.4930875576036866,0.6697388632872504,0.6666666666666666,0.6574500768049155,1.0,0.6697388632872504,0.6774193548387096
MGP_PahariEiJ_T0020521,0.6712749615975423,0.8878648233486943,0.9831029185867896,0.9508448540706606,0.631336405529954,0.8602150537634409,0.7050691244239631,0.6774193548387096,0.9754224270353302,0.6820276497695853,0.9354838709677419,0.9754224270353302,0.9646697388632872,0.6697388632872504,1.0,0.8755760368663594
ENSLAFT00000000993,0.6943164362519201,0.8172043010752689,0.869431643625192,0.8663594470046083,0.6605222734254992,0.8663594470046083,0.717357910906298,0.6912442396313364,0.869431643625192,0.6897081413210445,0.8617511520737328,0.8755760368663594,0.8663594470046083,0.6774193548387096,0.8755760368663594,1.0
