	ENSGGOT00000049574	ENSPTET00000006744	ENSGGOT00000000920	ENSPTRT00000102371	ENST00000652559	ENSMICT00000006394	ENST00000455775	ENSGGOT00000025034	ENSPPYT00000033485	ENSRBIT00000043767	ENST00000650877	ENST00000557224	ENSRROT00000054254	ENSPCOT00000028604	ENSPCOT00000028607	ENSPCOT00000028601	ENSPPAT00000032442	ENSNLET00000052557	ENSPPAT00000032461	ENSPPAT00000032454	ENST00000376207	ENSPSMT00000021687	ENSRBIT00000043768	ENSMICT00000041362	ENSPTRT00000108360	ENSPTET00000006735	ENSPTET00000006739	ENSPPYT00000023733	ENSRROT00000054266	ENSRROT00000054261	ENSMICT00000031520	ENSRBIT00000043771	ENSOGAT00000032899	ENSRBIT00000043769	ENST00000376197	ENSPTRT00000040676	ENST00000376199	ENSPSMT00000021693	ENSNLET00000010324	ENST00000518685
ENSGGOT00000049574	1.0	0.8679147165886636	0.8117524700988039	0.8075923036921477	0.5621424856994279	0.8195527821112845	0.9594383775351014	0.9453978159126364	0.9011960478419136	0.8351534061362454	0.4087363494539782	0.8471138845553822	0.9282371294851794	0.890275611024441	0.8346333853354134	0.9412376495059802	0.9947997919916796	0.9329173166926678	0.8081123244929798	0.9401976079043162	0.9953198127925116	0.8268330733229329	0.9474778991159646	0.936557462298492	0.9947997919916796	0.7971918876755071	0.8356734269370775	0.9916796671866874	0.7961518460738429	0.9469578783151326	0.8861154446177847	0.9256370254810192	0.9329173166926678	0.7966718668746751	0.8081123244929798	0.8465938637545501	0.9407176287051482	0.7873114924596983	0.827873114924597	0.953198127925117
ENSPTET00000006744	0.8679147165886636	1.0	0.6817472698907956	0.6807072282891315	0.4435777431097243	0.7061882475299012	0.8325533021320853	0.8138325533021321	0.7779511180447218	0.7347893915756629	0.29225169006760265	0.7207488299531981	0.827873114924597	0.7753510140405616	0.7197087883515341	0.8257930317212688	0.8679147165886636	0.8107124284971399	0.6812272490899636	0.8138325533021321	0.8684347373894956	0.7129485179407177	0.8465938637545501	0.8231929277171087	0.8679147165886636	0.6963078523140925	0.7363494539781591	0.8679147165886636	0.6942277691107644	0.8460738429537181	0.7727509100364015	0.8237129485179407	0.8190327613104524	0.6947477899115965	0.6812272490899636	0.7202288091523661	0.8143525741029641	0.6744669786791472	0.7061882475299012	0.8268330733229329
ENSGGOT00000000920	0.8117524700988039	0.6817472698907956	1.0	0.9937597503900156	0.48413936557462295	0.8554342173686947	0.7722308892355694	0.8663546541861674	0.8231929277171087	0.939157566302652	0.33073322932917315	0.9547581903276132	0.8507540301612064	0.8159126365054602	0.8569942797711908	0.7613104524180967	0.8081123244929798	0.7467498699947998	0.9942797711908476	0.8627145085803433	0.8081123244929798	0.8517940717628705	0.7607904316172647	0.7571502860114404	0.8075923036921477	0.9807592303692148	0.9407176287051482	0.8044721788871555	0.9791991679667188	0.7602704108164327	0.8117524700988039	0.7389495579823193	0.7576703068122725	0.9791991679667188	0.9947997919916796	0.9537181487259492	0.8627145085803433	0.6073842953718148	0.935517420696828	0.7659906396255849
ENSPTRT00000102371	0.8075923036921477	0.6807072282891315	0.9937597503900156	1.0	0.4851794071762871	0.8569942797711908	0.7722308892355694	0.8621944877795111	0.8221528861154446	0.938117524700988	0.3312532501300052	0.9557982319292772	0.8497139885595424	0.8174726989079563	0.8569942797711908	0.7628705148205929	0.8101924076963078	0.7457098283931357	0.998439937597504	0.8647945917836714	0.8081123244929798	0.8517940717628705	0.7597503900156006	0.7587103484139366	0.8117524700988039	0.9797191887675508	0.939677587103484	0.8034321372854915	0.9781591263650546	0.7592303692147686	0.8133125325013001	0.7373894955798231	0.7592303692147686	0.9781591263650546	0.9958398335933436	0.9599583983359334	0.8627145085803433	0.607904316172647	0.9344773790951638	0.7659906396255849
ENST00000652559	0.5621424856994279	0.4435777431097243	0.48413936557462295	0.4851794071762871	1.0	0.53198127925117	0.5304212168486739	0.6167446697867914	0.5813832553302132	0.5200208008320333	0.84399375975039	0.5273010920436817	0.6131045241809673	0.5964638585543421	0.5418616744669786	0.5418616744669786	0.5637025481019241	0.5449817992719709	0.4851794071762871	0.6183047321892876	0.5663026521060842	0.5356214248569943	0.5231409256370255	0.5429017160686428	0.5642225689027561	0.4804992199687987	0.5200208008320333	0.5626625065002601	0.4799791991679667	0.5226209048361935	0.5975039001560063	0.50130005200208	0.5392615704628185	0.4804992199687987	0.4872594903796153	0.5252210088403536	0.6209048361934477	0.4295371814872595	0.5231409256370255	0.608424336973479
ENSMICT00000006394	0.8195527821112845	0.7061882475299012	0.8554342173686947	0.8569942797711908	0.53198127925117	1.0	0.7862714508580343	0.874154966198648	0.8398335933437338	0.8928757150286012	0.39001560062402496	0.8933957358294332	0.875195007800312	0.9022360894435776	0.9318772750910036	0.8476339053562143	0.8226729069162767	0.7633905356214249	0.858034321372855	0.8772750910036401	0.8221528861154446	0.9277171086843474	0.7852314092563702	0.8788351534061363	0.8221528861154446	0.8559542381695268	0.8928757150286012	0.8211128445137805	0.8549141965678627	0.7847113884555382	0.9334373374934998	0.7644305772230889	0.8299531981279251	0.8559542381695268	0.8569942797711908	0.8933957358294332	0.8767550702028081	0.6926677067082684	0.8783151326053042	0.7857514300572023
ENST00000455775	0.9594383775351014	0.8325533021320853	0.7722308892355694	0.7722308892355694	0.5304212168486739	0.7862714508580343	1.0	0.904836193447738	0.937077483099324	0.7997919916796672	0.374414976599064	0.8159126365054602	0.8928757150286012	0.8559542381695268	0.8003120124804992	0.906916276651066	0.9604784191367656	0.96931877275091	0.7727509100364015	0.905876235049402	0.9641185647425896	0.7914716588663546	0.982839313572543	0.9032761310452418	0.9604784191367656	0.7607904316172647	0.8003120124804992	0.9563182527301092	0.7597503900156006	0.9823192927717108	0.8528341133645346	0.9188767550702028	0.8991159646385856	0.7602704108164327	0.7758710348413936	0.8122724908996359	0.9095163806552262	0.7529901196047842	0.7925117004680188	0.9219968798751949
ENSGGOT00000025034	0.9453978159126364	0.8138325533021321	0.8663546541861674	0.8621944877795111	0.6167446697867914	0.874154966198648	0.904836193447738	1.0	0.9557982319292772	0.8897555902236091	0.4633385335413416	0.9017160686427456	0.982839313572543	0.9448777951118044	0.8892355694227769	0.890275611024441	0.9401976079043162	0.8783151326053042	0.8627145085803433	0.9947997919916796	0.9407176287051482	0.8814352574102964	0.8928757150286012	0.8861154446177847	0.9401976079043162	0.8517940717628705	0.890275611024441	0.937077483099324	0.8507540301612064	0.8923556942277691	0.9407176287051482	0.8710348413936557	0.8855954238169527	0.8512740509620385	0.8627145085803433	0.9011960478419136	0.9953198127925116	0.7373894955798231	0.8824752990119604	0.8985959438377535
ENSPPYT00000033485	0.9011960478419136	0.7779511180447218	0.8231929277171087	0.8221528861154446	0.5813832553302132	0.8398335933437338	0.937077483099324	0.9557982319292772	1.0	0.8538741549661987	0.4279771190847633	0.8627145085803433	0.9469578783151326	0.9100364014560582	0.8543941757670307	0.8554342173686947	0.9011960478419136	0.9152366094643786	0.8226729069162767	0.9557982319292772	0.9017160686427456	0.8465938637545501	0.9271970878835152	0.8517940717628705	0.9011960478419136	0.8148725949037962	0.8543941757670307	0.9095163806552262	0.8138325533021321	0.9266770670826832	0.906396255850234	0.8637545501820073	0.8517940717628705	0.8143525741029641	0.8226729069162767	0.8621944877795111	0.9563182527301092	0.7030681227249089	0.8481539261570463	0.8595943837753509
ENSRBIT00000043767	0.8351534061362454	0.7347893915756629	0.939157566302652	0.938117524700988	0.5200208008320333	0.8928757150286012	0.7997919916796672	0.8897555902236091	0.8538741549661987	1.0	0.3681747269890796	0.9786791471658868	0.905876235049402	0.8523140925637025	0.891835673426937	0.7977119084763391	0.8351534061362454	0.7779511180447218	0.93863754550182	0.8897555902236091	0.8356734269370775	0.8897555902236091	0.8159126365054602	0.7940717628705148	0.8351534061362454	0.9563182527301092	0.9963598543941756	0.8351534061362454	0.9589183567342694	0.8153926157046282	0.8486739469578783	0.7930317212688508	0.7930317212688508	0.9599583983359334	0.939157566302652	0.9776391055642226	0.890275611024441	0.6469058762350494	0.9641185647425896	0.7940717628705148
