	ENSMUST00000005862	MGP_PahariEiJ_T0027577	ENSRNOT00000006979	MGP_SPRETEiJ_T0042016	ENSMUST00000229956	F58A4.7b.2	F58A4.7b.1	F58A4.7a.1	F58A4.7a.2	ENSMUGT00000023140	FBtr0080854	F58A4.7d.1	F58A4.7d.2	F58A4.7c.2	ENSMUST00000230875	F58A4.7c.1	MGP_CAROLIEiJ_T0040178	FBtr0343814	F58A4.7b.3	ENSMSIT00000040375
ENSMUST00000005862	1.0	0.9931054294742891	0.991669060614766	0.9979890835966676	0.8756104567652974	0.5130709566216605	0.5130709566216605	0.5122091353059466	0.5122091353059466	0.9841999425452456	0.3197357081298477	0.6314277506463659	0.6314277506463659	0.5116345877621373	0.8793450158000574	0.5116345877621373	0.9951163458776212	0.3197357081298477	0.5130709566216605	0.9994254524561909
MGP_PahariEiJ_T0027577	0.9931054294742891	1.0	0.9893708704395288	0.9939672507900028	0.8730249928181557	0.5127836828497558	0.5127836828497558	0.5119218615340421	0.5119218615340421	0.9827635736857224	0.3200229819017524	0.6314277506463659	0.6314277506463659	0.5113473139902327	0.8761850043091066	0.5113473139902327	0.9933927032461936	0.3200229819017524	0.5127836828497558	0.9936799770180984
ENSRNOT00000006979	0.991669060614766	0.9893708704395288	1.0	0.9902326917552428	0.8695777075553002	0.514220051709279	0.514220051709279	0.5130709566216605	0.5130709566216605	0.9827635736857224	0.320310255673657	0.6325768457339845	0.6325768457339845	0.5124964090778512	0.8738868141338696	0.5124964090778512	0.990807239299052	0.320310255673657	0.514220051709279	0.9922436081585752
MGP_SPRETEiJ_T0042016	0.9979890835966676	0.9939672507900028	0.9902326917552428	1.0	0.8753231829933927	0.5139327779373744	0.5139327779373744	0.5130709566216605	0.5130709566216605	0.9836253950014364	0.32059752944556164	0.6322895719620799	0.6322895719620799	0.5124964090778512	0.8790577420281528	0.5124964090778512	0.9954036196495258	0.32059752944556164	0.5139327779373744	0.9979890835966676
ENSMUST00000229956	0.8756104567652974	0.8730249928181557	0.8695777075553002	0.8753231829933927	1.0	0.5300201091640333	0.5300201091640333	0.5291582878483194	0.5291582878483194	0.8644067796610171	0.3970123527721918	0.7515081873024992	0.7515081873024992	0.5300201091640333	0.943981614478598	0.5300201091640333	0.8733122665900603	0.3970123527721918	0.5300201091640333	0.8750359092214881
F58A4.7b.2	0.5130709566216605	0.5127836828497558	0.514220051709279	0.5139327779373744	0.5300201091640333	1.0	1.0	0.9982763573685722	0.9982763573685722	0.5110600402183281	0.14478598103993098	0.7428899741453605	0.7428899741453605	0.9974145360528583	0.538638322321172	0.9974145360528583	0.5127836828497558	0.14478598103993098	1.0	0.5130709566216605
F58A4.7b.1	0.5130709566216605	0.5127836828497558	0.514220051709279	0.5139327779373744	0.5300201091640333	1.0	1.0	0.9982763573685722	0.9982763573685722	0.5110600402183281	0.14478598103993098	0.7428899741453605	0.7428899741453605	0.9974145360528583	0.538638322321172	0.9974145360528583	0.5127836828497558	0.14478598103993098	1.0	0.5130709566216605
F58A4.7a.1	0.5122091353059466	0.5119218615340421	0.5130709566216605	0.5130709566216605	0.5291582878483194	0.9982763573685722	0.9982763573685722	1.0	1.0	0.5101982189026142	0.14334961218040787	0.7411663315139327	0.7411663315139327	0.999138178684286	0.5403619649525998	0.999138178684286	0.5119218615340421	0.14334961218040787	0.9982763573685722	0.5122091353059466
F58A4.7a.2	0.5122091353059466	0.5119218615340421	0.5130709566216605	0.5130709566216605	0.5291582878483194	0.9982763573685722	0.9982763573685722	1.0	1.0	0.5101982189026142	0.14334961218040787	0.7411663315139327	0.7411663315139327	0.999138178684286	0.5403619649525998	0.999138178684286	0.5119218615340421	0.14334961218040787	0.9982763573685722	0.5122091353059466
ENSMUGT00000023140	0.9841999425452456	0.9827635736857224	0.9827635736857224	0.9836253950014364	0.8644067796610171	0.5110600402183281	0.5110600402183281	0.5101982189026142	0.5101982189026142	1.0	0.32059752944556164	0.6314277506463659	0.6314277506463659	0.5096236713588049	0.8704395288710141	0.5096236713588049	0.9830508474576272	0.32059752944556164	0.5110600402183281	0.9844872163171502
FBtr0080854	0.3197357081298477	0.3200229819017524	0.320310255673657	0.32059752944556164	0.3970123527721918	0.14478598103993098	0.14478598103993098	0.14334961218040787	0.14334961218040787	0.32059752944556164	1.0	0.3817868428612468	0.3817868428612468	0.14421143349612175	0.3674231542660156	0.14421143349612175	0.32059752944556164	1.0	0.14478598103993098	0.3197357081298477
F58A4.7d.1	0.6314277506463659	0.6314277506463659	0.6325768457339845	0.6322895719620799	0.7515081873024992	0.7428899741453605	0.7428899741453605	0.7411663315139327	0.7411663315139327	0.6314277506463659	0.3817868428612468	1.0	1.0	0.7420281528296466	0.7276644642344154	0.7420281528296466	0.6320022981901753	0.3817868428612468	0.7428899741453605	0.6314277506463659
F58A4.7d.2	0.6314277506463659	0.6314277506463659	0.6325768457339845	0.6322895719620799	0.7515081873024992	0.7428899741453605	0.7428899741453605	0.7411663315139327	0.7411663315139327	0.6314277506463659	0.3817868428612468	1.0	1.0	0.7420281528296466	0.7276644642344154	0.7420281528296466	0.6320022981901753	0.3817868428612468	0.7428899741453605	0.6314277506463659
F58A4.7c.2	0.5116345877621373	0.5113473139902327	0.5124964090778512	0.5124964090778512	0.5300201091640333	0.9974145360528583	0.9974145360528583	0.999138178684286	0.999138178684286	0.5096236713588049	0.14421143349612175	0.7420281528296466	0.7420281528296466	1.0	0.5412237862683137	1.0	0.5113473139902327	0.14421143349612175	0.9974145360528583	0.5116345877621373
ENSMUST00000230875	0.8793450158000574	0.8761850043091066	0.8738868141338696	0.8790577420281528	0.943981614478598	0.538638322321172	0.538638322321172	0.5403619649525998	0.5403619649525998	0.8704395288710141	0.3674231542660156	0.7276644642344154	0.7276644642344154	0.5412237862683137	1.0	0.5412237862683137	0.8779086469405343	0.3674231542660156	0.538638322321172	0.8787704682562482
F58A4.7c.1	0.5116345877621373	0.5113473139902327	0.5124964090778512	0.5124964090778512	0.5300201091640333	0.9974145360528583	0.9974145360528583	0.999138178684286	0.999138178684286	0.5096236713588049	0.14421143349612175	0.7420281528296466	0.7420281528296466	1.0	0.5412237862683137	1.0	0.5113473139902327	0.14421143349612175	0.9974145360528583	0.5116345877621373
MGP_CAROLIEiJ_T0040178	0.9951163458776212	0.9933927032461936	0.990807239299052	0.9954036196495258	0.8733122665900603	0.5127836828497558	0.5127836828497558	0.5119218615340421	0.5119218615340421	0.9830508474576272	0.32059752944556164	0.6320022981901753	0.6320022981901753	0.5113473139902327	0.8779086469405343	0.5113473139902327	1.0	0.32059752944556164	0.5127836828497558	0.9956908934214306
FBtr0343814	0.3197357081298477	0.3200229819017524	0.320310255673657	0.32059752944556164	0.3970123527721918	0.14478598103993098	0.14478598103993098	0.14334961218040787	0.14334961218040787	0.32059752944556164	1.0	0.3817868428612468	0.3817868428612468	0.14421143349612175	0.3674231542660156	0.14421143349612175	0.32059752944556164	1.0	0.14478598103993098	0.3197357081298477
F58A4.7b.3	0.5130709566216605	0.5127836828497558	0.514220051709279	0.5139327779373744	0.5300201091640333	1.0	1.0	0.9982763573685722	0.9982763573685722	0.5110600402183281	0.14478598103993098	0.7428899741453605	0.7428899741453605	0.9974145360528583	0.538638322321172	0.9974145360528583	0.5127836828497558	0.14478598103993098	1.0	0.5130709566216605
