,ENSMICT00000066583,ENST00000317900,ENSMICT00000058718,ENSPCOT00000041798,ENST00000359758,ENSPTET00000048819,ENSPCOT00000041793,ENSPCOT00000041797,ENSPCOT00000041795,ENSPTET00000048802,ENSMICT00000068515,ENSNLET00000041641,ENSPTET00000048809,ENSPSMT00000006595,ENSPSMT00000006593,ENSPSMT00000006591,ENSMICT00000063077,ENSNLET00000052034,ENST00000361111,ENSNLET00000000523,ENSNLET00000000527,ENSPTET00000048821,ENSPTET00000048822,ENST00000528168,ENSNLET00000043682,ENST00000297498,ENST00000458665,ENSPTET00000048799,ENSPSMT00000006586,ENSPCOT00000041799,ENSMICT00000067116,ENSPTET00000048818,ENST00000398462,ENSNLET00000044466
ENSMICT00000066583,1.0,0.5090673575129534,0.8121761658031088,0.7901554404145078,0.7176165803108808,0.5038860103626943,0.6230569948186528,0.6476683937823834,0.5284974093264249,0.6243523316062176,0.6748704663212435,0.36269430051813467,0.8782383419689119,0.5427461139896373,0.6411917098445595,0.9183937823834197,0.5712435233160622,0.6308290155440415,0.6295336787564767,0.883419689119171,0.5103626943005182,0.6398963730569949,0.36269430051813467,0.35880829015544036,0.7202072538860104,0.6023316062176166,0.6398963730569949,0.7150259067357513,0.7772020725388601,0.40803108808290156,0.711139896373057,0.6010362694300518,0.883419689119171,0.6386010362694301
ENST00000317900,0.5090673575129534,1.0,0.6062176165803109,0.36269430051813467,0.6878238341968912,0.9624352331606217,0.4598445595854923,0.24222797927461137,0.560880829015544,0.7616580310880829,0.24222797927461137,0.36269430051813467,0.5634715025906736,0.8847150259067358,0.24611398963730569,0.5051813471502591,0.8704663212435233,0.7681347150259067,0.788860103626943,0.5699481865284974,0.9740932642487047,0.24222797927461137,0.36269430051813467,0.35880829015544036,0.667098445595855,0.7072538860103627,0.24222797927461137,0.6606217616580311,0.6178756476683938,0.7512953367875648,0.7072538860103627,0.6839378238341969,0.5906735751295337,0.24222797927461137
ENSMICT00000058718,0.8121761658031088,0.6062176165803109,1.0,0.6230569948186528,0.8924870466321243,0.6010362694300518,0.8044041450777202,0.48056994818652843,0.7098445595854922,0.7979274611398963,0.4870466321243523,0.4598445595854923,0.7150259067357513,0.6398963730569949,0.48445595854922274,0.7616580310880829,0.6683937823834197,0.805699481865285,0.8044041450777202,0.7202072538860104,0.6075129533678757,0.4766839378238341,0.4598445595854923,0.455958549222798,0.8950777202072538,0.6994818652849741,0.4740932642487047,0.8886010362694301,0.9222797927461139,0.5051813471502591,0.8989637305699482,0.6981865284974094,0.7176165803108808,0.47538860103626945
ENSPCOT00000041798,0.7901554404145078,0.36269430051813467,0.6230569948186528,1.0,0.5712435233160622,0.36010362694300513,0.8121761658031088,0.6748704663212435,0.711139896373057,0.48056994818652843,0.6476683937823834,0.3613989637305699,0.7344559585492227,0.40025906735751293,0.6541450777202072,0.788860103626943,0.3886010362694301,0.4909326424870466,0.48316062176165797,0.7474093264248705,0.3704663212435233,0.6398963730569949,0.3613989637305699,0.3575129533678756,0.5803108808290155,0.4546632124352332,0.6411917098445595,0.5712435233160622,0.6386010362694301,0.5906735751295337,0.5284974093264249,0.455958549222798,0.7383419689119171,0.6424870466321243
ENST00000359758,0.7176165803108808,0.6878238341968912,0.8924870466321243,0.5712435233160622,1.0,0.6606217616580311,0.7487046632124352,0.4507772020725389,0.6606217616580311,0.8704663212435233,0.4507772020725389,0.43911917098445596,0.7810880829015544,0.5984455958549223,0.455958549222798,0.7150259067357513,0.5867875647668394,0.8782383419689119,0.8989637305699482,0.7875647668393783,0.667098445595855,0.4598445595854923,0.4378238341968912,0.43523316062176165,0.9753886010362695,0.783678756476684,0.4637305699481865,0.9676165803108808,0.8756476683937824,0.4598445595854923,0.8044041450777202,0.7590673575129534,0.8121761658031088,0.4598445595854923
ENSPTET00000048819,0.5038860103626943,0.9624352331606217,0.6010362694300518,0.36010362694300513,0.6606217616580311,1.0,0.45725388601036276,0.24222797927461137,0.5582901554404145,0.788860103626943,0.24222797927461137,0.36269430051813467,0.5906735751295337,0.8769430051813472,0.24611398963730569,0.49740932642487046,0.8626943005181347,0.7577720207253886,0.7616580310880829,0.5595854922279793,0.961139896373057,0.24222797927461137,0.36269430051813467,0.35880829015544036,0.6567357512953368,0.6800518134715026,0.24222797927461137,0.6878238341968912,0.6101036269430051,0.7435233160621761,0.7020725388601037,0.711139896373057,0.5634715025906736,0.24222797927461137
ENSPCOT00000041793,0.6230569948186528,0.4598445595854923,0.8044041450777202,0.8121761658031088,0.7487046632124352,0.45725388601036276,1.0,0.4870466321243523,0.8989637305699482,0.6567357512953368,0.48056994818652843,0.45854922279792754,0.5712435233160622,0.49740932642487046,0.48834196891191706,0.6230569948186528,0.4857512953367875,0.6683937823834197,0.6606217616580311,0.5803108808290155,0.4676165803108808,0.4766839378238341,0.45854922279792754,0.4546632124352332,0.7577720207253886,0.5518134715025906,0.4740932642487047,0.7474093264248705,0.7862694300518135,0.6878238341968912,0.7098445595854922,0.5531088082901554,0.5712435233160622,0.47538860103626945
ENSPCOT00000041797,0.6476683937823834,0.24222797927461137,0.48056994818652843,0.6748704663212435,0.4507772020725389,0.24222797927461137,0.4870466321243523,1.0,0.38601036269430056,0.36269430051813467,0.9676165803108808,0.6761658031088082,0.616580310880829,0.26554404145077726,0.9740932642487047,0.6541450777202072,0.24611398963730569,0.366580310880829,0.36269430051813467,0.6230569948186528,0.24611398963730569,0.9572538860103627,0.6787564766839378,0.6735751295336787,0.455958549222798,0.3341968911917099,0.9572538860103627,0.45336787564766845,0.5038860103626943,0.26554404145077726,0.38601036269430056,0.3380829015544041,0.6178756476683938,0.9572538860103627
ENSPCOT00000041795,0.5284974093264249,0.560880829015544,0.7098445595854922,0.711139896373057,0.6606217616580311,0.5582901554404145,0.8989637305699482,0.38601036269430056,1.0,0.7577720207253886,0.38601036269430056,0.5064766839378239,0.48056994818652843,0.5984455958549223,0.38989637305699487,0.5246113989637305,0.5867875647668394,0.7694300518134715,0.7616580310880829,0.4909326424870466,0.5686528497409327,0.38601036269430056,0.5064766839378239,0.5025906735751295,0.6683937823834197,0.5997409326424871,0.38601036269430056,0.6567357512953368,0.6878238341968912,0.788860103626943,0.810880829015544,0.6010362694300518,0.48316062176165797,0.38601036269430056
ENSPTET00000048802,0.6243523316062176,0.7616580310880829,0.7979274611398963,0.48056994818652843,0.8704663212435233,0.788860103626943,0.6567357512953368,0.36269430051813467,0.7577720207253886,1.0,0.36269430051813467,0.48316062176165797,0.711139896373057,0.6917098445595855,0.366580310880829,0.6178756476683938,0.6826424870466321,0.9676165803108808,0.9715025906735751,0.6800518134715026,0.7577720207253886,0.36269430051813467,0.48316062176165797,0.47927461139896366,0.866580310880829,0.8005181347150259,0.36269430051813467,0.8989637305699482,0.7784974093264249,0.5582901554404145,0.8989637305699482,0.8316062176165803,0.6839378238341969,0.36269430051813467
