	D2085.3.1	ENSAOWT00000029657	FBtr0070350	FBtr0070351	ENSARWT00000009008	ENSARWT00000009018	ENSAOWT00000029655	ENSAOWT00000029662	ENSAOWT00000029663	ENSAOWT00000029659	ENSARWT00000009040
D2085.3.1	1.0	0.32620215897939153	0.34916584887144264	0.34916584887144264	0.3214916584887144	0.3326790971540726	0.3108930323846908	0.3146221786064769	0.2944062806673209	0.3040235525024534	0.337585868498528
ENSAOWT00000029657	0.32620215897939153	1.0	0.4488714425907753	0.4488714425907753	0.9444553483807656	0.9332679097154072	0.9846908734052991	0.9140333660451424	0.93405299313052	0.95053974484789	0.9165848871442592
FBtr0070350	0.34916584887144264	0.4488714425907753	1.0	1.0	0.4384690873405299	0.4496565260058881	0.43356231599607453	0.4033366045142297	0.42335623159960745	0.4304219823356232	0.4343473994111875
FBtr0070351	0.34916584887144264	0.4488714425907753	1.0	1.0	0.4384690873405299	0.4496565260058881	0.43356231599607453	0.4033366045142297	0.42335623159960745	0.4304219823356232	0.4343473994111875
ENSARWT00000009008	0.3214916584887144	0.9444553483807656	0.4384690873405299	0.4384690873405299	1.0	0.9888125613346418	0.959764474975466	0.8894995093228656	0.9095191364082432	0.9258096172718352	0.8969578017664377
ENSARWT00000009018	0.3326790971540726	0.9332679097154072	0.4496565260058881	0.4496565260058881	0.9888125613346418	1.0	0.948577036310108	0.8783120706575074	0.8983316977428851	0.9146221786064771	0.8857703631010795
ENSAOWT00000029655	0.3108930323846908	0.9846908734052991	0.43356231599607453	0.43356231599607453	0.959764474975466	0.948577036310108	1.0	0.929342492639843	0.9493621197252208	0.9658488714425908	0.9318940137389596
ENSAOWT00000029662	0.3146221786064769	0.9140333660451424	0.4033366045142297	0.4033366045142297	0.8894995093228656	0.8783120706575074	0.929342492639843	1.0	0.9481844946025516	0.8951913640824337	0.8875368007850835
ENSAOWT00000029663	0.2944062806673209	0.93405299313052	0.42335623159960745	0.42335623159960745	0.9095191364082432	0.8983316977428851	0.9493621197252208	0.9481844946025516	1.0	0.9152109911678116	0.9075564278704612
ENSAOWT00000029659	0.3040235525024534	0.95053974484789	0.4304219823356232	0.4304219823356232	0.9258096172718352	0.9146221786064771	0.9658488714425908	0.8951913640824337	0.9152109911678116	1.0	0.8979391560353287
ENSARWT00000009040	0.337585868498528	0.9165848871442592	0.4343473994111875	0.4343473994111875	0.8969578017664377	0.8857703631010795	0.9318940137389596	0.8875368007850835	0.9075564278704612	0.8979391560353287	1.0
