,ENSMLET00000060502,ENSDNOT00000024731,ENSPCAT00000009841,ENSMNET00000037143,ENSRROT00000034856,ENSCATT00000052265,ENSCSAT00000001971,ENSMMUT00000061742,ENSRBIT00000053466,ENSTGET00000009432,ENSPANT00000016032,ENSPTET00000020978,ENSMFAT00000034062,ENSLAFT00000007224
ENSMLET00000060502,1.0,0.8656808379544054,0.711645101663586,0.9944547134935305,0.9796672828096118,0.8946395563770795,0.6032039433148491,0.9944547134935305,0.9852125693160814,0.9932224276032039,0.9956869993838571,0.9870609981515711,0.9950708564386938,0.6019716574245225
ENSDNOT00000024731,0.8656808379544054,1.0,0.7344423906346272,0.8662969808995687,0.8533579790511399,0.7874306839186691,0.5397412199630314,0.8650646950092421,0.8589032655576093,0.8650646950092421,0.8650646950092421,0.8632162661737524,0.866913123844732,0.6278496611213802
ENSPCAT00000009841,0.711645101663586,0.7344423906346272,1.0,0.7128773875539125,0.7024029574861368,0.6438693776956254,0.5391250770178682,0.711645101663586,0.7067159581022797,0.7128773875539125,0.7128773875539125,0.7079482439926063,0.7128773875539125,0.7831176833025262
ENSMNET00000037143,0.9944547134935305,0.8662969808995687,0.7128773875539125,1.0,0.9815157116451017,0.8927911275415896,0.6062846580406654,0.9963031423290203,0.9870609981515711,0.9938385705483672,0.9963031423290203,0.988909426987061,0.9969192852741836,0.6025878003696857
ENSRROT00000034856,0.9796672828096118,0.8533579790511399,0.7024029574861368,0.9815157116451017,1.0,0.8798521256931608,0.6087492298213185,0.9815157116451017,0.9907578558225508,0.9796672828096118,0.9815157116451017,0.9815157116451017,0.982131854590265,0.5908810844115835
ENSCATT00000052265,0.8946395563770795,0.7874306839186691,0.6438693776956254,0.8927911275415896,0.8798521256931608,1.0,0.5286506469500925,0.8921749845964264,0.8853974121996303,0.8915588416512631,0.8940234134319162,0.884781269254467,0.8927911275415896,0.5415896487985212
ENSCSAT00000001971,0.6032039433148491,0.5397412199630314,0.5391250770178682,0.6062846580406654,0.6087492298213185,0.5286506469500925,1.0,0.6050523721503389,0.6032039433148491,0.6032039433148491,0.6050523721503389,0.5988909426987061,0.6056685150955021,0.4805914972273567
ENSMMUT00000061742,0.9944547134935305,0.8650646950092421,0.711645101663586,0.9963031423290203,0.9815157116451017,0.8921749845964264,0.6050523721503389,1.0,0.9870609981515711,0.9938385705483672,0.9963031423290203,0.988909426987061,0.9981515711645101,0.6025878003696857
ENSRBIT00000053466,0.9852125693160814,0.8589032655576093,0.7067159581022797,0.9870609981515711,0.9907578558225508,0.8853974121996303,0.6032039433148491,0.9870609981515711,1.0,0.9852125693160814,0.9870609981515711,0.9870609981515711,0.9876771410967344,0.5958102279728897
ENSTGET00000009432,0.9932224276032039,0.8650646950092421,0.7128773875539125,0.9938385705483672,0.9796672828096118,0.8915588416512631,0.6032039433148491,0.9938385705483672,0.9852125693160814,1.0,0.9950708564386938,0.9870609981515711,0.9956869993838571,0.6019716574245225
ENSPANT00000016032,0.9956869993838571,0.8650646950092421,0.7128773875539125,0.9963031423290203,0.9815157116451017,0.8940234134319162,0.6050523721503389,0.9963031423290203,0.9870609981515711,0.9950708564386938,1.0,0.988909426987061,0.9969192852741836,0.6025878003696857
ENSPTET00000020978,0.9870609981515711,0.8632162661737524,0.7079482439926063,0.988909426987061,0.9815157116451017,0.884781269254467,0.5988909426987061,0.988909426987061,0.9870609981515711,0.9870609981515711,0.988909426987061,1.0,0.9895255699322243,0.5970425138632163
ENSMFAT00000034062,0.9950708564386938,0.866913123844732,0.7128773875539125,0.9969192852741836,0.982131854590265,0.8927911275415896,0.6056685150955021,0.9981515711645101,0.9876771410967344,0.9956869993838571,0.9969192852741836,0.9895255699322243,1.0,0.6013555144793592
ENSLAFT00000007224,0.6019716574245225,0.6278496611213802,0.7831176833025262,0.6025878003696857,0.5908810844115835,0.5415896487985212,0.4805914972273567,0.6025878003696857,0.5958102279728897,0.6019716574245225,0.6025878003696857,0.5970425138632163,0.6013555144793592,1.0
