,ENSNPET00000001432,ENSCPUT00000019272,ENSACLT00000012896,ENSDORT00000027843,ENSDART00000170215,ENSEBUT00000026737,ENSNGAT00000004992,ENSCCNT00000033689,ENSRNOT00000072628,ENSDART00000115182,ENSNSUT00000028495,ENSNSUT00000028496
ENSNPET00000001432,1.0,0.9174121073434575,0.3698772623257749,0.9432078219263574,0.321198252548367,0.7574370709382151,0.9419596421884752,0.934886623673809,0.9405034324942791,0.2972748075722904,0.9357187434990638,0.9355107135427502
ENSCPUT00000019272,0.9174121073434575,1.0,0.3203661327231122,0.9072186394840857,0.2727272727272727,0.747451633035157,0.9053463698772624,0.8803827751196173,0.9057624297898897,0.24880382775119614,0.9009777407946744,0.9003536509257333
ENSACLT00000012896,0.3698772623257749,0.3203661327231122,1.0,0.3603078843353442,0.6365716663199501,0.27189515290201793,0.3621801539421676,0.36779696276263785,0.36363636363636365,0.6122321614312461,0.3524027459954233,0.3634283336800499
ENSDORT00000027843,0.9432078219263574,0.9072186394840857,0.3603078843353442,1.0,0.3097566049511129,0.7478676929477844,0.9773247347618057,0.9548574994799252,0.9652589972956106,0.28583315997503633,0.9371749531932598,0.9365508633243187
ENSDART00000170215,0.321198252548367,0.2727272727272727,0.6365716663199501,0.3097566049511129,1.0,0.2240482629498648,0.3112128146453089,0.31828583315997505,0.314749323902642,0.975660495111296,0.3068441855627211,0.3170376534220928
ENSEBUT00000026737,0.7574370709382151,0.747451633035157,0.27189515290201793,0.7478676929477844,0.2240482629498648,1.0,0.7509881422924901,0.7601414603702933,0.7501560224672352,0.19970875806116084,0.7395464946952361,0.7501560224672352
ENSNGAT00000004992,0.9419596421884752,0.9053463698772624,0.3621801539421676,0.9773247347618057,0.3112128146453089,0.7509881422924901,1.0,0.9546494695236114,0.9675473268150614,0.28728936966923235,0.9384231329311421,0.937799043062201
ENSCCNT00000033689,0.934886623673809,0.8803827751196173,0.36779696276263785,0.9548574994799252,0.31828583315997505,0.7601414603702933,0.9546494695236114,1.0,0.9457041814021219,0.2943623881838985,0.9122113584356147,0.924901185770751
ENSRNOT00000072628,0.9405034324942791,0.9057624297898897,0.36363636363636365,0.9652589972956106,0.314749323902642,0.7501560224672352,0.9675473268150614,0.9457041814021219,1.0,0.2908258789265654,0.9332223840232994,0.9325982941543582
ENSDART00000115182,0.2972748075722904,0.24880382775119614,0.6122321614312461,0.28583315997503633,0.975660495111296,0.19970875806116084,0.28728936966923235,0.2943623881838985,0.2908258789265654,1.0,0.2829207405866445,0.2931142084460162
ENSNSUT00000028495,0.9357187434990638,0.9009777407946744,0.3524027459954233,0.9371749531932598,0.3068441855627211,0.7395464946952361,0.9384231329311421,0.9122113584356147,0.9332223840232994,0.2829207405866445,1.0,0.9860619929269815
ENSNSUT00000028496,0.9355107135427502,0.9003536509257333,0.3634283336800499,0.9365508633243187,0.3170376534220928,0.7501560224672352,0.937799043062201,0.924901185770751,0.9325982941543582,0.2931142084460162,0.9860619929269815,1.0
