,ENSDNVT00000021098,ENSDNVT00000021104,ENSDNVT00000021090,ENSAOWT00000018908,ENSAHAT00000002457,ENSDNVT00000021112,ENSAHAT00000002453,ENSAOWT00000018903,ENSDNVT00000021084,ENSARWT00000003988
ENSDNVT00000021098,1.0,0.9452054794520548,0.9792158715162966,0.947094945677846,0.9631554085970713,0.9820500708549834,0.9239489844119037,0.9655172413793104,0.91828058573453,0.9456778460085026
ENSDNVT00000021104,0.9452054794520548,1.0,0.9452054794520548,0.9130845536136042,0.9291450165328294,0.9480396787907416,0.8899385923476618,0.9315068493150684,0.8842701936702881,0.9116674539442607
ENSDNVT00000021090,0.9792158715162966,0.9452054794520548,1.0,0.947094945677846,0.9631554085970713,0.9820500708549834,0.9239489844119037,0.9655172413793104,0.9390647142182333,0.9456778460085026
ENSAOWT00000018908,0.947094945677846,0.9130845536136042,0.947094945677846,1.0,0.9641001417099669,0.9499291450165328,0.9248937175247992,0.9664619744922059,0.8861596598960794,0.997638167217761
ENSAHAT00000002457,0.9631554085970713,0.9291450165328294,0.9631554085970713,0.9641001417099669,1.0,0.9806329711856401,0.9607935758148323,0.997638167217761,0.9022201228153047,0.9617383089277279
ENSDNVT00000021112,0.9820500708549834,0.9480396787907416,0.9820500708549834,0.9499291450165328,0.9806329711856401,1.0,0.9414265470004723,0.9829948039678791,0.9211147850732169,0.9485120453471895
ENSAHAT00000002453,0.9239489844119037,0.8899385923476618,0.9239489844119037,0.9248937175247992,0.9607935758148323,0.9414265470004723,1.0,0.9584317430325933,0.863013698630137,0.9225318847425602
ENSAOWT00000018903,0.9655172413793104,0.9315068493150684,0.9655172413793104,0.9664619744922059,0.997638167217761,0.9829948039678791,0.9584317430325933,1.0,0.9045819555975437,0.9641001417099669
ENSDNVT00000021084,0.91828058573453,0.8842701936702881,0.9390647142182333,0.8861596598960794,0.9022201228153047,0.9211147850732169,0.863013698630137,0.9045819555975437,1.0,0.8847425602267359
ENSARWT00000003988,0.9456778460085026,0.9116674539442607,0.9456778460085026,0.997638167217761,0.9617383089277279,0.9485120453471895,0.9225318847425602,0.9641001417099669,0.8847425602267359,1.0
