	ENSLBET00000008613	ENSMAMT00000015759	ENSAHAT00000028317	ENSNMET00000011596	ENSNMET00000011594	ENSHHUT00000005806	ENSCPUT00000032154	ENSDNVT00000021903	ENSXCOT00000011927	ENSAOWT00000015688	ENSCJPT00005029636	ENSAOWT00000015686	ENSCPGT00000023148	ENSATET00000012592	ENSMAMT00000015764	ENSGALT00000050934	ENSPRNT00000011509	ENSARWT00000015738	ENSARWT00000015739	ENSHHUT00000019256	ENSNPET00000011700	ENSGALT00000092477
ENSLBET00000008613	1.0	0.6008583690987125	0.5060476004682013	0.5079984393289114	0.5396020288724152	0.5399921966445571	0.5072181037846274	0.5052672649239173	0.8833398361295357	0.5060476004682013	0.5083886071010535	0.5083886071010535	0.5068279360124853	0.9473273507608272	0.8115489660554038	0.5079984393289114	0.9445961763558329	0.4525946156847445	0.5501365587202497	0.5844713226687476	0.5048770971517753	0.5396020288724152
ENSMAMT00000015759	0.6008583690987125	1.0	0.5622317596566524	0.6359734685914944	0.5996878657822864	0.40733515411627	0.6348029652750683	0.6289504486929379	0.6402653140850566	0.5622317596566524	0.6359734685914944	0.4970737417089348	0.6336324619586422	0.5985173624658603	0.7214202106905969	0.6367538041357784	0.5852516582130316	0.5103394459617635	0.592274678111588	0.4490831057354663	0.6305111197815061	0.6004682013265704
ENSAHAT00000028317	0.5060476004682013	0.5622317596566524	1.0	0.8486149044088959	0.8802184939523995	0.5778384705423332	0.8681232930159969	0.8930940304330862	0.5306281701131487	0.999609832227858	0.8560280920795942	0.9036285602809208	0.8712446351931329	0.5072181037846274	0.4986344127975029	0.8583690987124464	0.4931720639875146	0.8517362465860319	0.9336714787358564	0.611392898946547	0.8786578228638314	0.8899726882559501
ENSNMET00000011596	0.5079984393289114	0.6359734685914944	0.8486149044088959	1.0	0.9512290284822472	0.4877097151775263	0.9418650019508388	0.9325009754194304	0.5567694108466641	0.8490050721810378	0.9582520483808038	0.7592664845883729	0.9410846664065547	0.5111197815060476	0.5715957861880608	0.9680062426843544	0.4970737417089348	0.8014046039797112	0.8833398361295357	0.5189231369488879	0.9293796332422942	0.9192352711666016
ENSNMET00000011594	0.5396020288724152	0.5996878657822864	0.8802184939523995	0.9512290284822472	1.0	0.51931330472103	0.8966055403823644	0.8876316816230979	0.5501365587202497	0.8806086617245416	0.9137729223566132	0.7908700741318767	0.8958252048380804	0.5427233710495513	0.5353101833788529	0.9192352711666016	0.5286773312524385	0.8330081935232149	0.9149434256730394	0.5505267264923918	0.8837300039016778	0.9680062426843544
ENSHHUT00000005806	0.5399921966445571	0.40733515411627	0.5778384705423332	0.4877097151775263	0.51931330472103	1.0	0.4912212251268046	0.4873195474053843	0.5142411236831838	0.5778384705423332	0.4884900507218104	0.4986344127975029	0.4877097151775263	0.5411626999609832	0.4276238782676551	0.4888802184939525	0.5271166601638705	0.4315255559890754	0.5134607881388997	0.8907530238002341	0.4845883730003902	0.5204838080374561
ENSCPUT00000032154	0.5072181037846274	0.6348029652750683	0.8681232930159969	0.9418650019508388	0.8966055403823644	0.4912212251268046	1.0	0.9539602028872416	0.5552087397580959	0.8685134607881388	0.9391338275458448	0.7744830277019118	0.9871244635193132	0.5087787748731954	0.5704252828716349	0.944986344127975	0.4939523995317987	0.8236441669918064	0.9055793991416308	0.5224346468981662	0.9457666796722591	0.8997268825595006
ENSDNVT00000021903	0.5052672649239173	0.6289504486929379	0.8930940304330862	0.9325009754194304	0.8876316816230979	0.4873195474053843	0.9539602028872416	1.0	0.5559890753023801	0.8934841982052283	0.9325009754194304	0.7975029262582911	0.9570815450643776	0.5064377682403434	0.5649629340616465	0.9403043308622708	0.4916113928989465	0.8525165821303159	0.9344518142801403	0.5189231369488879	0.965665236051502	0.8954350370659383
ENSXCOT00000011927	0.8833398361295357	0.6402653140850566	0.5306281701131487	0.5567694108466641	0.5501365587202497	0.5142411236831838	0.5552087397580959	0.5559890753023801	1.0	0.5306281701131487	0.5552087397580959	0.5329691767460008	0.5552087397580959	0.8860710105345299	0.8603199375731565	0.5559890753023801	0.8700741318767071	0.4650799843932891	0.5470152165431136	0.5587202497073742	0.5536480686695279	0.5493562231759657
ENSAOWT00000015688	0.5060476004682013	0.5622317596566524	0.999609832227858	0.8490050721810378	0.8806086617245416	0.5778384705423332	0.8685134607881388	0.8934841982052283	0.5306281701131487	1.0	0.8564182598517363	0.9040187280530628	0.8716348029652751	0.5072181037846274	0.4986344127975029	0.8587592664845883	0.4931720639875146	0.852126414358174	0.9340616465079984	0.611392898946547	0.8790479906359735	0.8903628560280921
