	ENSTRUT00000013489	ENSAOCT00000020789	ENSXMAT00000041550	ENSTRUT00000042328	ENSPRET00000018141	ENSTRUT00000042327	ENSXCOT00000013099	ENSPRNT00000037528	ENSCVAT00000025809	ENSGACT00000012668	ENSPMET00000030886	ENSXCOT00000012801	ENSXCOT00000012800	ENSPRET00000018098	ENSLBET00000014075	ENSPFOT00000017396	ENSAOCT00000020916	ENSKMAT00000027663	ENSXMAT00000012748	ENSPLAT00000003969	ENSAOCT00000020697	ENSFHET00000027532	ENSCGOT00000050861	ENSSPAT00000000667	ENSGAFT00000017398	ENSTNIT00000016540	ENSXMAT00000040787	ENSGACT00000012674
ENSTRUT00000013489	1.0	0.7359307359307359	0.7380952380952381	0.5432900432900433	0.8722943722943723	0.5432900432900433	0.8744588744588745	0.8852813852813853	0.8744588744588745	0.7575757575757576	0.8679653679653679	0.7640692640692641	0.7380952380952381	0.7359307359307359	0.9004329004329005	0.8679653679653679	0.7554112554112554	0.8484848484848485	0.7640692640692641	0.8701298701298701	0.8982683982683982	0.8658008658008658	0.9112554112554112	0.9047619047619048	0.8722943722943723	0.9632034632034632	0.8722943722943723	0.8939393939393939
ENSAOCT00000020789	0.7359307359307359	1.0	0.7965367965367965	0.4415584415584415	0.7424242424242424	0.4415584415584415	0.7445887445887446	0.7727272727272727	0.7467532467532467	0.8095238095238095	0.7402597402597403	0.8225108225108225	0.7965367965367965	0.7943722943722944	0.7619047619047619	0.7402597402597403	0.8506493506493507	0.7402597402597403	0.8225108225108225	0.7402597402597403	0.7987012987012987	0.7359307359307359	0.7705627705627706	0.7813852813852814	0.7445887445887446	0.7359307359307359	0.7445887445887446	0.7510822510822511
ENSXMAT00000041550	0.7380952380952381	0.7965367965367965	1.0	0.4502164502164503	0.816017316017316	0.4502164502164503	0.8181818181818182	0.7705627705627706	0.7900432900432901	0.8095238095238095	0.7987012987012987	0.8961038961038961	1.0	0.997835497835498	0.7619047619047619	0.7987012987012987	0.816017316017316	0.7683982683982684	0.8961038961038961	0.8116883116883117	0.7640692640692641	0.7900432900432901	0.7597402597402597	0.7662337662337663	0.803030303030303	0.7402597402597403	0.8181818181818182	0.7510822510822511
ENSTRUT00000042328	0.5432900432900433	0.4415584415584415	0.4502164502164503	1.0	0.5454545454545454	1.0	0.5476190476190477	0.5303030303030303	0.5627705627705628	0.4696969696969697	0.5606060606060606	0.4761904761904762	0.4502164502164503	0.448051948051948	0.5411255411255411	0.5606060606060606	0.46103896103896097	0.5562770562770563	0.4761904761904762	0.5476190476190477	0.5497835497835498	0.5432900432900433	0.5584415584415584	0.5584415584415584	0.5606060606060606	0.5454545454545454	0.5454545454545454	0.5541125541125541
ENSPRET00000018141	0.8722943722943723	0.7424242424242424	0.816017316017316	0.5454545454545454	1.0	0.5454545454545454	0.997835497835498	0.8982683982683982	0.9567099567099568	0.7554112554112554	0.9826839826839828	0.841991341991342	0.816017316017316	0.8181818181818182	0.9112554112554112	0.9826839826839828	0.7619047619047619	0.9090909090909092	0.841991341991342	0.9935064935064936	0.9177489177489178	0.9696969696969696	0.9134199134199136	0.91991341991342	0.9783549783549784	0.8809523809523809	0.9956709956709956	0.8982683982683982
ENSTRUT00000042327	0.5432900432900433	0.4415584415584415	0.4502164502164503	1.0	0.5454545454545454	1.0	0.5476190476190477	0.5303030303030303	0.5627705627705628	0.4696969696969697	0.5606060606060606	0.4761904761904762	0.4502164502164503	0.448051948051948	0.5411255411255411	0.5606060606060606	0.46103896103896097	0.5562770562770563	0.4761904761904762	0.5476190476190477	0.5497835497835498	0.5432900432900433	0.5584415584415584	0.5584415584415584	0.5606060606060606	0.5454545454545454	0.5454545454545454	0.5541125541125541
ENSXCOT00000013099	0.8744588744588745	0.7445887445887446	0.8181818181818182	0.5476190476190477	0.997835497835498	0.5476190476190477	1.0	0.9004329004329005	0.9588744588744588	0.7575757575757576	0.9805194805194806	0.8441558441558441	0.8181818181818182	0.816017316017316	0.9134199134199136	0.9805194805194806	0.7640692640692641	0.9112554112554112	0.8441558441558441	0.9913419913419912	0.91991341991342	0.9696969696969696	0.9155844155844156	0.9220779220779219	0.9805194805194806	0.8831168831168831	0.997835497835498	0.9004329004329005
ENSPRNT00000037528	0.8852813852813853	0.7727272727272727	0.7705627705627706	0.5303030303030303	0.8982683982683982	0.5303030303030303	0.9004329004329005	1.0	0.9090909090909092	0.7900432900432901	0.8982683982683982	0.7965367965367965	0.7705627705627706	0.7683982683982684	0.9177489177489178	0.8982683982683982	0.7922077922077922	0.9004329004329005	0.7965367965367965	0.8939393939393939	0.9264069264069263	0.8982683982683982	0.9307359307359307	0.9307359307359307	0.9047619047619048	0.8939393939393939	0.8982683982683982	0.9047619047619048
ENSCVAT00000025809	0.8744588744588745	0.7467532467532467	0.7900432900432901	0.5627705627705628	0.9567099567099568	0.5627705627705628	0.9588744588744588	0.9090909090909092	1.0	0.7619047619047619	0.9675324675324676	0.816017316017316	0.7900432900432901	0.7878787878787878	0.9134199134199136	0.9675324675324676	0.7662337662337663	0.9220779220779219	0.816017316017316	0.9523809523809524	0.9220779220779219	0.945887445887446	0.9177489177489178	0.9242424242424242	0.9696969696969696	0.8831168831168831	0.9567099567099568	0.9004329004329005
ENSGACT00000012668	0.7575757575757576	0.8095238095238095	0.8095238095238095	0.4696969696969697	0.7554112554112554	0.4696969696969697	0.7575757575757576	0.7900432900432901	0.7619047619047619	1.0	0.7532467532467533	0.8354978354978355	0.8095238095238095	0.8073593073593074	0.7900432900432901	0.7532467532467533	0.8290043290043292	0.7597402597402597	0.8354978354978355	0.7510822510822511	0.7770562770562771	0.7489177489177489	0.7943722943722944	0.7813852813852814	0.7597402597402597	0.7597402597402597	0.7575757575757576	0.8246753246753247
ENSPMET00000030886	0.8679653679653679	0.7402597402597403	0.7987012987012987	0.5606060606060606	0.9826839826839828	0.5606060606060606	0.9805194805194806	0.8982683982683982	0.9675324675324676	0.7532467532467533	1.0	0.8246753246753247	0.7987012987012987	0.8008658008658008	0.9090909090909092	1.0	0.7597402597402597	0.91991341991342	0.8246753246753247	0.9848484848484848	0.9155844155844156	0.9567099567099568	0.9112554112554112	0.9177489177489178	0.987012987012987	0.8766233766233766	0.9783549783549784	0.8961038961038961
ENSXCOT00000012801	0.7640692640692641	0.8225108225108225	0.8961038961038961	0.4761904761904762	0.841991341991342	0.4761904761904762	0.8441558441558441	0.7965367965367965	0.816017316017316	0.8354978354978355	0.8246753246753247	1.0	0.8961038961038961	0.8939393939393939	0.7878787878787878	0.8246753246753247	0.9069264069264068	0.7943722943722944	1.0	0.8376623376623377	0.7900432900432901	0.816017316017316	0.7857142857142857	0.7922077922077922	0.8290043290043292	0.7662337662337663	0.8441558441558441	0.7770562770562771
ENSXCOT00000012800	0.7380952380952381	0.7965367965367965	1.0	0.4502164502164503	0.816017316017316	0.4502164502164503	0.8181818181818182	0.7705627705627706	0.7900432900432901	0.8095238095238095	0.7987012987012987	0.8961038961038961	1.0	0.997835497835498	0.7619047619047619	0.7987012987012987	0.816017316017316	0.7683982683982684	0.8961038961038961	0.8116883116883117	0.7640692640692641	0.7900432900432901	0.7597402597402597	0.7662337662337663	0.803030303030303	0.7402597402597403	0.8181818181818182	0.7510822510822511
ENSPRET00000018098	0.7359307359307359	0.7943722943722944	0.997835497835498	0.448051948051948	0.8181818181818182	0.448051948051948	0.816017316017316	0.7683982683982684	0.7878787878787878	0.8073593073593074	0.8008658008658008	0.8939393939393939	0.997835497835498	1.0	0.7597402597402597	0.8008658008658008	0.8138528138528138	0.7662337662337663	0.8939393939393939	0.8138528138528138	0.7619047619047619	0.7900432900432901	0.7575757575757576	0.7640692640692641	0.8008658008658008	0.7380952380952381	0.816017316017316	0.7489177489177489
ENSLBET00000014075	0.9004329004329005	0.7619047619047619	0.7619047619047619	0.5411255411255411	0.9112554112554112	0.5411255411255411	0.9134199134199136	0.9177489177489178	0.9134199134199136	0.7900432900432901	0.9090909090909092	0.7878787878787878	0.7619047619047619	0.7597402597402597	1.0	0.9090909090909092	0.7813852813852814	0.8896103896103896	0.7878787878787878	0.9090909090909092	0.935064935064935	0.9047619047619048	0.945887445887446	0.9372294372294372	0.9112554112554112	0.9155844155844156	0.9112554112554112	0.9393939393939394
