,ENSFHET00000018701,FBtr0089548,FBtr0071607,FBtr0071606,FBtr0342891,ENSCSAVT00000007018,ENSCINT00000012212,ENSCINT00000023318,ENSCSAVT00000012068,FBtr0071003
ENSFHET00000018701,1.0,0.5853505843071787,0.582220367278798,0.5803422370617696,0.5803422370617696,0.7936143572621035,0.5742904841402338,0.5832637729549248,0.6314691151919867,0.5500834724540902
FBtr0089548,0.5853505843071787,1.0,0.7656510851419032,0.7627295492487479,0.7627295492487479,0.5,0.34515859766277135,0.32220367278798,0.4019198664440735,0.6832220367278798
FBtr0071607,0.582220367278798,0.7656510851419032,1.0,0.823873121869783,0.823873121869783,0.49874791318864775,0.347245409015025,0.32220367278798,0.40484140233722865,0.6767529215358932
FBtr0071606,0.5803422370617696,0.7627295492487479,0.823873121869783,1.0,1.0,0.4941569282136895,0.3407762938230384,0.3161519198664441,0.39962437395659434,0.6780050083472454
FBtr0342891,0.5803422370617696,0.7627295492487479,0.823873121869783,1.0,1.0,0.4941569282136895,0.3407762938230384,0.3161519198664441,0.39962437395659434,0.6780050083472454
ENSCSAVT00000007018,0.7936143572621035,0.5,0.49874791318864775,0.4941569282136895,0.4941569282136895,1.0,0.5928631051752922,0.6437813021702838,0.6535893155258765,0.4221619365609348
ENSCINT00000012212,0.5742904841402338,0.34515859766277135,0.347245409015025,0.3407762938230384,0.3407762938230384,0.5928631051752922,1.0,0.6930300500834724,0.8443238731218697,0.2635642737896494
ENSCINT00000023318,0.5832637729549248,0.32220367278798,0.32220367278798,0.3161519198664441,0.3161519198664441,0.6437813021702838,0.6930300500834724,1.0,0.6890651085141903,0.24853923205342232
ENSCSAVT00000012068,0.6314691151919867,0.4019198664440735,0.40484140233722865,0.39962437395659434,0.39962437395659434,0.6535893155258765,0.8443238731218697,0.6890651085141903,1.0,0.32241235392320533
FBtr0071003,0.5500834724540902,0.6832220367278798,0.6767529215358932,0.6780050083472454,0.6780050083472454,0.4221619365609348,0.2635642737896494,0.24853923205342232,0.32241235392320533,1.0
