	ENSEEET00000052412	ENSSFOT00015025148	ENSIPUT00000010260	ENSLACT00000018033	ENSIPUT00000010286	ENSLACT00000018032	ENSXETT00000036799	ENSXETT00000036792	ENSPKIT00000019068	ENSAMXT00000057933	ENSXETT00000036807	ENSAMXT00000017724	ENSSFOT00015025202	ENSPKIT00000019096	ENSSFOT00015025223
ENSEEET00000052412	1.0	0.5330060010911075	0.8865248226950354	0.6012002182214948	0.8101472995090017	0.541189307146754	0.7512274959083469	0.7234042553191491	0.8254228041462084	0.8783415166393891	0.7244953627932351	0.8947081287506821	0.8194217130387343	0.7419530823786143	0.6404800872885981
ENSSFOT00015025148	0.5330060010911075	1.0	0.5253682487725041	0.5199127114020731	0.5406437534097108	0.4571740316421167	0.4893617021276595	0.4599018003273323	0.5515548281505729	0.5308237861429351	0.530278232405892	0.5471903982542279	0.6312056737588653	0.5390070921985816	0.5559192580469177
ENSIPUT00000010260	0.8865248226950354	0.5253682487725041	1.0	0.601745771958538	0.917621385706492	0.5526459356246589	0.7839607201309329	0.7561374795417348	0.8559738134206221	0.9072558647026732	0.7294053464266229	0.8925259138025096	0.8428805237315876	0.7746863066012002	0.6704855428259684
ENSLACT00000018033	0.6012002182214948	0.5199127114020731	0.601745771958538	1.0	0.6066557555919257	0.9023458810692854	0.5930169121658483	0.6322967812329514	0.6088379705400983	0.6001091107474086	0.6208401527550463	0.6164757228587016	0.6093835242771413	0.5957446808510638	0.7195853791598472
ENSIPUT00000010286	0.8101472995090017	0.5406437534097108	0.917621385706492	0.6066557555919257	1.0	0.5575559192580469	0.7157665030005456	0.6879432624113475	0.7850518276050191	0.8308783415166394	0.6612111292962357	0.8161483906164757	0.7735951991271139	0.7037643207855974	0.5990180032733224
ENSLACT00000018032	0.541189307146754	0.4571740316421167	0.5526459356246589	0.9023458810692854	0.5575559192580469	1.0	0.546644844517185	0.5859247135842881	0.5619203491543917	0.5521003818876159	0.5591925804691762	0.5531914893617021	0.5619203491543917	0.5488270594653574	0.6721222040370977
ENSXETT00000036799	0.7512274959083469	0.4893617021276595	0.7839607201309329	0.5930169121658483	0.7157665030005456	0.546644844517185	1.0	0.9607201309328968	0.7986906710310966	0.7905073649754499	0.927441352973268	0.7790507364975451	0.7921440261865794	0.7217675941080196	0.646481178396072
ENSXETT00000036792	0.7234042553191491	0.4599018003273323	0.7561374795417348	0.6322967812329514	0.6879432624113475	0.5859247135842881	0.9607201309328968	1.0	0.7703218767048554	0.7621385706492092	0.8881614839061648	0.7506819421713039	0.7648663393344245	0.6933987997817785	0.6170212765957447
ENSPKIT00000019068	0.8254228041462084	0.5515548281505729	0.8559738134206221	0.6088379705400983	0.7850518276050191	0.5619203491543917	0.7986906710310966	0.7703218767048554	1.0	0.8521549372613202	0.7435897435897436	0.8385160938352427	0.8772504091653028	0.8974358974358975	0.690671031096563
ENSAMXT00000057933	0.8783415166393891	0.5308237861429351	0.9072558647026732	0.6001091107474086	0.8308783415166394	0.5521003818876159	0.7905073649754499	0.7621385706492092	0.8521549372613202	1.0	0.7354064375340971	0.983633387888707	0.8466993998908893	0.7735951991271139	0.6759410801963993
ENSXETT00000036807	0.7244953627932351	0.530278232405892	0.7294053464266229	0.6208401527550463	0.6612111292962357	0.5591925804691762	0.927441352973268	0.8881614839061648	0.7435897435897436	0.7354064375340971	1.0	0.75177304964539	0.7381342062193126	0.6666666666666666	0.6448445171849427
ENSAMXT00000017724	0.8947081287506821	0.5471903982542279	0.8925259138025096	0.6164757228587016	0.8161483906164757	0.5531914893617021	0.7790507364975451	0.7506819421713039	0.8385160938352427	0.983633387888707	0.75177304964539	1.0	0.8325150027277687	0.7599563557010366	0.6617566830332787
ENSSFOT00015025202	0.8194217130387343	0.6312056737588653	0.8428805237315876	0.6093835242771413	0.7735951991271139	0.5619203491543917	0.7921440261865794	0.7648663393344245	0.8772504091653028	0.8466993998908893	0.7381342062193126	0.8325150027277687	1.0	0.7877795962902346	0.7588652482269503
ENSPKIT00000019096	0.7419530823786143	0.5390070921985816	0.7746863066012002	0.5957446808510638	0.7037643207855974	0.5488270594653574	0.7217675941080196	0.6933987997817785	0.8974358974358975	0.7735951991271139	0.6666666666666666	0.7599563557010366	0.7877795962902346	1.0	0.7490452809601745
ENSSFOT00015025223	0.6404800872885981	0.5559192580469177	0.6704855428259684	0.7195853791598472	0.5990180032733224	0.6721222040370977	0.646481178396072	0.6170212765957447	0.690671031096563	0.6759410801963993	0.6448445171849427	0.6617566830332787	0.7588652482269503	0.7490452809601745	1.0
