	ENST00000246108	ENSVURT00010004340	ENSPTRT00000096431	ENSMODT00000087703	ENSPTRT00000059351	ENSPTRT00000024419	ENSSHAT00000014474	ENSMODT00000031805	ENST00000409241	ENST00000402452	ENSPPAT00000010815	ENSSHAT00000014475	ENSPTRT00000085441	ENSPPAT00000010665	ENSPPAT00000010569
ENST00000246108	1.0	0.5738716007849733	0.5862068965517241	0.5842444631342865	0.6156433978132885	0.4920100925147183	0.5679843005326605	0.5615363050182226	0.5862068965517241	0.6156433978132885	0.5029436501261564	0.5671432576394729	0.5029436501261564	0.6156433978132885	0.5862068965517241
ENSVURT00010004340	0.5738716007849733	1.0	0.8858985141575554	0.9172974488365572	0.7731987664704233	0.07232968881412949	0.9464536024670592	0.936080740117746	0.8861788617886179	0.7734791141014858	0.0832632464255677	0.9456125595738716	0.0832632464255677	0.7731987664704233	0.8858985141575554
ENSPTRT00000096431	0.5862068965517241	0.8858985141575554	1.0	0.8536585365853658	0.8696383515559294	0.07821698906644238	0.8724418278665546	0.8682366134006168	0.9980375665825624	0.8676759181384918	0.08915054667788057	0.871600784973367	0.08915054667788057	0.8696383515559294	1.0
ENSMODT00000087703	0.5842444631342865	0.9172974488365572	0.8536585365853658	1.0	0.7429212223156715	0.08410428931875524	0.9083263246425568	0.9772918418839359	0.8539388842164284	0.7432015699467339	0.09503784693019346	0.9074852817493692	0.09503784693019346	0.7429212223156715	0.8536585365853658
ENSPTRT00000059351	0.6156433978132885	0.7731987664704233	0.8696383515559294	0.7429212223156715	1.0	0.14858424446313426	0.7617045135968601	0.7574992991309224	0.8676759181384918	0.9974768713204374	0.12980095318194562	0.7608634707036726	0.12980095318194562	1.0	0.8696383515559294
ENSPTRT00000024419	0.4920100925147183	0.07232968881412949	0.07821698906644238	0.08410428931875524	0.14858424446313426	1.0	0.06728343145500415	0.06139613120269138	0.07821698906644238	0.1483038968320718	0.9315951780207458	0.06644238856181661	0.9335576114381834	0.14858424446313426	0.07821698906644238
ENSSHAT00000014474	0.5679843005326605	0.9464536024670592	0.8724418278665546	0.9083263246425568	0.7617045135968601	0.06728343145500415	1.0	0.9259882253994952	0.8727221754976171	0.7619848612279226	0.07821698906644238	0.9991589571068124	0.07821698906644238	0.7617045135968601	0.8724418278665546
ENSMODT00000031805	0.5615363050182226	0.936080740117746	0.8682366134006168	0.9772918418839359	0.7574992991309224	0.06139613120269138	0.9259882253994952	1.0	0.8685169610316793	0.7577796467619848	0.07232968881412949	0.9251471825063078	0.07232968881412949	0.7574992991309224	0.8682366134006168
ENST00000409241	0.5862068965517241	0.8861788617886179	0.9980375665825624	0.8539388842164284	0.8676759181384918	0.07821698906644238	0.8727221754976171	0.8685169610316793	1.0	0.8696383515559294	0.08915054667788057	0.8718811326044295	0.08915054667788057	0.8676759181384918	0.9980375665825624
ENST00000402452	0.6156433978132885	0.7734791141014858	0.8676759181384918	0.7432015699467339	0.9974768713204374	0.1483038968320718	0.7619848612279226	0.7577796467619848	0.8696383515559294	1.0	0.12980095318194562	0.7611438183347351	0.12980095318194562	0.9974768713204374	0.8676759181384918
ENSPPAT00000010815	0.5029436501261564	0.0832632464255677	0.08915054667788057	0.09503784693019346	0.12980095318194562	0.9315951780207458	0.07821698906644238	0.07232968881412949	0.08915054667788057	0.12980095318194562	1.0	0.07737594617325483	0.9977572189514998	0.12980095318194562	0.08915054667788057
ENSSHAT00000014475	0.5671432576394729	0.9456125595738716	0.871600784973367	0.9074852817493692	0.7608634707036726	0.06644238856181661	0.9991589571068124	0.9251471825063078	0.8718811326044295	0.7611438183347351	0.07737594617325483	1.0	0.07737594617325483	0.7608634707036726	0.871600784973367
ENSPTRT00000085441	0.5029436501261564	0.0832632464255677	0.08915054667788057	0.09503784693019346	0.12980095318194562	0.9335576114381834	0.07821698906644238	0.07232968881412949	0.08915054667788057	0.12980095318194562	0.9977572189514998	0.07737594617325483	1.0	0.12980095318194562	0.08915054667788057
ENSPPAT00000010665	0.6156433978132885	0.7731987664704233	0.8696383515559294	0.7429212223156715	1.0	0.14858424446313426	0.7617045135968601	0.7574992991309224	0.8676759181384918	0.9974768713204374	0.12980095318194562	0.7608634707036726	0.12980095318194562	1.0	0.8696383515559294
ENSPPAT00000010569	0.5862068965517241	0.8858985141575554	1.0	0.8536585365853658	0.8696383515559294	0.07821698906644238	0.8724418278665546	0.8682366134006168	0.9980375665825624	0.8676759181384918	0.08915054667788057	0.871600784973367	0.08915054667788057	0.8696383515559294	1.0
