	Y119D3B.17.1	FBtr0304982	FBtr0078468	ENSCINT00000001984	FBtr0304980	FBtr0304983	FBtr0304984	FBtr0301364	FBtr0078470	FBtr0332736	FBtr0333222	ENSCSAVT00000007307	FBtr0111017	ENSCSAVT00000004823	FBtr0346820	FBtr0304981
Y119D3B.17.1	1.0	0.453781512605042	0.4960984393757504	0.5510204081632653	0.3421368547418968	0.35834333733493395	0.32773109243697474	0.3421368547418968	0.515906362545018	0.5123049219687875	0.5204081632653061	0.5684273709483794	0.35834333733493395	0.4924969987995198	0.4699879951980792	0.5204081632653061
FBtr0304982	0.453781512605042	1.0	0.9576830732292916	0.5126050420168067	0.7472989195678271	0.7310924369747899	0.7617046818727491	0.7472989195678271	0.9378751500600241	0.9414765906362546	0.933373349339736	0.6380552220888356	0.7310924369747899	0.5450180072028812	0.9837935174069627	0.933373349339736
FBtr0078468	0.4960984393757504	0.9576830732292916	1.0	0.554921968787515	0.7896158463385354	0.7734093637454982	0.7193877551020408	0.7896158463385354	0.9801920768307324	0.9837935174069627	0.9756902761104442	0.6803721488595438	0.7734093637454982	0.5873349339735895	0.9414765906362546	0.9756902761104442
ENSCINT00000001984	0.5510204081632653	0.5126050420168067	0.554921968787515	1.0	0.3976590636254502	0.41386554621848737	0.38655462184873945	0.3976590636254502	0.5747298919567827	0.5711284513805522	0.5759303721488596	0.7493997599039616	0.4171668667466987	0.5462184873949579	0.5288115246098439	0.5759303721488596
FBtr0304980	0.3421368547418968	0.7472989195678271	0.7896158463385354	0.3976590636254502	1.0	0.9837935174069627	0.9225690276110444	1.0	0.7698079231692677	0.7734093637454982	0.7725090036014406	0.523109243697479	0.9765906362545018	0.4333733493397358	0.7310924369747899	0.7725090036014406
FBtr0304983	0.35834333733493395	0.7310924369747899	0.7734093637454982	0.41386554621848737	0.9837935174069627	1.0	0.9387755102040816	0.9837935174069627	0.7860144057623051	0.7896158463385354	0.7887154861944778	0.5393157262905162	0.9927971188475391	0.44957983193277307	0.7472989195678271	0.7887154861944778
FBtr0304984	0.32773109243697474	0.7617046818727491	0.7193877551020408	0.38655462184873945	0.9225690276110444	0.9387755102040816	1.0	0.9225690276110444	0.7391956782713085	0.7355942376950779	0.7364945978391356	0.5120048019207684	0.9459783913565426	0.418967587034814	0.7779111644657863	0.7364945978391356
FBtr0301364	0.3421368547418968	0.7472989195678271	0.7896158463385354	0.3976590636254502	1.0	0.9837935174069627	0.9225690276110444	1.0	0.7698079231692677	0.7734093637454982	0.7725090036014406	0.523109243697479	0.9765906362545018	0.4333733493397358	0.7310924369747899	0.7725090036014406
FBtr0078470	0.515906362545018	0.9378751500600241	0.9801920768307324	0.5747298919567827	0.7698079231692677	0.7860144057623051	0.7391956782713085	0.7698079231692677	1.0	0.9963985594237696	0.9954981992797118	0.7001800720288115	0.7932172869147659	0.6071428571428571	0.9540816326530612	0.9954981992797118
FBtr0332736	0.5123049219687875	0.9414765906362546	0.9837935174069627	0.5711284513805522	0.7734093637454982	0.7896158463385354	0.7355942376950779	0.7734093637454982	0.9963985594237696	1.0	0.9918967587034814	0.696578631452581	0.7896158463385354	0.6035414165666266	0.9576830732292916	0.9918967587034814
FBtr0333222	0.5204081632653061	0.933373349339736	0.9756902761104442	0.5759303721488596	0.7725090036014406	0.7887154861944778	0.7364945978391356	0.7725090036014406	0.9954981992797118	0.9918967587034814	1.0	0.7013805522208884	0.7887154861944778	0.6116446578631453	0.9495798319327732	1.0
ENSCSAVT00000007307	0.5684273709483794	0.6380552220888356	0.6803721488595438	0.7493997599039616	0.523109243697479	0.5393157262905162	0.5120048019207684	0.523109243697479	0.7001800720288115	0.696578631452581	0.7013805522208884	1.0	0.5426170468187275	0.7292917166866747	0.6542617046818727	0.7013805522208884
FBtr0111017	0.35834333733493395	0.7310924369747899	0.7734093637454982	0.4171668667466987	0.9765906362545018	0.9927971188475391	0.9459783913565426	0.9765906362545018	0.7932172869147659	0.7896158463385354	0.7887154861944778	0.5426170468187275	1.0	0.44957983193277307	0.7472989195678271	0.7887154861944778
ENSCSAVT00000004823	0.4924969987995198	0.5450180072028812	0.5873349339735895	0.5462184873949579	0.4333733493397358	0.44957983193277307	0.418967587034814	0.4333733493397358	0.6071428571428571	0.6035414165666266	0.6116446578631453	0.7292917166866747	0.44957983193277307	1.0	0.5612244897959183	0.6116446578631453
FBtr0346820	0.4699879951980792	0.9837935174069627	0.9414765906362546	0.5288115246098439	0.7310924369747899	0.7472989195678271	0.7779111644657863	0.7310924369747899	0.9540816326530612	0.9576830732292916	0.9495798319327732	0.6542617046818727	0.7472989195678271	0.5612244897959183	1.0	0.9495798319327732
FBtr0304981	0.5204081632653061	0.933373349339736	0.9756902761104442	0.5759303721488596	0.7725090036014406	0.7887154861944778	0.7364945978391356	0.7725090036014406	0.9954981992797118	0.9918967587034814	1.0	0.7013805522208884	0.7887154861944778	0.6116446578631453	0.9495798319327732	1.0
