	ENSCSAVT00000019044	FBtr0337049	FBtr0337050	FBtr0305355	FBtr0305354	FBtr0305353	FBtr0305352	FBtr0305351	FBtr0305357	FBtr0305356	ENSCINT00000008251
ENSCSAVT00000019044	1.0	0.5878315711370803	0.30819884993507696	0.3134854386941198	0.6223335188276757	0.6223335188276757	0.6223335188276757	0.6910591726952328	0.6857725839361899	0.5931181598961232	0.9544611389352624
FBtr0337049	0.5878315711370803	1.0	0.5174364681877203	0.5121498794286774	0.9584492672973476	0.9584492672973476	0.9584492672973476	0.8897236134297903	0.8950102021888332	0.9947134112409572	0.5939528844370247
FBtr0337050	0.30819884993507696	0.5174364681877203	1.0	0.9947134112409572	0.54136523836023	0.54136523836023	0.54136523836023	0.610090892227787	0.6153774809868299	0.5121498794286774	0.3143201632350213
FBtr0305355	0.3134854386941198	0.5121498794286774	0.9947134112409572	1.0	0.5466518271192728	0.5466518271192728	0.5466518271192728	0.6153774809868299	0.610090892227787	0.5174364681877203	0.3196067519940642
FBtr0305354	0.6223335188276757	0.9584492672973476	0.54136523836023	0.5466518271192728	1.0	1.0	1.0	0.931274346132443	0.9259877573734	0.9637358560563902	0.6284548321276201
FBtr0305353	0.6223335188276757	0.9584492672973476	0.54136523836023	0.5466518271192728	1.0	1.0	1.0	0.931274346132443	0.9259877573734	0.9637358560563902	0.6284548321276201
FBtr0305352	0.6223335188276757	0.9584492672973476	0.54136523836023	0.5466518271192728	1.0	1.0	1.0	0.931274346132443	0.9259877573734	0.9637358560563902	0.6284548321276201
FBtr0305351	0.6910591726952328	0.8897236134297903	0.610090892227787	0.6153774809868299	0.931274346132443	0.931274346132443	0.931274346132443	1.0	0.9947134112409572	0.8950102021888332	0.6971804859951771
FBtr0305357	0.6857725839361899	0.8950102021888332	0.6153774809868299	0.610090892227787	0.9259877573734	0.9259877573734	0.9259877573734	0.9947134112409572	1.0	0.8897236134297903	0.6918938972361343
FBtr0305356	0.5931181598961232	0.9947134112409572	0.5121498794286774	0.5174364681877203	0.9637358560563902	0.9637358560563902	0.9637358560563902	0.8950102021888332	0.8897236134297903	1.0	0.5992394731960675
ENSCINT00000008251	0.9544611389352624	0.5939528844370247	0.3143201632350213	0.3196067519940642	0.6284548321276201	0.6284548321276201	0.6284548321276201	0.6971804859951771	0.6918938972361343	0.5992394731960675	1.0
