	ENSARWT00000027067	ENSARWT00000027066	ENSAHAT00000015240	C45G9.2.1	FBtr0081150	ENSDNVT00000028907	ENSDNVT00000028906	ENSAHAT00000015251	ENSAOWT00000001765	ENSAOWT00000001772
ENSARWT00000027067	1.0	0.9028462998102468	0.9020872865275142	0.7335863377609109	0.5104364326375711	0.8960151802656546	0.8960151802656546	0.9992409867172676	0.9020872865275142	0.9992409867172676
ENSARWT00000027066	0.9028462998102468	1.0	0.9981024667931688	0.7339658444022771	0.4193548387096775	0.9908918406072106	0.9908918406072106	0.9020872865275142	0.9984819734345352	0.9020872865275142
ENSAHAT00000015240	0.9020872865275142	0.9981024667931688	1.0	0.7343453510436433	0.4197343453510436	0.989753320683112	0.989753320683112	0.9028462998102468	0.9988614800759014	0.9020872865275142
C45G9.2.1	0.7335863377609109	0.7339658444022771	0.7343453510436433	1.0	0.4812144212523719	0.7335863377609109	0.7335863377609109	0.7335863377609109	0.7347248576850095	0.7339658444022771
FBtr0081150	0.5104364326375711	0.4193548387096775	0.4197343453510436	0.4812144212523719	1.0	0.4197343453510436	0.4197343453510436	0.5108159392789374	0.4197343453510436	0.5108159392789374
ENSDNVT00000028907	0.8960151802656546	0.9908918406072106	0.989753320683112	0.7335863377609109	0.4197343453510436	1.0	1.0	0.8952561669829222	0.9908918406072106	0.8960151802656546
ENSDNVT00000028906	0.8960151802656546	0.9908918406072106	0.989753320683112	0.7335863377609109	0.4197343453510436	1.0	1.0	0.8952561669829222	0.9908918406072106	0.8960151802656546
ENSAHAT00000015251	0.9992409867172676	0.9020872865275142	0.9028462998102468	0.7335863377609109	0.5108159392789374	0.8952561669829222	0.8952561669829222	1.0	0.9020872865275142	0.9992409867172676
ENSAOWT00000001765	0.9020872865275142	0.9984819734345352	0.9988614800759014	0.7347248576850095	0.4197343453510436	0.9908918406072106	0.9908918406072106	0.9020872865275142	1.0	0.9028462998102468
ENSAOWT00000001772	0.9992409867172676	0.9020872865275142	0.9020872865275142	0.7339658444022771	0.5108159392789374	0.8960151802656546	0.8960151802656546	0.9992409867172676	0.9028462998102468	1.0
